"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","SF","SH","GDP","SB","CS","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Carlos Pena","Tigers","27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","934"
"Bobby Abreu","Phillies","31","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","3","3","0.0 %","0.0 %","100.0 %","50.0 %","50.0 %","0.0 %","945"
"Travis Lee","Devil Rays","30","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","2","2","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","958"
"Rob Mackowiak","Pirates","29","3","1","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","1","1","6","7","33.3 %","0.0 %","66.7 %","33.3 %","33.3 %","33.3 %","995"
"Bret Boone","- - -","36","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","2","2","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1067"
"Pat Borders","Mariners","42","2","1","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","1","2","5","7","33.3 %","33.3 %","33.3 %","66.7 %","0.0 %","33.3 %","1068"
"Mike Cameron","Mets","32","4","3","4","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","3","1","6","7","75.0 %","0.0 %","25.0 %","25.0 %","75.0 %","0.0 %","1070"
"David Bell","Phillies","32","5","1","5","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","1","1","6","7","20.0 %","20.0 %","60.0 %","40.0 %","60.0 %","0.0 %","1108"
"Russ Ortiz","Diamondbacks","31","6","1","7","1","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","7","1","3","17","20","57.1 %","14.3 %","28.6 %","42.9 %","57.1 %","0.0 %","1124"
"Reggie Sanders","Cardinals","37","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1129"
"Mike Matheny","Giants","34","4","1","4","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","4","1","0","6","6","25.0 %","75.0 %","0.0 %","75.0 %","0.0 %","25.0 %","1169"
"Placido Polanco","Tigers","29","3","1","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","1","0","3","3","66.7 %","0.0 %","33.3 %","0.0 %","100.0 %","0.0 %","1176"
"Ivan Rodriguez","Tigers","33","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","2","2","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","0.0 %","1275"
"Jayson Werth","Dodgers","26","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","2","2","50.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","1327"
"Alex Cora","- - -","29","6","2","6","2","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","6","2","0","6","6","0.0 %","0.0 %","100.0 %","33.3 %","66.7 %","0.0 %","1386"
"Lenny Harris","Marlins","40","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","100.0 %","0.0 %","0.0 %","1394"
"Mark Sweeney","Padres","35","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","4","4","0.0 %","50.0 %","50.0 %","50.0 %","50.0 %","0.0 %","1408"
"Miguel Cairo","Mets","31","13","2","14","2","2","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","14","4","5","21","26","21.4 %","14.3 %","64.3 %","35.7 %","64.3 %","0.0 %","1412"
"Lyle Overbay","Brewers","28","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","2","3","50.0 %","0.0 %","50.0 %","50.0 %","50.0 %","0.0 %","1617"
"Michael Ryan","Twins","27","5","1","5","1","1","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","5","1","2","6","8","0.0 %","0.0 %","100.0 %","60.0 %","40.0 %","0.0 %","1643"
"Xavier Nady","Padres","26","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","4","4","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","0.0 %","1658"
"Chase Utley","Phillies","26","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1679"
"Gerald Laird","Rangers","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","1698"
"Ray Olmedo","Reds","24","4","1","4","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","4","1","3","7","10","25.0 %","0.0 %","75.0 %","75.0 %","25.0 %","0.0 %","1718"
"Wilson Betemit","Braves","23","4","1","5","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","1","2","6","8","0.0 %","80.0 %","20.0 %","60.0 %","40.0 %","0.0 %","1861"
"Jose Castillo","Pirates","24","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","3","4","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","1866"
"Hector Luna","Cardinals","25","3","1","3","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","3","1","2","4","6","0.0 %","33.3 %","66.7 %","33.3 %","33.3 %","33.3 %","1874"
"Casey Kotchman","Angels","22","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","3","4","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","1930"
"Ronny Cedeno","Cubs","22","3","1","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","1","1","3","4","33.3 %","0.0 %","66.7 %","33.3 %","66.7 %","0.0 %","2179"
"Randy Messenger","Marlins","23","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","3","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","2658"
"Joe Blanton","Athletics","24","1","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","3","4","0.0 %","0.0 %","100.0 %","0.0 %","50.0 %","50.0 %","4849"
"Kenny Lofton","Phillies","38","12","8","13","7","7","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","13","8","12","17","29","0.0 %","23.1 %","76.9 %","53.9 %","46.2 %","0.0 %","246"
"Ichiro Suzuki","Mariners","31","9","7","9","6","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","9","6","5","12","17","22.2 %","22.2 %","55.6 %","33.3 %","44.4 %","22.2 %","1101"
"Mark Kotsay","Athletics","29","8","6","8","5","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","8","5","1","8","9","12.5 %","25.0 %","62.5 %","37.5 %","50.0 %","12.5 %","1042"
"Luis Terrero","Diamondbacks","25","7","6","8","5","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","8","6","1","9","10","50.0 %","12.5 %","37.5 %","37.5 %","50.0 %","12.5 %","1765"
"Joe Mauer","Twins","22","6","6","6","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","6","7","0.0 %","0.0 %","100.0 %","16.7 %","66.7 %","16.7 %","1857"
"Derek Jeter","Yankees","31","12","5","12","4","4","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","12","4","1","14","15","33.3 %","41.7 %","25.0 %","58.3 %","41.7 %","0.0 %","826"
"Ryan Church","Nationals","26","6","5","6","4","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","4","0","7","7","33.3 %","0.0 %","66.7 %","16.7 %","83.3 %","0.0 %","2106"
"Melvin Mora","Orioles","33","21","16","24","12","12","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","24","12","8","35","43","75.0 %","16.7 %","8.3 %","50.0 %","45.8 %","4.2 %","157"
"Michael Tucker","Giants","34","5","4","6","3","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","6","3","2","7","9","16.7 %","16.7 %","66.7 %","16.7 %","66.7 %","16.7 %","635"
"Eric Young","Padres","38","6","4","7","3","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","7","3","4","11","15","42.9 %","14.3 %","42.9 %","14.3 %","71.4 %","14.3 %","716"
"Tomas Perez","Phillies","31","7","4","7","3","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","7","3","4","9","13","42.9 %","57.1 %","0.0 %","28.6 %","28.6 %","42.9 %","965"
"Mark Ellis","Athletics","28","7","4","8","3","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","8","3","4","12","16","50.0 %","0.0 %","50.0 %","12.5 %","50.0 %","37.5 %","1443"
"Clint Barmes","Rockies","26","7","4","8","3","3","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","8","3","5","10","15","0.0 %","12.5 %","87.5 %","37.5 %","37.5 %","25.0 %","1830"
"Luis Matos","Orioles","26","13","10","13","7","7","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","13","7","3","17","20","38.5 %","30.8 %","30.8 %","23.1 %","53.9 %","23.1 %","152"
"Tony Graffanino","- - -","33","5","3","5","2","2","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","5","2","3","8","11","60.0 %","0.0 %","40.0 %","80.0 %","20.0 %","0.0 %","235"
"John McDonald","- - -","30","5","3","6","2","2","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","6","2","3","8","11","16.7 %","33.3 %","50.0 %","33.3 %","50.0 %","16.7 %","395"
"Juan Uribe","White Sox","26","10","3","12","2","2","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","12","2","3","18","21","41.7 %","25.0 %","33.3 %","50.0 %","50.0 %","0.0 %","454"
"Jeff Weaver","Dodgers","28","8","3","9","2","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","9","2","3","12","15","11.1 %","55.6 %","33.3 %","44.4 %","44.4 %","11.1 %","503"
"Luis Castillo","Marlins","29","23","6","24","4","4","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","24","4","18","31","49","8.3 %","16.7 %","75.0 %","50.0 %","41.7 %","8.3 %","513"
"Craig Biggio","Astros","39","5","3","7","2","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","7","2","3","9","12","14.3 %","28.6 %","57.1 %","14.3 %","85.7 %","0.0 %","549"
"Paul Lo Duca","Marlins","33","8","3","8","2","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","8","2","2","10","12","50.0 %","25.0 %","25.0 %","37.5 %","25.0 %","37.5 %","662"
"Jason Giambi","Yankees","34","3","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","3","3","0.0 %","33.3 %","66.7 %","0.0 %","66.7 %","33.3 %","818"
"Scott Hatteberg","Athletics","35","4","3","5","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","2","0","8","8","40.0 %","20.0 %","40.0 %","20.0 %","60.0 %","20.0 %","916"
"Rich Aurilia","Reds","33","7","6","7","4","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","4","2","10","12","42.9 %","28.6 %","28.6 %","42.9 %","28.6 %","28.6 %","1106"
"Jim Edmonds","Cardinals","35","7","6","7","4","4","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","7","4","3","11","14","0.0 %","28.6 %","71.4 %","42.9 %","57.1 %","0.0 %","1153"
"Adam Kennedy","Angels","29","13","8","13","5","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","13","5","6","20","26","23.1 %","23.1 %","53.9 %","38.5 %","38.5 %","23.1 %","19"
"Jason Ellison","Giants","27","20","16","22","10","10","0","0","0","0","3","0","6","0","0","0","0","0","0","0","0","22","11","10","29","39","40.9 %","27.3 %","31.8 %","18.2 %","54.6 %","27.3 %","1704"
"Robert Fick","Padres","31","6","5","6","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","3","2","8","10","0.0 %","16.7 %","83.3 %","33.3 %","33.3 %","33.3 %","466"
"Edgar Renteria","Red Sox","28","11","5","11","3","3","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","11","3","4","15","19","81.8 %","18.2 %","0.0 %","36.4 %","45.5 %","18.2 %","1178"
"Andy Green","Diamondbacks","27","5","5","5","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","4","9","13","0.0 %","40.0 %","60.0 %","20.0 %","40.0 %","40.0 %","2991"
"Chris Duffy","Pirates","25","6","5","6","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","3","0","7","7","66.7 %","16.7 %","16.7 %","33.3 %","16.7 %","50.0 %","3605"
"Nick Punto","Twins","27","23","17","24","10","10","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","24","11","8","26","34","12.5 %","8.3 %","79.2 %","16.7 %","70.8 %","12.5 %","1429"
"Luis Rivas","Twins","25","7","7","7","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","7","7","14.3 %","28.6 %","57.1 %","28.6 %","42.9 %","28.6 %","753"
"David Ross","- - -","28","9","7","9","4","4","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","9","4","3","9","12","66.7 %","11.1 %","22.2 %","66.7 %","22.2 %","11.1 %","1551"
"Omar Infante","Tigers","23","15","7","15","4","4","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","15","4","12","22","34","26.7 %","33.3 %","40.0 %","40.0 %","46.7 %","13.3 %","1609"
"Jerry Hairston","Cubs","29","15","9","16","5","5","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","16","5","2","25","27","25.0 %","37.5 %","37.5 %","37.5 %","50.0 %","12.5 %","144"
"Juan Encarnacion","Marlins","29","13","9","13","5","5","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","13","5","4","17","21","46.2 %","38.5 %","15.4 %","38.5 %","53.9 %","7.7 %","320"
"Willy Taveras","Astros","23","59","58","65","30","30","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","65","31","33","106","139","53.9 %","41.5 %","4.6 %","41.5 %","52.3 %","6.2 %","1876"
"Darin Erstad","Angels","31","6","2","6","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","6","2","1","7","8","66.7 %","0.0 %","33.3 %","33.3 %","50.0 %","16.7 %","11"
"Chad Moeller","Brewers","30","6","4","6","2","2","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","6","2","7","13","20","100.0 %","0.0 %","0.0 %","50.0 %","16.7 %","33.3 %","66"
"Jason Varitek","Red Sox","33","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","2","0","3","3","0.0 %","33.3 %","66.7 %","66.7 %","33.3 %","0.0 %","217"
"Alex Gonzalez","Devil Rays","32","4","2","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","2","0","4","4","25.0 %","25.0 %","50.0 %","50.0 %","25.0 %","25.0 %","281"
"Todd Walker","Cubs","32","4","2","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","1","2","6","8","0.0 %","0.0 %","100.0 %","25.0 %","50.0 %","25.0 %","359"
"Omar Vizquel","Giants","38","29","10","30","5","5","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","30","5","11","36","47","6.7 %","30.0 %","63.3 %","43.3 %","53.3 %","3.3 %","411"
"Mike Lowell","Marlins","31","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","1","4","5","100.0 %","0.0 %","0.0 %","33.3 %","66.7 %","0.0 %","527"
"Gregg Zaun","Blue Jays","34","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","3","0.0 %","50.0 %","50.0 %","0.0 %","50.0 %","50.0 %","580"
"Mike Sweeney","Royals","31","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","0","3","3","100.0 %","0.0 %","0.0 %","0.0 %","66.7 %","33.3 %","634"
"Alex Sanchez","- - -","28","19","22","27","11","11","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","27","11","11","31","42","59.3 %","14.8 %","25.9 %","44.4 %","18.5 %","37.0 %","708"
"Torii Hunter","Twins","29","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","3","4","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","731"
"Jacque Jones","Twins","30","6","4","6","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","6","2","0","8","8","33.3 %","16.7 %","50.0 %","33.3 %","33.3 %","33.3 %","735"
"David Ortiz","Red Sox","29","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","745"
"Brian Schneider","Nationals","28","4","2","4","1","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","4","1","0","6","6","0.0 %","25.0 %","75.0 %","50.0 %","50.0 %","0.0 %","795"
"Jose Vidro","Nationals","30","4","2","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","1","1","5","6","50.0 %","0.0 %","50.0 %","25.0 %","50.0 %","25.0 %","802"
"Timo Perez","White Sox","30","7","4","8","2","2","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","8","2","5","12","17","62.5 %","0.0 %","37.5 %","25.0 %","50.0 %","25.0 %","891"
"Eric Byrnes","- - -","29","4","2","5","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","1","4","8","12","40.0 %","0.0 %","60.0 %","60.0 %","20.0 %","20.0 %","905"
"Miguel Tejada","Orioles","31","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","100.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","941"
"Tike Redman","Pirates","28","4","2","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","1","1","6","7","25.0 %","0.0 %","75.0 %","25.0 %","75.0 %","0.0 %","1003"
"Scott Podsednik","White Sox","29","36","32","38","16","16","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","38","17","14","54","68","39.5 %","34.2 %","26.3 %","36.8 %","26.3 %","36.8 %","1095"
"Carl Crawford","Devil Rays","23","12","8","13","4","4","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","13","5","2","16","18","46.2 %","46.2 %","7.7 %","23.1 %","53.9 %","23.1 %","1201"
"Jason Smith","Tigers","27","5","2","6","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","6","1","1","6","7","16.7 %","0.0 %","83.3 %","50.0 %","50.0 %","0.0 %","1227"
"Jose Cruz","Diamondbacks","31","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2","3","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","50.0 %","1296"
"Quinton McCracken","Diamondbacks","34","8","2","8","1","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","8","1","5","10","15","50.0 %","0.0 %","50.0 %","37.5 %","62.5 %","0.0 %","1377"
"Oliver Perez","Pirates","23","8","2","9","1","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","9","2","2","15","17","44.4 %","22.2 %","33.3 %","66.7 %","33.3 %","0.0 %","1514"
"Coco Crisp","Indians","25","26","14","27","7","7","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","27","7","11","32","43","25.9 %","22.2 %","51.9 %","51.9 %","37.0 %","11.1 %","1572"
"Miguel Olivo","- - -","26","5","4","5","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","2","0","5","5","0.0 %","80.0 %","20.0 %","20.0 %","40.0 %","40.0 %","1638"
"Laynce Nix","Rangers","24","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","0.0 %","50.0 %","50.0 %","50.0 %","0.0 %","50.0 %","1766"
"Rickie Weeks","Brewers","22","4","2","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","1","0","6","6","25.0 %","75.0 %","0.0 %","75.0 %","0.0 %","25.0 %","1849"
"Cory Sullivan","Rockies","25","26","18","28","9","9","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","28","10","23","43","66","64.3 %","7.1 %","28.6 %","17.9 %","50.0 %","32.1 %","1940"
"Luis Rodriguez","Twins","25","9","4","10","2","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","10","2","4","11","15","0.0 %","30.0 %","70.0 %","20.0 %","80.0 %","0.0 %","2364"
"Nick Swisher","Athletics","24","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","3","50.0 %","0.0 %","50.0 %","100.0 %","0.0 %","0.0 %","4599"
"Jeff Francoeur","Braves","21","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","50.0 %","4792"
"Omar Quintanilla","Rockies","23","8","2","8","1","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","8","1","0","9","9","62.5 %","25.0 %","12.5 %","37.5 %","50.0 %","12.5 %","6335"
"Shane Costa","Royals","23","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","2","4","6","0.0 %","0.0 %","100.0 %","33.3 %","33.3 %","33.3 %","6358"
"Tadahito Iguchi","White Sox","30","13","2","13","1","1","0","0","0","0","3","0","11","0","0","0","0","0","0","0","0","13","1","6","18","24","38.5 %","38.5 %","23.1 %","46.2 %","46.2 %","7.7 %","8581"
"Oscar Robles","Dodgers","29","5","4","5","2","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","5","2","4","5","9","0.0 %","0.0 %","100.0 %","40.0 %","60.0 %","0.0 %","8975"
