"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","SF","SH","GDP","SB","CS","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Joe Mauer","Twins","26","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1857"
"Brad Hawpe","Rockies","30","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1885"
"Jorge de la Rosa","Rockies","28","6","1","6","1","1","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","6","1","2","9","11","0.0 %","50.0 %","50.0 %","0.0 %","83.3 %","16.7 %","2047"
"Jorge Padilla","Nationals","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","2054"
"Gabe Gross","Rays","29","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","2","3","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","2184"
"Jason Bourgeois","Brewers","27","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","2","2","0.0 %","50.0 %","50.0 %","0.0 %","50.0 %","50.0 %","2225"
"Carlos Ruiz","Phillies","30","5","1","5","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","1","1","8","9","20.0 %","80.0 %","0.0 %","0.0 %","100.0 %","0.0 %","2579"
"Garrett Jones","Pirates","28","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","2714"
"Pete Orr","Nationals","30","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","2748"
"Martin Prado","Braves","25","11","1","12","1","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","12","1","3","16","19","0.0 %","41.7 %","58.3 %","16.7 %","75.0 %","8.3 %","3312"
"Clete Thomas","Tigers","25","3","2","3","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","2","1","6","7","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","3373"
"Jeff Keppinger","Astros","29","8","1","8","1","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","8","1","0","10","10","12.5 %","12.5 %","75.0 %","0.0 %","75.0 %","25.0 %","3856"
"Michael Brantley","Indians","22","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","2","3","5","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","4106"
"Mark Teahen","Royals","27","4","2","4","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","2","2","5","7","0.0 %","25.0 %","75.0 %","0.0 %","50.0 %","50.0 %","4511"
"Ryan Spilborghs","Rockies","29","4","1","4","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","4","1","1","7","8","25.0 %","25.0 %","50.0 %","0.0 %","75.0 %","25.0 %","4521"
"Travis Ishikawa","Giants","25","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","4","4","50.0 %","50.0 %","0.0 %","0.0 %","100.0 %","0.0 %","4793"
"Elijah Dukes","Nationals","25","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","2","2","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","4946"
"Taylor Teagarden","Rangers","25","4","1","4","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","4","1","3","6","9","50.0 %","50.0 %","0.0 %","25.0 %","75.0 %","0.0 %","5199"
"Drew Macias","Padres","26","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","5451"
"Matt Kemp","Dodgers","24","3","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","3","3","100.0 %","0.0 %","0.0 %","33.3 %","33.3 %","33.3 %","5631"
"Edwin Maysonet","Astros","27","5","1","5","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","1","1","8","9","40.0 %","60.0 %","0.0 %","20.0 %","80.0 %","0.0 %","5735"
"Ian Stewart","Rockies","24","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","5950"
"Brian Anderson","White Sox","27","3","1","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","1","0","3","3","33.3 %","0.0 %","66.7 %","0.0 %","66.7 %","33.3 %","6144"
"Adam Jones","Orioles","23","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","2","2","100.0 %","0.0 %","0.0 %","50.0 %","0.0 %","50.0 %","6368"
"Lastings Milledge","Pirates","24","3","1","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","1","1","5","6","0.0 %","0.0 %","100.0 %","0.0 %","33.3 %","66.7 %","6441"
"Justin Maxwell","Nationals","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","3","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","6827"
"Ian Desmond","Nationals","23","1","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","4","5","50.0 %","0.0 %","50.0 %","0.0 %","100.0 %","0.0 %","6885"
"Ben Zobrist","Rays","28","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","2","2","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","7435"
"Mark Reynolds","Diamondbacks","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","7619"
"Akinori Iwamura","Rays","30","3","2","3","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","2","1","4","5","0.0 %","0.0 %","100.0 %","33.3 %","66.7 %","0.0 %","7781"
"Hanley Ramirez","Marlins","25","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","2","2","50.0 %","0.0 %","50.0 %","0.0 %","100.0 %","0.0 %","8001"
"Brett Carroll","Marlins","26","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","3","3","6","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","50.0 %","8066"
"Jason Bartlett","Rays","29","7","3","7","3","3","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","7","3","2","9","11","28.6 %","0.0 %","71.4 %","28.6 %","57.1 %","14.3 %","8219"
"Kurt Suzuki","Athletics","25","3","2","3","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","2","0","3","3","66.7 %","33.3 %","0.0 %","0.0 %","100.0 %","0.0 %","8259"
"Gerardo Parra","Diamondbacks","22","5","1","5","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","1","2","6","8","0.0 %","20.0 %","80.0 %","20.0 %","60.0 %","20.0 %","8553"
"Evan Longoria","Rays","23","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","9368"
"Bud Norris","Astros","24","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","2","2","4","50.0 %","0.0 %","50.0 %","0.0 %","100.0 %","0.0 %","9492"
"Jay Bruce","Reds","22","2","1","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","2","3","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","9892"
"Michael Saunders","Mariners","22","7","7","8","6","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","6","1","8","9","50.0 %","25.0 %","25.0 %","0.0 %","37.5 %","62.5 %","9981"
"Troy Tulowitzki","Rockies","24","5","5","5","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","1","8","9","80.0 %","20.0 %","0.0 %","20.0 %","40.0 %","40.0 %","3531"
"Alex Gonzalez","- - -","32","12","4","14","3","3","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","14","6","8","19","27","21.4 %","42.9 %","35.7 %","7.1 %","92.9 %","0.0 %","520"
"Ichiro Suzuki","Mariners","35","10","8","10","6","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","10","6","11","11","22","10.0 %","20.0 %","70.0 %","20.0 %","80.0 %","0.0 %","1101"
"Angel Pagan","Mets","27","8","4","9","3","3","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","9","3","2","11","13","0.0 %","66.7 %","33.3 %","11.1 %","77.8 %","11.1 %","2918"
"Shin-Soo Choo","Indians","26","4","4","4","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","4","4","0.0 %","50.0 %","50.0 %","50.0 %","25.0 %","25.0 %","3174"
"Tyler Greene","Cardinals","25","5","4","5","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","3","3","9","12","80.0 %","20.0 %","0.0 %","20.0 %","60.0 %","20.0 %","4675"
"Ben Francisco","Indians","27","7","4","8","3","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","8","3","4","12","16","62.5 %","25.0 %","12.5 %","12.5 %","87.5 %","0.0 %","4677"
"Luis Durango","Padres","23","3","4","5","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","3","1","6","7","40.0 %","20.0 %","40.0 %","0.0 %","60.0 %","40.0 %","6533"
"Matt Tolbert","Twins","27","12","4","14","3","3","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","14","3","2","19","21","35.7 %","35.7 %","28.6 %","14.3 %","85.7 %","0.0 %","7365"
"Ryan Theriot","Cubs","29","20","7","20","5","5","0","0","0","0","1","0","13","0","0","0","0","0","0","0","0","20","5","10","30","40","50.0 %","35.0 %","15.0 %","15.0 %","85.0 %","0.0 %","3811"
"Jerry Hairston","- - -","33","17","9","17","6","6","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","17","6","3","25","28","41.2 %","35.3 %","23.5 %","0.0 %","94.1 %","5.9 %","144"
"Will Venable","Padres","26","5","3","5","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","2","1","7","8","40.0 %","40.0 %","20.0 %","0.0 %","100.0 %","0.0 %","211"
"Miguel Tejada","Astros","35","3","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","4","4","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","941"
"Omar Infante","Braves","27","5","3","5","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","2","1","7","8","20.0 %","0.0 %","80.0 %","20.0 %","60.0 %","20.0 %","1609"
"David DeJesus","Royals","29","11","6","11","4","4","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","11","4","3","15","18","18.2 %","54.6 %","27.3 %","9.1 %","81.8 %","9.1 %","1825"
"Wilson Valdez","Mets","31","6","6","6","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","3","10","13","50.0 %","33.3 %","16.7 %","16.7 %","66.7 %","16.7 %","1863"
"Travis Snider","Blue Jays","21","5","3","5","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","2","1","7","8","40.0 %","40.0 %","20.0 %","20.0 %","40.0 %","40.0 %","2830"
"Miguel Montero","Diamondbacks","25","5","3","5","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","2","1","6","7","0.0 %","20.0 %","80.0 %","0.0 %","80.0 %","20.0 %","3364"
"Nick Swisher","Yankees","28","6","3","6","2","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","6","2","2","7","9","0.0 %","33.3 %","66.7 %","50.0 %","50.0 %","0.0 %","4599"
"Alex Gordon","Royals","25","4","3","4","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","2","0","5","5","0.0 %","50.0 %","50.0 %","25.0 %","75.0 %","0.0 %","5209"
"Paul Janish","Reds","26","8","3","8","2","2","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","8","2","3","10","13","25.0 %","37.5 %","37.5 %","12.5 %","75.0 %","12.5 %","7412"
"Drew Sutton","Reds","26","5","3","5","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","5","2","5","9","14","40.0 %","0.0 %","60.0 %","0.0 %","100.0 %","0.0 %","7430"
"Fernando Perez","Rays","26","3","3","4","2","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","4","2","0","5","5","75.0 %","0.0 %","25.0 %","0.0 %","75.0 %","25.0 %","7755"
"Ramiro Pena","Yankees","23","4","3","4","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","2","1","6","7","25.0 %","0.0 %","75.0 %","0.0 %","100.0 %","0.0 %","8841"
"Denard Span","Twins","25","26","14","26","9","9","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","26","9","14","35","49","42.3 %","30.8 %","26.9 %","15.4 %","73.1 %","11.5 %","8347"
"Jacoby Ellsbury","Red Sox","25","19","13","19","8","8","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","19","8","4","21","25","36.8 %","36.8 %","26.3 %","15.8 %","63.2 %","21.1 %","4727"
"Brian Roberts","Orioles","31","6","5","6","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","3","3","8","11","50.0 %","16.7 %","33.3 %","16.7 %","66.7 %","16.7 %","166"
"Milton Bradley","Cubs","31","7","5","7","3","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","7","3","1","8","9","28.6 %","0.0 %","71.4 %","14.3 %","42.9 %","42.9 %","369"
"Julio Lugo","- - -","33","8","5","8","3","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","8","3","4","10","14","87.5 %","0.0 %","12.5 %","0.0 %","62.5 %","37.5 %","565"
"Cesar Izturis","Orioles","29","9","5","9","3","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","9","3","1","12","13","0.0 %","55.6 %","44.4 %","11.1 %","88.9 %","0.0 %","656"
"Edgar Renteria","Giants","32","10","5","10","3","3","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","10","3","5","12","17","80.0 %","10.0 %","10.0 %","0.0 %","90.0 %","10.0 %","1178"
"Cliff Pennington","Athletics","25","6","5","6","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","3","3","7","10","16.7 %","16.7 %","66.7 %","33.3 %","66.7 %","0.0 %","3395"
"Alexi Casilla","Twins","24","9","7","9","4","4","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","9","5","3","10","13","11.1 %","33.3 %","55.6 %","0.0 %","77.8 %","22.2 %","5248"
"B.J. Upton","Rays","24","12","9","12","5","5","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","12","5","2","17","19","33.3 %","33.3 %","33.3 %","16.7 %","66.7 %","16.7 %","5015"
"Colby Rasmus","Cardinals","22","14","9","14","5","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","14","6","1","17","18","14.3 %","42.9 %","42.9 %","21.4 %","57.1 %","21.4 %","9893"
"Luis Castillo","Mets","33","33","15","34","8","8","0","0","0","0","2","0","19","0","0","0","0","0","0","0","0","34","9","25","42","67","5.9 %","26.5 %","67.7 %","23.5 %","73.5 %","2.9 %","513"
"Chone Figgins","Angels","31","23","15","23","8","8","0","0","0","0","2","0","8","0","0","0","0","0","0","0","0","23","8","15","35","50","30.4 %","26.1 %","43.5 %","13.0 %","65.2 %","21.7 %","1580"
"Michael Bourn","Astros","26","32","32","37","17","17","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","37","18","24","50","74","43.2 %","27.0 %","29.7 %","5.4 %","62.2 %","32.4 %","6387"
"Erick Aybar","Angels","25","40","34","46","18","18","0","0","0","1","0","0","12","0","0","0","0","0","0","0","0","46","18","7","56","63","23.9 %","23.9 %","52.2 %","15.2 %","54.4 %","30.4 %","4082"
"David Eckstein","Padres","34","20","8","21","4","4","0","0","0","0","1","0","13","0","0","0","0","0","0","0","0","21","4","18","28","46","61.9 %","28.6 %","9.5 %","4.8 %","76.2 %","19.1 %","10"
"Johnny Damon","Yankees","35","6","4","6","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","6","2","2","12","14","100.0 %","0.0 %","0.0 %","16.7 %","50.0 %","33.3 %","185"
"Russell Branyan","Mariners","33","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","1","3","4","0.0 %","33.3 %","66.7 %","0.0 %","66.7 %","33.3 %","370"
"Raul Chavez","Blue Jays","36","5","2","5","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","2","1","5","6","40.0 %","20.0 %","40.0 %","0.0 %","100.0 %","0.0 %","553"
"Carlos Pena","Rays","31","8","8","8","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","0","8","8","12.5 %","37.5 %","50.0 %","25.0 %","12.5 %","62.5 %","934"
"Jason Kendall","Brewers","35","8","2","8","1","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","8","2","1","9","10","37.5 %","50.0 %","12.5 %","0.0 %","100.0 %","0.0 %","993"
"Yorvit Torrealba","Rockies","30","5","2","5","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","1","1","8","9","80.0 %","0.0 %","20.0 %","0.0 %","100.0 %","0.0 %","1135"
"Ryan Freel","- - -","33","5","4","5","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","2","3","6","9","40.0 %","60.0 %","0.0 %","20.0 %","60.0 %","20.0 %","1207"
"Ramon Santiago","Tigers","29","19","10","20","5","5","0","0","0","0","2","0","10","0","0","0","0","0","0","0","0","20","5","10","32","42","40.0 %","45.0 %","15.0 %","5.0 %","70.0 %","25.0 %","1417"
"Oliver Perez","Mets","27","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","1","5","6","0.0 %","33.3 %","66.7 %","66.7 %","33.3 %","0.0 %","1514"
"Freddy Sanchez","- - -","31","6","2","6","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","6","1","1","6","7","16.7 %","16.7 %","66.7 %","0.0 %","100.0 %","0.0 %","1624"
"Gerald Laird","Tigers","29","23","14","24","7","7","0","0","0","0","1","0","10","0","0","0","0","0","0","0","0","24","7","7","36","43","62.5 %","12.5 %","25.0 %","4.2 %","66.7 %","29.2 %","1698"
"Scott Hairston","Padres","29","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","0","3","3","0.0 %","66.7 %","33.3 %","0.0 %","100.0 %","0.0 %","1926"
"Ryan Church","- - -","30","6","4","6","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","6","2","0","6","6","0.0 %","66.7 %","33.3 %","66.7 %","33.3 %","0.0 %","2106"
"Chris Burke","Padres","29","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","3","5","50.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","2164"
"Ronny Cedeno","- - -","26","22","10","23","5","5","0","0","0","0","2","0","13","0","0","0","0","0","0","0","0","23","6","4","32","36","4.4 %","34.8 %","60.9 %","17.4 %","60.9 %","21.7 %","2179"
"Ryan Raburn","Tigers","28","5","4","5","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","3","3","6","9","20.0 %","60.0 %","20.0 %","0.0 %","100.0 %","0.0 %","2218"
"Maicer Izturis","Angels","28","5","2","5","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","2","2","8","10","80.0 %","0.0 %","20.0 %","20.0 %","80.0 %","0.0 %","2437"
"Robinzon Diaz","Pirates","25","5","4","5","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","3","0","5","5","20.0 %","40.0 %","40.0 %","20.0 %","80.0 %","0.0 %","3248"
"Argenis Reyes","Mets","26","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","3285"
"Jeff Mathis","Angels","26","12","4","12","2","2","0","0","0","0","2","0","8","0","0","0","0","0","0","0","0","12","2","4","19","23","25.0 %","33.3 %","41.7 %","25.0 %","50.0 %","25.0 %","3448"
"Brooks Conrad","Braves","29","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","3664"
"Jose Morales","Twins","26","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","3","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","3726"
"J.J. Hardy","Brewers","26","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","0","3","3","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","3797"
"Howie Kendrick","Angels","25","5","4","6","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","6","2","1","8","9","66.7 %","16.7 %","16.7 %","16.7 %","66.7 %","16.7 %","4229"
"Daniel Murphy","Mets","24","5","2","6","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","6","1","3","8","11","0.0 %","50.0 %","50.0 %","0.0 %","66.7 %","33.3 %","4316"
"Brian Barden","Cardinals","28","4","2","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","1","2","5","7","25.0 %","50.0 %","25.0 %","25.0 %","75.0 %","0.0 %","4429"
"Matt Cain","Giants","24","9","2","11","1","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","11","2","2","14","16","45.5 %","18.2 %","36.4 %","0.0 %","100.0 %","0.0 %","4732"
"Nyjer Morgan","- - -","28","33","28","38","14","14","0","0","0","0","1","0","10","0","0","0","0","0","0","0","0","38","14","14","49","63","26.3 %","31.6 %","42.1 %","7.9 %","81.6 %","10.5 %","4885"
"Ryan Hanigan","Reds","28","4","2","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","2","1","6","7","25.0 %","0.0 %","75.0 %","0.0 %","75.0 %","25.0 %","4952"
"Asdrubal Cabrera","Indians","23","19","10","20","5","5","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","20","5","9","28","37","30.0 %","40.0 %","30.0 %","25.0 %","65.0 %","10.0 %","4962"
"Cameron Maybin","Marlins","22","9","6","10","3","3","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","10","4","1","11","12","50.0 %","50.0 %","0.0 %","30.0 %","50.0 %","20.0 %","5223"
"Pablo Sandoval","Giants","22","6","6","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","0","6","6","0.0 %","16.7 %","83.3 %","0.0 %","66.7 %","33.3 %","5409"
"Jarrod Saltalamacchia","Rangers","24","4","2","5","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","5","1","0","6","6","0.0 %","40.0 %","60.0 %","40.0 %","60.0 %","0.0 %","5557"
"Kenji Johjima","Mariners","33","3","2","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","1","4","5","66.7 %","33.3 %","0.0 %","0.0 %","100.0 %","0.0 %","5811"
"Ian Kinsler","Rangers","27","13","10","13","5","5","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","13","5","4","15","19","84.6 %","7.7 %","7.7 %","7.7 %","69.2 %","23.1 %","6195"
"Johnny Cueto","Reds","23","11","6","16","3","3","0","0","0","0","1","0","10","1","0","0","0","0","0","0","0","16","5","3","25","28","25.0 %","31.3 %","43.8 %","18.8 %","68.8 %","12.5 %","6893"
