name,url,team,pos,owner,orank,rank,owned
Chris Denorfia,http://sports.yahoo.com/mlb/players/7665,ChC,OF,FA,1118,934,0%
Alfonso Soriano,http://sports.yahoo.com/mlb/players/6154,NYY,OF,FA,1120,995,0%
Carlos Ruiz,http://sports.yahoo.com/mlb/players/7757,Phi,C,FA,1121,744,2%
Joe Panik,http://sports.yahoo.com/mlb/players/9742,SF,2B,FA,1122,896,8%
Chris Iannetta,http://sports.yahoo.com/mlb/players/7845,LAA,C,FA,1124,571,2%
Peter Bourjos,http://sports.yahoo.com/mlb/players/8777,StL,OF,FA,1126,908,0%
Brandon Guyer,http://sports.yahoo.com/mlb/players/8924,TB,OF,FA,1130,803,0%
Robinson Chirinos,http://sports.yahoo.com/mlb/players/8990,Tex,C,FA,1131,660,2%
Eduardo Nunez,http://sports.yahoo.com/mlb/players/8789,Min,3B/SS/OF,FA,1133,893,0%
David DeJesus,http://sports.yahoo.com/mlb/players/7232,TB,OF,FA,1134,970,1%
Logan Forsythe,http://sports.yahoo.com/mlb/players/8921,TB,1B/2B,FA,1136,955,4%
Eric Sogard,http://sports.yahoo.com/mlb/players/8828,Oak,2B/SS,FA,1137,925,1%
Alberto Callaspo,http://sports.yahoo.com/mlb/players/7832,Atl,1B/2B/3B,FA,1142,949,1%
Wilmer Flores,http://sports.yahoo.com/mlb/players/9483,NYM,2B/SS,King of Chardonnay,1144,913,9%
James Jones,http://sports.yahoo.com/mlb/players/9674,Sea,OF,FA,1145,593,0%
David Lough,http://sports.yahoo.com/mlb/players/8663,Bal,OF,FA,1146,905,0%
Jonathan Villar,http://sports.yahoo.com/mlb/players/9468,Hou,SS,FA,1149,823,0%
Nick Swisher,http://sports.yahoo.com/mlb/players/7435,Cle,1B/OF,FA,1151,943,1%
C.J. Cron,http://sports.yahoo.com/mlb/players/9583,LAA,1B,FA,1152,757,3%
Shane Victorino,http://sports.yahoo.com/mlb/players/7104,Bos,OF,FA,1153,1024,1%
Ryan Flaherty,http://sports.yahoo.com/mlb/players/9144,Bal,2B/3B/SS,FA,1154,927,1%
Justin Smoak,http://sports.yahoo.com/mlb/players/8653,Tor,1B,FA,1155,973,1%
Kevin Pillar,http://sports.yahoo.com/mlb/players/9490,Tor,OF,A-Rods Dope Supplier,1157,1028,20%
Didi Gregorius,http://sports.yahoo.com/mlb/players/9282,NYY,2B/SS,FA,1158,918,2%
Mitch Moreland,http://sports.yahoo.com/mlb/players/8772,Tex,1B,FA,1159,1009,1%
Michael McKenry,http://sports.yahoo.com/mlb/players/8819,Col,C,FA,1161,847,0%
Nick Hundley,http://sports.yahoo.com/mlb/players/8294,Col,C,FA,1162,981,21%
Danny Valencia,http://sports.yahoo.com/mlb/players/8665,Tor,1B/3B,FA,1164,950,0%
Jeff Baker,http://sports.yahoo.com/mlb/players/7041,Mia,1B/2B,FA,1165,924,0%
Nate Schierholtz,http://sports.yahoo.com/mlb/players/8054,Tex,OF,FA,1166,969,0%
Danny Espinosa,http://sports.yahoo.com/mlb/players/8805,Was,2B/SS,FA,1167,919,2%
Ryan Raburn,http://sports.yahoo.com/mlb/players/7454,Cle,OF,FA,1171,1053,1%
Chris Heisey,http://sports.yahoo.com/mlb/players/8617,LAD,OF,FA,1172,885,0%
Devon Travis,http://sports.yahoo.com/mlb/players/9572,Tor,2B,King of Chardonnay,1173,-,90%
Gaby Sanchez,http://sports.yahoo.com/mlb/players/8385,Pit,1B,FA,1174,900,0%
Jimmy Paredes,http://sports.yahoo.com/mlb/players/9005,Bal,3B,FA,1176,1026,24%
Tommy Medica,http://sports.yahoo.com/mlb/players/9531,SD,1B/OF,FA,1177,848,0%
Rene Rivera,http://sports.yahoo.com/mlb/players/7458,TB,C,FA,1178,727,1%
Lyle Overbay,http://sports.yahoo.com/mlb/players/6639,Mil,1B,FA,1179,946,0%
Collin Cowgill,http://sports.yahoo.com/mlb/players/8968,LAA,OF,FA,1181,884,0%
Ryan Ludwick,http://sports.yahoo.com/mlb/players/6862,Tex,OF,FA,1182,838,0%
Jose Ramirez,http://sports.yahoo.com/mlb/players/9507,Cle,2B/SS,FA,1183,916,2%
Junior Lake,http://sports.yahoo.com/mlb/players/9466,ChC,OF,FA,1184,938,0%
Chris Parmelee,http://sports.yahoo.com/mlb/players/9062,Bal,1B/OF,FA,1185,907,0%
Andrew Romine,http://sports.yahoo.com/mlb/players/8842,Det,2B/3B/SS,FA,1187,966,0%
Brayan Pena,http://sports.yahoo.com/mlb/players/7551,Cin,C/1B,FA,1188,957,2%
Caleb Joseph,http://sports.yahoo.com/mlb/players/9699,Bal,C,FA,1190,982,35%
Kyle Blanks,http://sports.yahoo.com/mlb/players/8413,Tex,1B,FA,1192,1063,5%
Donovan Solano,http://sports.yahoo.com/mlb/players/9190,Mia,2B,FA,1193,956,0%
Endy Chavez,http://sports.yahoo.com/mlb/players/6733,Sea,OF,FA,1194,930,0%
Cameron Maybin,http://sports.yahoo.com/mlb/players/7684,Atl,OF,FA,1195,1019,1%
Ryan Hanigan,http://sports.yahoo.com/mlb/players/8127,Bos,C,FA,1196,984,1%
Derek Dietrich,http://sports.yahoo.com/mlb/players/9391,Mia,2B,FA,1198,961,0%
John Mayberry,http://sports.yahoo.com/mlb/players/8496,NYM,1B/OF,FA,1199,1006,0%
J.P. Arencibia,http://sports.yahoo.com/mlb/players/8655,Bal,C/1B,FA,1200,976,0%
Stephen Drew,http://sports.yahoo.com/mlb/players/7560,NYY,2B/SS,FA,1201,1120,3%
Will Middlebrooks,http://sports.yahoo.com/mlb/players/9109,SD,3B,W (May 7),1202,1142,9%
Carlos Corporan,http://sports.yahoo.com/mlb/players/8462,Tex,C,FA,1203,980,0%
Adam Rosales,http://sports.yahoo.com/mlb/players/8320,Tex,1B/2B/3B,FA,1204,959,0%
Chris Colabello,http://sports.yahoo.com/mlb/players/9403,Tor,1B/OF,FA,1205,951,1%
Hank Conger,http://sports.yahoo.com/mlb/players/8825,Hou,C,FA,1206,1004,0%
Alex Presley,http://sports.yahoo.com/mlb/players/8823,Hou,OF,FA,1207,963,0%
Eric Campbell,http://sports.yahoo.com/mlb/players/9700,NYM,1B/3B/OF,FA,1208,999,0%
Grady Sizemore,http://sports.yahoo.com/mlb/players/7256,Phi,OF,FA,1209,915,0%
Jose Iglesias,http://sports.yahoo.com/mlb/players/8848,Det,3B/SS,The Gladiators,1210,-,58%
Raul Ibanez,http://sports.yahoo.com/mlb/players/5665,KC,OF,FA,1212,1065,0%
Eugenio Suarez,http://sports.yahoo.com/mlb/players/9724,Cin,SS,FA,1213,928,0%
Ruben Tejada,http://sports.yahoo.com/mlb/players/8672,NYM,SS,FA,1214,941,0%
Freddy Galvis,http://sports.yahoo.com/mlb/players/9132,Phi,3B/SS,FA,1215,1094,12%
Francisco Cervelli,http://sports.yahoo.com/mlb/players/8387,Pit,C/1B,FA,1216,985,5%
Munenori Kawasaki,http://sports.yahoo.com/mlb/players/9134,Tor,2B/3B,FA,1217,975,0%
Darin Ruf,http://sports.yahoo.com/mlb/players/9279,Phi,1B/OF,FA,1218,1073,0%
Jake Lamb,http://sports.yahoo.com/mlb/players/9781,Ari,3B,FA,1219,1042,16%
Kristopher Negron,http://sports.yahoo.com/mlb/players/9210,Cin,2B/3B,FA,1220,939,0%
Jose Tabata,http://sports.yahoo.com/mlb/players/8647,Pit,OF,FA,1221,1017,0%
Darwin Barney,http://sports.yahoo.com/mlb/players/8787,LAD,2B,FA,1222,986,0%
Jake Smolinski,http://sports.yahoo.com/mlb/players/9760,Tex,OF,FA,1223,998,0%
Daniel Robertson,http://sports.yahoo.com/mlb/players/9681,LAA,OF,FA,1224,947,0%
Josmil Pinto,http://sports.yahoo.com/mlb/players/9505,Min,C,FA,1226,978,0%
Ryan Sweeney,http://sports.yahoo.com/mlb/players/7858,ChC,OF,FA,1228,993,0%
Jackie Bradley Jr.,http://sports.yahoo.com/mlb/players/9338,Bos,OF,FA,1229,968,0%
Mark Canha,http://sports.yahoo.com/mlb/players/9898,Oak,1B/OF,FA,1230,-,24%
Cliff Pennington,http://sports.yahoo.com/mlb/players/8324,Ari,2B/3B/SS,FA,1231,996,0%
Cody Ross,http://sports.yahoo.com/mlb/players/7053,Oak,OF,FA,1232,1048,0%
Jose Lobaton,http://sports.yahoo.com/mlb/players/8521,Was,C,FA,1233,1074,0%
Steve Tolleson,http://sports.yahoo.com/mlb/players/8719,Tor,2B/3B,FA,1235,983,0%
Justin Maxwell,http://sports.yahoo.com/mlb/players/8124,SF,OF,FA,1236,1252,4%
Don Kelly,http://sports.yahoo.com/mlb/players/7998,Mia,1B/3B/OF,FA,1237,1015,0%
Reed Johnson,http://sports.yahoo.com/mlb/players/7118,Was,OF,FA,1238,990,0%
Kirk Nieuwenhuis,http://sports.yahoo.com/mlb/players/9152,NYM,OF,FA,1240,988,0%
Tommy La Stella,http://sports.yahoo.com/mlb/players/9545,ChC,2B,FA,1241,972,0%
Ryan Doumit,http://sports.yahoo.com/mlb/players/7564,Atl,OF,FA,1242,1077,0%
Anthony Recker,http://sports.yahoo.com/mlb/players/9023,NYM,C,FA,1243,994,0%
Willie Bloomquist,http://sports.yahoo.com/mlb/players/6636,Sea,1B/2B/3B/SS,FA,1244,1021,0%
Skip Schumaker,http://sports.yahoo.com/mlb/players/7567,Cin,2B/OF,FA,1245,1011,0%
Aaron Hicks,http://sports.yahoo.com/mlb/players/9325,Min,OF,FA,1246,1025,0%
Joaquin Arias,http://sports.yahoo.com/mlb/players/7880,SF,1B/2B/3B/SS,FA,1247,1034,0%
Andrew Susac,http://sports.yahoo.com/mlb/players/9131,SF,C,FA,1248,1008,0%
Nate McLouth,http://sports.yahoo.com/mlb/players/7513,Was,OF,FA,1249,1190,0%
Ramon Santiago,http://sports.yahoo.com/mlb/players/6933,Tor,2B/3B/SS,FA,1250,1010,0%
Ed Lucas,http://sports.yahoo.com/mlb/players/9412,Tex,2B/SS,FA,1251,1050,0%
Johnny Giavotella,http://sports.yahoo.com/mlb/players/9010,LAA,2B,FA,1252,1132,3%
Kevin Frandsen,http://sports.yahoo.com/mlb/players/7749,Was,1B/2B/3B/OF,FA,1253,1030,0%
Eric Chavez,http://sports.yahoo.com/mlb/players/6114,Ari,3B,FA,1254,1083,0%
Mike Olt,http://sports.yahoo.com/mlb/players/9254,ChC,1B/3B,FA,1255,992,0%
Daniel Descalso,http://sports.yahoo.com/mlb/players/8831,Col,2B/3B/SS,FA,1256,1060,0%
Jonathan Herrera,http://sports.yahoo.com/mlb/players/8235,ChC,2B/3B/SS,FA,1257,1114,0%
Jordan Pacheco,http://sports.yahoo.com/mlb/players/9067,Ari,C/1B,FA,1258,1080,0%
Dan Uggla,http://sports.yahoo.com/mlb/players/7692,Was,2B,FA,1259,1222,1%
Carlos Quentin,http://sports.yahoo.com/mlb/players/7485,Atl,OF,FA,1260,1111,0%
Matt den Dekker,http://sports.yahoo.com/mlb/players/9504,Was,OF,FA,1261,1007,0%
J.B. Shuck,http://sports.yahoo.com/mlb/players/9009,CWS,OF,FA,1262,1174,0%
Nate Freiman,http://sports.yahoo.com/mlb/players/9352,Oak,1B,FA,1263,1033,0%
Abraham Almonte,http://sports.yahoo.com/mlb/players/9506,SD,OF,FA,1264,1020,0%
Martin Maldonado,http://sports.yahoo.com/mlb/players/9045,Mil,C,FA,1265,1029,1%
Gregorio Petit,http://sports.yahoo.com/mlb/players/8250,NYY,2B/3B/SS,FA,1266,1039,0%
Michael Choice,http://sports.yahoo.com/mlb/players/9510,Tex,OF,FA,1267,1001,0%
Clint Barmes,http://sports.yahoo.com/mlb/players/7231,SD,2B/SS,FA,1268,1086,0%
Elian Herrera,http://sports.yahoo.com/mlb/players/9184,Mil,2B/3B/SS/OF,FA,1269,1051,0%
Moises Sierra,http://sports.yahoo.com/mlb/players/9251,KC,OF,FA,1270,1031,0%
Roberto Perez,http://sports.yahoo.com/mlb/players/9761,Cle,C,FA,1271,1105,3%
Nick Punto,http://sports.yahoo.com/mlb/players/6793,Ari,2B/SS,FA,1272,1061,0%
Justin Bour,http://sports.yahoo.com/mlb/players/9723,Mia,1B,FA,1273,1068,0%
Zach Walters,http://sports.yahoo.com/mlb/players/9525,Cle,OF,FA,1274,1013,0%
Jordan Danks,http://sports.yahoo.com/mlb/players/8682,Phi,OF,FA,1275,1046,0%
Alex Guerrero,http://sports.yahoo.com/mlb/players/9539,LAD,OF,BeAsT mOdE,1276,1303,38%
Erik Kratz,http://sports.yahoo.com/mlb/players/8760,KC,C,FA,1277,1054,0%
Shane Robinson,http://sports.yahoo.com/mlb/players/8468,Min,OF,FA,1278,1306,0%
Chris Stewart,http://sports.yahoo.com/mlb/players/7857,Pit,C,FA,1279,1071,0%
Tyler Moore,http://sports.yahoo.com/mlb/players/9170,Was,1B,FA,1280,1070,0%
Donnie Murphy,http://sports.yahoo.com/mlb/players/7459,Mil,1B/2B,FA,1282,1087,0%
Corey Hart,http://sports.yahoo.com/mlb/players/7336,Pit,OF,FA,1283,1037,0%
Cesar Hernandez,http://sports.yahoo.com/mlb/players/9411,Phi,2B/3B,FA,1284,1112,0%
Ryan Rua,http://sports.yahoo.com/mlb/players/9801,Tex,1B/OF,FA,1285,1018,1%
Chris Taylor,http://sports.yahoo.com/mlb/players/9771,Sea,SS,FA,1286,1012,1%
John Buck,http://sports.yahoo.com/mlb/players/7056,Atl,C,FA,1287,1148,0%
Cory Spangenberg,http://sports.yahoo.com/mlb/players/9102,SD,3B,FA,1288,1044,0%
Christian Colon,http://sports.yahoo.com/mlb/players/9752,KC,2B/SS,FA,1289,1076,0%
A.J. Ellis,http://sports.yahoo.com/mlb/players/8373,LAD,C,FA,1290,1107,0%
Charlie Culberson,http://sports.yahoo.com/mlb/players/9183,Col,2B/3B/SS,FA,1291,1062,0%
Grant Green,http://sports.yahoo.com/mlb/players/8866,LAA,2B/OF,FA,1292,1078,0%
Mark Ellis,http://sports.yahoo.com/mlb/players/6899,StL,2B,FA,1293,1162,0%
Ezequiel Carrera,http://sports.yahoo.com/mlb/players/8673,Tor,OF,FA,1294,1059,0%
Tim Beckham,http://sports.yahoo.com/mlb/players/8691,TB,2B/SS,FA,1295,-,6%
Michael A. Taylor,http://sports.yahoo.com/mlb/players/9784,Was,OF,FA,1296,1170,3%
Geovany Soto,http://sports.yahoo.com/mlb/players/7662,CWS,C,FA,1297,1100,0%
Wil Nieves,http://sports.yahoo.com/mlb/players/6968,SD,C,FA,1298,1108,0%
Efren Navarro,http://sports.yahoo.com/mlb/players/9051,LAA,1B/OF,FA,1299,1045,0%
Tyler Colvin,http://sports.yahoo.com/mlb/players/8605,Mia,OF,FA,1300,1035,0%
David Ross,http://sports.yahoo.com/mlb/players/6956,ChC,C,FA,1302,1058,0%
Phil Gosselin,http://sports.yahoo.com/mlb/players/9492,Atl,2B/3B/SS,FA,1303,1057,0%
Ben Paulsen,http://sports.yahoo.com/mlb/players/9770,Col,1B,FA,1304,1032,0%
Marc Krauss,http://sports.yahoo.com/mlb/players/9437,LAA,1B/OF,FA,1305,1049,0%
Brandon Hicks,http://sports.yahoo.com/mlb/players/8725,SF,2B,FA,1306,1027,0%
Chris Dickerson,http://sports.yahoo.com/mlb/players/8323,Tor,OF,FA,1307,1084,0%
Kevin Kouzmanoff,http://sports.yahoo.com/mlb/players/7864,Tex,3B,FA,1308,1040,0%
Rafael Ynoa,http://sports.yahoo.com/mlb/players/9812,Col,3B,FA,1309,1069,0%
Mike Carp,http://sports.yahoo.com/mlb/players/8512,Was,1B/OF,FA,1310,1188,0%
Travis Ishikawa,http://sports.yahoo.com/mlb/players/7734,SF,1B,FA,1311,1036,0%
Randal Grichuk,http://sports.yahoo.com/mlb/players/9689,StL,OF,FA,1312,1081,1%
Andy Dirks,http://sports.yahoo.com/mlb/players/8927,Tor,OF,FA,1313,-,0%
Christian Vazquez,http://sports.yahoo.com/mlb/players/9762,Bos,C,FA,1314,1047,0%
Kike Hernandez,http://sports.yahoo.com/mlb/players/9754,LAD,OF,FA,1315,1038,0%
Ramiro Pena,http://sports.yahoo.com/mlb/players/8441,SD,2B/3B/SS,FA,1316,1089,0%
Luis Sardinas,http://sports.yahoo.com/mlb/players/9679,Mil,2B/SS,FA,1317,1052,0%
Nolan Reimold,http://sports.yahoo.com/mlb/players/8191,Bal,OF,FA,1318,1082,0%
Nyjer Morgan,http://sports.yahoo.com/mlb/players/8116,Cle,OF,FA,1320,1056,0%
Tony Sanchez,http://sports.yahoo.com/mlb/players/9394,Pit,C,FA,1321,1097,0%
Jason Kubel,http://sports.yahoo.com/mlb/players/7425,Min,OF,FA,1322,1103,0%
Chris Valaika,http://sports.yahoo.com/mlb/players/8793,ChC,1B/2B/3B,FA,1323,1072,0%
Nick Franklin,http://sports.yahoo.com/mlb/players/9115,TB,2B/SS,FA,1324,1192,1%
Marco Scutaro,http://sports.yahoo.com/mlb/players/6966,SF,2B,FA,1325,1283,0%
Logan Schafer,http://sports.yahoo.com/mlb/players/9046,Mil,OF,FA,1326,1163,0%
Hector Sanchez,http://sports.yahoo.com/mlb/players/8972,SF,C,FA,1327,1079,0%
John Ryan Murphy,http://sports.yahoo.com/mlb/players/9509,NYY,C,FA,1328,1090,0%
Chris Herrmann,http://sports.yahoo.com/mlb/players/9309,Min,C/OF,FA,1329,1175,0%
Matt Duffy,http://sports.yahoo.com/mlb/players/9775,SF,2B/3B/SS,FA,1330,1136,1%
J.T. Realmuto,http://sports.yahoo.com/mlb/players/9718,Mia,C,FA,1331,1145,2%
Steve Lombardozzi,http://sports.yahoo.com/mlb/players/9038,Pit,2B,FA,1332,1140,0%
Jordany Valdespin,http://sports.yahoo.com/mlb/players/9161,Mia,2B/OF,FA,1333,1102,0%
Josh Phegley,http://sports.yahoo.com/mlb/players/9452,Oak,C,FA,1334,1118,0%
Bryan Holaday,http://sports.yahoo.com/mlb/players/9208,Det,C,FA,1335,1085,0%
L.J. Hoes,http://sports.yahoo.com/mlb/players/9307,Hou,OF,FA,1336,1150,0%
Pete Kozma,http://sports.yahoo.com/mlb/players/8934,StL,Util,FA,1337,1183,0%
Jesus Guzman,http://sports.yahoo.com/mlb/players/8484,Hou,1B/OF,FA,1338,1177,0%
Andrew Brown,http://sports.yahoo.com/mlb/players/8966,Oak,OF,FA,1339,1144,0%
Addison Russell,http://sports.yahoo.com/mlb/players/9604,ChC,2B/SS,Dugo's Way,1340,-,55%
Ryan Wheeler,http://sports.yahoo.com/mlb/players/9244,LAA,3B,FA,1341,1093,0%
Rymer Liriano,http://sports.yahoo.com/mlb/players/9621,SD,OF,FA,1342,1088,0%
Pedro Florimon,http://sports.yahoo.com/mlb/players/9069,Pit,SS,FA,1343,1291,0%
Maicer Izturis,http://sports.yahoo.com/mlb/players/7420,Tor,2B,FA,1344,1179,0%
Ryan Kalish,http://sports.yahoo.com/mlb/players/8626,ChC,OF,FA,1345,1092,0%
Ryan Goins,http://sports.yahoo.com/mlb/players/9499,Tor,2B/SS,FA,1346,1173,0%
Jake Goebbert,http://sports.yahoo.com/mlb/players/8881,SD,1B,FA,1347,1091,0%
Scott Hairston,http://sports.yahoo.com/mlb/players/7046,Was,OF,FA,1348,1167,0%
George Kottaras,http://sports.yahoo.com/mlb/players/7941,CWS,C,FA,1349,1123,0%
Chris Gimenez,http://sports.yahoo.com/mlb/players/8504,Tex,C/1B,FA,1350,1096,0%
Leury Garcia,http://sports.yahoo.com/mlb/players/9345,CWS,2B/3B/OF,FA,1351,1109,0%
Brett Wallace,http://sports.yahoo.com/mlb/players/8416,SD,1B/3B,FA,1352,-,0%
Pedro Ciriaco,http://sports.yahoo.com/mlb/players/8822,Atl,2B,FA,1353,1137,0%
Paulo Orlando,http://sports.yahoo.com/mlb/players/9918,KC,OF,FA,1354,-,1%
Billy Burns,http://sports.yahoo.com/mlb/players/9773,Oak,Util,FA,1355,1164,3%
Tony Campana,http://sports.yahoo.com/mlb/players/8933,CWS,OF,FA,1356,1134,0%
Juan Pierre,http://sports.yahoo.com/mlb/players/6550,Mia,OF,FA,1357,-,0%
Cole Gillespie,http://sports.yahoo.com/mlb/players/8678,Mia,OF,FA,1358,1106,0%
Logan Watkins,http://sports.yahoo.com/mlb/players/9481,ChC,2B,FA,1359,1101,0%
Tony Cruz,http://sports.yahoo.com/mlb/players/8938,StL,C,FA,1360,1116,0%
Brennan Boesch,http://sports.yahoo.com/mlb/players/8713,Cin,OF,FA,1361,1135,0%
Chris Nelson,http://sports.yahoo.com/mlb/players/8592,Phi,3B,FA,1362,1158,0%
Jung Ho Kang,http://sports.yahoo.com/mlb/players/9884,Pit,SS,FA,1363,-,4%
Luke Scott,http://sports.yahoo.com/mlb/players/7521,TB,Util,FA,1364,-,0%
Jemile Weeks,http://sports.yahoo.com/mlb/players/8956,Bos,2B,FA,1365,1110,0%
Matt Szczur,http://sports.yahoo.com/mlb/players/9791,ChC,OF,FA,1366,1147,0%
James McCann,http://sports.yahoo.com/mlb/players/9818,Det,C,FA,1367,1203,1%
Jeff Keppinger,http://sports.yahoo.com/mlb/players/7414,CWS,3B,FA,1368,-,0%
Christian Bethancourt,http://sports.yahoo.com/mlb/players/9530,Atl,C,FA,1369,1128,1%
Yuniesky Betancourt,http://sports.yahoo.com/mlb/players/7511,Mil,1B/3B,FA,1370,-,0%
Eric Fryer,http://sports.yahoo.com/mlb/players/8975,Min,C,FA,1371,1121,0%
Travis Hafner,http://sports.yahoo.com/mlb/players/6980,NYY,1B,FA,1372,-,0%
Jeff Francoeur,http://sports.yahoo.com/mlb/players/7594,Phi,OF,FA,1373,1302,0%
Josh Wilson,http://sports.yahoo.com/mlb/players/7663,Det,2B,FA,1374,1127,0%
Matt Tuiasosopo,http://sports.yahoo.com/mlb/players/8367,Bal,3B/OF,FA,1375,-,0%
Franklin Gutierrez,http://sports.yahoo.com/mlb/players/7644,Sea,OF,FA,1376,-,0%
Stefen Romero,http://sports.yahoo.com/mlb/players/9644,Sea,OF,FA,1377,1113,0%
Hector Gomez,http://sports.yahoo.com/mlb/players/9084,Mil,2B,FA,1378,1260,0%
Jerry Sands,http://sports.yahoo.com/mlb/players/8907,Cle,OF,FA,1379,1195,0%
Matt McBride,http://sports.yahoo.com/mlb/players/9260,Col,1B,FA,1380,1117,0%
Drew Butera,http://sports.yahoo.com/mlb/players/8696,LAA,C,FA,1381,1115,0%
Dilson Herrera,http://sports.yahoo.com/mlb/players/9800,NYM,2B,FA,1382,1099,2%
Terrance Gore,http://sports.yahoo.com/mlb/players/9804,KC,Util,FA,1383,1124,0%
Carlos Peguero,http://sports.yahoo.com/mlb/players/8908,Tex,OF,FA,1384,1230,0%
Chris Getz,http://sports.yahoo.com/mlb/players/8321,Tor,2B,FA,1385,1245,0%
Kevin Plawecki,http://sports.yahoo.com/mlb/players/9596,NYM,C,Dugo's Way,1386,-,10%
Matt Clark,http://sports.yahoo.com/mlb/players/9832,Mil,1B,FA,1387,1122,0%
Jason Bay,http://sports.yahoo.com/mlb/players/7143,Sea,OF,FA,1388,-,0%
Dan Johnson,http://sports.yahoo.com/mlb/players/7436,Cin,1B,FA,1389,1119,0%
Ehire Adrianza,http://sports.yahoo.com/mlb/players/9521,SF,2B/SS,FA,1390,1138,0%
Adrian Nieto,http://sports.yahoo.com/mlb/players/9647,CWS,C,FA,1391,1125,0%
Jim Adduci,http://sports.yahoo.com/mlb/players/9512,Tex,OF,FA,1392,1131,0%
Andres Torres,http://sports.yahoo.com/mlb/players/6901,Bos,OF,FA,1393,-,0%
Nick Evans,http://sports.yahoo.com/mlb/players/8258,Ari,Util,FA,1394,1129,0%
Roger Bernadina,http://sports.yahoo.com/mlb/players/8288,Col,OF,FA,1395,1166,0%
Antoan Richardson,http://sports.yahoo.com/mlb/players/9056,Tex,OF,FA,1396,1133,0%
Jurickson Profar,http://sports.yahoo.com/mlb/players/9112,Tex,2B/SS,FA,1397,-,1%
Tomas Telis,http://sports.yahoo.com/mlb/players/9797,Tex,C,FA,1398,1130,0%
Josh Thole,http://sports.yahoo.com/mlb/players/8569,Tor,C,FA,1399,1126,0%
Placido Polanco,http://sports.yahoo.com/mlb/players/6049,Mia,2B/3B,FA,1400,-,0%
Jace Peterson,http://sports.yahoo.com/mlb/players/9618,Atl,2B/3B,FA,1401,1317,2%
Jose Pirela,http://sports.yahoo.com/mlb/players/9843,NYY,2B,FA,1402,1141,0%
Garin Cecchini,http://sports.yahoo.com/mlb/players/9550,Bos,3B,FA,1403,1139,0%
Brian Bogusevic,http://sports.yahoo.com/mlb/players/8797,Phi,OF,FA,1404,-,0%
Clint Robinson,http://sports.yahoo.com/mlb/players/9211,Was,1B,FA,1405,1182,0%
Gerald Laird,http://sports.yahoo.com/mlb/players/7129,Ari,C,FA,1406,1181,0%
Chone Figgins,http://sports.yahoo.com/mlb/players/6986,LAD,3B,FA,1407,1143,0%
Carlos Sanchez,http://sports.yahoo.com/mlb/players/9765,CWS,2B,FA,1408,1157,0%
Ian Stewart,http://sports.yahoo.com/mlb/players/7993,Was,3B,FA,1409,1146,0%
Miguel Tejada,http://sports.yahoo.com/mlb/players/5888,Mia,2B/3B,FA,1410,-,0%
Xavier Paul,http://sports.yahoo.com/mlb/players/8467,Phi,OF,FA,1411,1294,0%
Adam Duvall,http://sports.yahoo.com/mlb/players/9747,SF,1B,FA,1412,1151,0%
Elliot Johnson,http://sports.yahoo.com/mlb/players/8204,LAD,OF,FA,1413,1301,0%
Daric Barton,http://sports.yahoo.com/mlb/players/7635,Tor,1B,FA,1414,1218,0%
Reid Brignac,http://sports.yahoo.com/mlb/players/7983,Mia,3B,FA,1415,1149,0%
Andres Blanco,http://sports.yahoo.com/mlb/players/7313,Phi,3B,FA,1416,1153,0%
Steve Clevenger,http://sports.yahoo.com/mlb/players/9087,Bal,C,FA,1417,1154,0%
Carlos Pena,http://sports.yahoo.com/mlb/players/6621,Tex,1B,FA,1418,1289,0%
Carlos Rivero,http://sports.yahoo.com/mlb/players/9796,Sea,3B,FA,1419,1156,0%
Jeff Mathis,http://sports.yahoo.com/mlb/players/7296,Mia,C,FA,1420,1161,0%
Cole Figueroa,http://sports.yahoo.com/mlb/players/9705,NYY,2B,FA,1421,1155,0%
Quintin Berry,http://sports.yahoo.com/mlb/players/9194,Bos,OF,FA,1422,1194,0%
Delino DeShields,http://sports.yahoo.com/mlb/players/9574,Tex,2B,FA,1423,-,0%
Omar Quintanilla,http://sports.yahoo.com/mlb/players/7615,Col,SS,FA,1424,1224,0%
Bryce Brentz,http://sports.yahoo.com/mlb/players/9845,Bos,OF,FA,1425,1160,0%
Jake Elmore,http://sports.yahoo.com/mlb/players/9268,TB,Util,FA,1426,1277,0%
Jason Giambi,http://sports.yahoo.com/mlb/players/5386,Cle,Util,FA,1427,1263,0%
Max Stassi,http://sports.yahoo.com/mlb/players/9496,Hou,C,FA,1428,1169,0%
Tyler Collins,http://sports.yahoo.com/mlb/players/9649,Det,OF,FA,1429,1168,0%
Zelous Wheeler,http://sports.yahoo.com/mlb/players/9755,NYY,3B/OF,FA,1430,1165,0%
Tucker Barnhart,http://sports.yahoo.com/mlb/players/9664,Cin,C,FA,1431,1267,0%
Scott Sizemore,http://sports.yahoo.com/mlb/players/8612,Mia,Util,FA,1432,1171,0%
Jeff Bianchi,http://sports.yahoo.com/mlb/players/9234,Bos,3B/SS,FA,1433,1269,0%
Tyler Holt,http://sports.yahoo.com/mlb/players/9756,Cle,OF,FA,1434,1159,0%
Miguel Olivo,http://sports.yahoo.com/mlb/players/7028,LAD,C,FA,1435,1193,0%
Tony Abreu,http://sports.yahoo.com/mlb/players/8033,SF,Util,FA,1436,1281,0%
Juan Perez,http://sports.yahoo.com/mlb/players/9428,SF,OF,FA,1437,1201,0%
