numer,r,p,obs,ubb,ibb,hbp,so,bu,hrofb,gb,ld,sofb,ofb,ifb
ibb,0.50623801664406265,7.7153018293628261e-73,1103,1,1,0,0,1,0,1,1,0,0,0
ibb,0.50648314866474398,6.4169347156952785e-73,1103,1,1,0,0,1,0,1,0,1,0,0
ibb,0.50503386663658612,1.903321555164281e-72,1103,1,1,0,0,1,0,1,0,0,1,0
ibb,0.50889241713250688,1.0406951473201094e-73,1103,1,1,0,0,1,0,1,0,0,0,1
ibb,0.48115804437590998,5.4985736891405356e-65,1103,1,1,0,0,1,0,0,1,1,0,0
ibb,0.49307589153284664,1.2302267743791771e-68,1103,1,1,0,0,1,0,0,1,0,1,0
ibb,0.4867080786793489,1.1436329993778326e-66,1103,1,1,0,0,1,0,0,1,0,0,1
ibb,0.4896468490476959,1.4291233835571153e-67,1103,1,1,0,0,1,0,0,0,1,1,0
ibb,0.49195883492517828,2.7433518454303931e-68,1103,1,1,0,0,1,0,0,0,1,0,1
ibb,0.4952133576545627,2.6297818568516599e-69,1103,1,1,0,0,1,0,0,0,0,1,1
ibb,0.48795187552231295,4.7542866593982117e-67,1103,1,1,0,0,0,1,1,1,0,0,0
ibb,0.48280664066319184,1.7533219432040054e-65,1103,1,1,0,0,0,1,1,0,1,0,0
ibb,0.48897960765568116,2.2957043083352313e-67,1103,1,1,0,0,0,1,1,0,0,1,0
ibb,0.48622723261458173,1.6041190793627129e-66,1103,1,1,0,0,0,1,1,0,0,0,1
ibb,0.44600305912060279,5.0581867321681436e-55,1103,1,1,0,0,0,1,0,1,1,0,0
ibb,0.4727060576016448,1.7496602548503001e-62,1103,1,1,0,0,0,1,0,1,0,1,0
ibb,0.45398890153258165,3.4808817980900565e-57,1103,1,1,0,0,0,1,0,1,0,0,1
ibb,0.46308882856269379,1.0154617300806335e-59,1103,1,1,0,0,0,1,0,0,1,1,0
ibb,0.4388638840613478,3.8805219169889851e-53,1103,1,1,0,0,0,1,0,0,1,0,1
ibb,0.47001031854151304,1.0630292311712625e-61,1103,1,1,0,0,0,1,0,0,0,1,1
ibb,0.49856582886931206,2.2874486857064328e-70,1103,1,1,0,0,0,0,1,1,1,0,0
ibb,0.50024260624731465,6.675032911046212e-71,1103,1,1,0,0,0,0,1,1,0,1,0
ibb,0.50060341202701841,5.1164105616609936e-71,1103,1,1,0,0,0,0,1,1,0,0,1
ibb,0.498290026677154,2.799294201501757e-70,1103,1,1,0,0,0,0,1,0,1,1,0
ibb,0.49912921364729246,1.5134272331746214e-70,1103,1,1,0,0,0,0,1,0,1,0,1
ibb,0.5006339526602398,5.0024583253746137e-71,1103,1,1,0,0,0,0,1,0,0,1,1
ibb,0.48407748081155622,7.233677505474324e-66,1103,1,1,0,0,0,0,0,1,1,1,0
ibb,0.47062460710638687,7.0566891483155674e-62,1103,1,1,0,0,0,0,0,1,1,0,1
ibb,0.48790497829138607,4.9145872629771945e-67,1103,1,1,0,0,0,0,0,1,0,1,1
ibb,0.4836359643594465,9.8429889816927326e-66,1103,1,1,0,0,0,0,0,0,1,1,1
ibb,0.49537709281975773,2.335580932648424e-69,1103,0,1,1,1,1,1,0,0,0,0,0
ibb,0.50666700770949658,5.5880794778944954e-73,1103,0,1,1,1,1,0,1,0,0,0,0
ibb,0.49535052571189142,2.3809872041582277e-69,1103,0,1,1,1,1,0,0,1,0,0,0
ibb,0.51677267709581964,2.4473651235746768e-76,1103,0,1,1,1,1,0,0,0,1,0,0
ibb,0.49797903984806874,3.5142869060772617e-70,1103,0,1,1,1,1,0,0,0,0,1,0
ibb,0.51529400622265442,7.7127721497381228e-76,1103,0,1,1,1,1,0,0,0,0,0,1
ibb,0.48773903326499501,5.5262330097509238e-67,1103,0,1,1,1,0,1,1,0,0,0,0
ibb,0.46955587955807787,1.4386389759238089e-61,1103,0,1,1,1,0,1,0,1,0,0,0
ibb,0.47945569091096352,1.7782220807950217e-64,1103,0,1,1,1,0,1,0,0,1,0,0
ibb,0.47743621076513465,7.095142409372055e-64,1103,0,1,1,1,0,1,0,0,0,1,0
ibb,0.48194219024612833,3.1950954718637369e-65,1103,0,1,1,1,0,1,0,0,0,0,1
ibb,0.49874812966977411,2.0014321081234635e-70,1103,0,1,1,1,0,0,1,1,0,0,0
ibb,0.49814861713177139,3.1044281199959095e-70,1103,0,1,1,1,0,0,1,0,1,0,0
ibb,0.49862298714160264,2.19364641813701e-70,1103,0,1,1,1,0,0,1,0,0,1,0
ibb,0.50015616597500634,7.1137892870252838e-71,1103,0,1,1,1,0,0,1,0,0,0,1
ibb,0.48262965189288498,1.9828169388831242e-65,1103,0,1,1,1,0,0,0,1,1,0,0
ibb,0.4891485555269065,2.0362823716548451e-67,1103,0,1,1,1,0,0,0,1,0,1,0
ibb,0.48579099298347445,2.1794756047687325e-66,1103,0,1,1,1,0,0,0,1,0,0,1
ibb,0.48818069713732626,4.0437503372599415e-67,1103,0,1,1,1,0,0,0,0,1,1,0
ibb,0.49800090116163687,3.4585657657010079e-70,1103,0,1,1,1,0,0,0,0,1,0,1
ibb,0.49193029628692297,2.8000315178194635e-68,1103,0,1,1,1,0,0,0,0,0,1,1
ibb,0.51717408650508923,1.7903799177025042e-76,1103,0,1,1,0,1,1,1,0,0,0,0
ibb,0.48604272856042607,1.8262498290735603e-66,1103,0,1,1,0,1,1,0,1,0,0,0
ibb,0.46163039496401148,2.6189344449442059e-59,1103,0,1,1,0,1,1,0,0,1,0,0
ibb,0.4965963240694013,9.6347691171378254e-70,1103,0,1,1,0,1,1,0,0,0,1,0
ibb,0.50035734196017578,6.133994529638889e-71,1103,0,1,1,0,1,1,0,0,0,0,1
ibb,0.5283270696293233,2.5553735957425267e-80,1103,0,1,1,0,1,0,1,1,0,0,0
ibb,0.53666579373329848,2.7358736218740998e-83,1103,0,1,1,0,1,0,1,0,1,0,0
ibb,0.52395364195993244,8.5601776892003998e-79,1103,0,1,1,0,1,0,1,0,0,1,0
ibb,0.53809776838103374,8.2907572323278427e-84,1103,0,1,1,0,1,0,1,0,0,0,1
ibb,0.51974770427759165,2.3891222110550158e-77,1103,0,1,1,0,1,0,0,1,1,0,0
ibb,0.51550830827139282,6.5330178143545053e-76,1103,0,1,1,0,1,0,0,1,0,1,0
ibb,0.52407960567050682,7.7422984629738782e-79,1103,0,1,1,0,1,0,0,1,0,0,1
ibb,0.5201870521180697,1.6910781892626263e-77,1103,0,1,1,0,1,0,0,0,1,1,0
ibb,0.58601922098658965,1.070714539529399e-102,1103,0,1,1,0,1,0,0,0,1,0,1
ibb,0.52613370768036305,1.4964911843060945e-79,1103,0,1,1,0,1,0,0,0,0,1,1
ibb,0.50596170300424592,9.4946638401271856e-73,1103,0,1,1,0,0,1,1,1,0,0,0
ibb,0.50578176847999323,1.0867391460710154e-72,1103,0,1,1,0,0,1,1,0,1,0,0
ibb,0.50470971472487769,2.4255598017993226e-72,1103,0,1,1,0,0,1,1,0,0,1,0
ibb,0.50889746745478859,1.0367185369440525e-73,1103,0,1,1,0,0,1,1,0,0,0,1
ibb,0.46422486257220941,4.8392287922876524e-60,1103,0,1,1,0,0,1,0,1,1,0,0
ibb,0.48940038210934234,1.7027804120702599e-67,1103,0,1,1,0,0,1,0,1,0,1,0
ibb,0.4744496043415829,5.4000798149733278e-63,1103,0,1,1,0,0,1,0,1,0,0,1
ibb,0.48236694893424353,2.3796722135210772e-65,1103,0,1,1,0,0,1,0,0,1,1,0
ibb,0.45849778354683662,1.9733463161003479e-58,1103,0,1,1,0,0,1,0,0,1,0,1
ibb,0.49100057142616949,5.4455297655037272e-68,1103,0,1,1,0,0,1,0,0,0,1,1
ibb,0.51979893715136338,2.2948235889669429e-77,1103,0,1,1,0,0,0,1,1,1,0,0
ibb,0.51523397475858845,8.079740033862233e-76,1103,0,1,1,0,0,0,1,1,0,1,0
ibb,0.52130049960622105,7.0281331294236174e-78,1103,0,1,1,0,0,0,1,1,0,0,1
ibb,0.5164942661612868,3.0391253111282839e-76,1103,0,1,1,0,0,0,1,0,1,1,0
ibb,0.52692530079033117,7.9192918846706634e-80,1103,0,1,1,0,0,0,1,0,1,0,1
ibb,0.51859673816136653,5.893186464543981e-77,1103,0,1,1,0,0,0,1,0,0,1,1
ibb,0.5050093806513245,1.9385201872681894e-72,1103,0,1,1,0,0,0,0,1,1,1,0
ibb,0.50285033101466825,9.6971027866326113e-72,1103,0,1,1,0,0,0,0,1,1,0,1
ibb,0.50872991030043035,1.1770883943619965e-73,1103,0,1,1,0,0,0,0,1,0,1,1
ibb,0.51175588115801873,1.1752214447346326e-74,1103,0,1,1,0,0,0,0,0,1,1,1
ibb,0.49446499657313198,4.5191935850541543e-69,1103,0,1,0,1,1,1,1,0,0,0,0
ibb,0.47882325011239074,2.7455305112229248e-64,1103,0,1,0,1,1,1,0,1,0,0,0
ibb,0.49055374170480837,7.4913355290124451e-68,1103,0,1,0,1,1,1,0,0,1,0,0
ibb,0.48460488294683951,5.0039550079999434e-66,1103,0,1,0,1,1,1,0,0,0,1,0
ibb,0.49228219281356,2.1756634427431389e-68,1103,0,1,0,1,1,1,0,0,0,0,1
ibb,0.50442327187969516,3.0044695321948345e-72,1103,0,1,0,1,1,0,1,1,0,0,0
ibb,0.50525268136173573,1.6157222103716128e-72,1103,0,1,0,1,1,0,1,0,1,0,0
ibb,0.50367171836680968,5.2630841274730464e-72,1103,0,1,0,1,1,0,1,0,0,1,0
ibb,0.50695264300326515,4.506873234211803e-73,1103,0,1,0,1,1,0,1,0,0,0,1
ibb,0.4928829864330086,1.4132690588825261e-68,1103,0,1,0,1,1,0,0,1,1,0,0
ibb,0.49550723007269443,2.1253128713242519e-69,1103,0,1,0,1,1,0,0,1,0,1,0
ibb,0.49536068194414873,2.3635261930983818e-69,1103,0,1,0,1,1,0,0,1,0,0,1
ibb,0.49612082034394517,1.3614552291924258e-69,1103,0,1,0,1,1,0,0,0,1,1,0
ibb,0.51080388732836235,2.4323770920796677e-74,1103,0,1,0,1,1,0,0,0,1,0,1
ibb,0.49940374129242782,1.237161472765223e-70,1103,0,1,0,1,1,0,0,0,0,1,1
ibb,0.48902832209668684,2.2176999293391339e-67,1103,0,1,0,1,0,1,1,1,0,0,0
ibb,0.48621078269942714,1.6227800930160166e-66,1103,0,1,0,1,0,1,1,0,1,0,0
ibb,0.48997185285461586,1.1340701627890263e-67,1103,0,1,0,1,0,1,1,0,0,1,0
ibb,0.48868055431917168,2.8380970928409473e-67,1103,0,1,0,1,0,1,1,0,0,0,1
ibb,0.46691097554043476,8.2954298997795027e-61,1103,0,1,0,1,0,1,0,1,1,0,0
ibb,0.47877399351023758,2.8398906440333017e-64,1103,0,1,0,1,0,1,0,1,0,1,0
ibb,0.47105194433073799,5.3039319360070449e-62,1103,0,1,0,1,0,1,0,1,0,0,1
ibb,0.47543899942696627,2.7629023375385518e-63,1103,0,1,0,1,0,1,0,0,1,1,0
ibb,0.47744302317738574,7.0622091116066778e-64,1103,0,1,0,1,0,1,0,0,1,0,1
ibb,0.47972570908166845,1.4768154238036039e-64,1103,0,1,0,1,0,1,0,0,0,1,1
ibb,0.49769962460742639,4.3103238004452232e-70,1103,0,1,0,1,0,0,1,1,1,0,0
ibb,0.49907117340324902,1.5792754807462989e-70,1103,0,1,0,1,0,0,1,1,0,1,0
ibb,0.49933432484134599,1.3018707405380004e-70,1103,0,1,0,1,0,0,1,1,0,0,1
ibb,0.49769659933263632,4.3198584900617787e-70,1103,0,1,0,1,0,0,1,0,1,1,0
ibb,0.49875317631442745,1.9940427055553664e-70,1103,0,1,0,1,0,0,1,0,1,0,1
ibb,0.49960179865213122,1.0696083896236648e-70,1103,0,1,0,1,0,0,1,0,0,1,1
ibb,0.48785848669971132,5.0788099291882421e-67,1103,0,1,0,1,0,0,0,1,1,1,0
ibb,0.48338863549825739,1.1694337687759938e-65,1103,0,1,0,1,0,0,0,1,1,0,1
ibb,0.49061207678515112,7.1859926811067028e-68,1103,0,1,0,1,0,0,0,1,0,1,1
ibb,0.49009304496398193,1.0403093542885601e-67,1103,0,1,0,1,0,0,0,0,1,1,1
ibb,0.51326368380387644,3.6958622783708801e-75,1103,0,1,0,0,1,1,1,1,0,0,0
ibb,0.51565361310336799,5.8371427754997818e-76,1103,0,1,0,0,1,1,1,0,1,0,0
ibb,0.51104405646010342,2.0250098000464958e-74,1103,0,1,0,0,1,1,1,0,0,1,0
ibb,0.51821718751882995,7.9309665089697765e-77,1103,0,1,0,0,1,1,1,0,0,0,1
ibb,0.48260874958338595,2.0118219704269294e-65,1103,0,1,0,0,1,1,0,1,1,0,0
ibb,0.49805011967170343,3.3363134629294876e-70,1103,0,1,0,0,1,1,0,1,0,1,0
ibb,0.49082084647663737,6.1912780096027673e-68,1103,0,1,0,0,1,1,0,1,0,0,1
ibb,0.49427487989569019,5.1844687781592895e-69,1103,0,1,0,0,1,1,0,0,1,1,0
ibb,0.48445657745405257,5.5506844922352383e-66,1103,0,1,0,0,1,1,0,0,1,0,1
ibb,0.50183304711457599,2.0622377555763763e-71,1103,0,1,0,0,1,1,0,0,0,1,1
ibb,0.52747352001732339,5.091481622627228e-80,1103,0,1,0,0,1,0,1,1,1,0,0
ibb,0.52059791622866924,1.2235436269394793e-77,1103,0,1,0,0,1,0,1,1,0,1,0
ibb,0.52864931888620081,1.9687936304954632e-80,1103,0,1,0,0,1,0,1,1,0,0,1
ibb,0.52315043649316406,1.6223642376868237e-78,1103,0,1,0,0,1,0,1,0,1,1,0
ibb,0.53687550692692199,2.2978257919448648e-83,1103,0,1,0,0,1,0,1,0,1,0,1
ibb,0.52498553168098505,3.7554899203893321e-79,1103,0,1,0,0,1,0,1,0,0,1,1
ibb,0.51441362946011149,1.5235345693411361e-75,1103,0,1,0,0,1,0,0,1,1,1,0
ibb,0.52165836680311495,5.2963855534839142e-78,1103,0,1,0,0,1,0,0,1,1,0,1
ibb,0.51755629103532574,1.3289776628518982e-76,1103,0,1,0,0,1,0,0,1,0,1,1
ibb,0.52427030898217264,6.6497769365280877e-79,1103,0,1,0,0,1,0,0,0,1,1,1
ibb,0.50491218670647808,2.0847445000245093e-72,1103,0,1,0,0,0,1,1,1,1,0,0
ibb,0.50496381377231125,2.0057566646563093e-72,1103,0,1,0,0,0,1,1,1,0,1,0
ibb,0.50703440110506226,4.2376839141230033e-73,1103,0,1,0,0,0,1,1,1,0,0,1
ibb,0.50376801347617906,4.8986744949574669e-72,1103,0,1,0,0,0,1,1,0,1,1,0
ibb,0.50736427375110404,3.3047484522111411e-73,1103,0,1,0,0,0,1,1,0,1,0,1
ibb,0.50629569766700566,7.3880249911289255e-73,1103,0,1,0,0,0,1,1,0,0,1,1
ibb,0.48802902481798438,4.5018258286280645e-67,1103,0,1,0,0,0,1,0,1,1,1,0
ibb,0.47107726802232874,5.2148773057801044e-62,1103,0,1,0,0,0,1,0,1,1,0,1
ibb,0.49256329641703556,1.7781632713861555e-68,1103,0,1,0,0,0,1,0,1,0,1,1
ibb,0.4886955638466644,2.8080597627393879e-67,1103,0,1,0,0,0,1,0,0,1,1,1
ibb,0.5145978848466557,1.3214437775162798e-75,1103,0,1,0,0,0,0,1,1,1,1,0
ibb,0.5204170980402415,1.4108980976507235e-77,1103,0,1,0,0,0,0,1,1,1,0,1
ibb,0.51613537524996878,4.0165825381431685e-76,1103,0,1,0,0,0,0,1,1,0,1,1
ibb,0.51777209251265599,1.1229671841373329e-76,1103,0,1,0,0,0,0,1,0,1,1,1
ibb,0.50758845189328372,2.7904984199496969e-73,1103,0,1,0,0,0,0,0,1,1,1,1
ibb,0.47654108282134944,1.3063430996478284e-63,1103,1,1,1,1,1,1,0,0,0,0,0
ibb,0.49171078799754964,3.2767796232313357e-68,1103,1,1,1,1,1,0,1,0,0,0,0
ibb,0.47991706850934618,1.2945524196272923e-64,1103,1,1,1,1,1,0,0,1,0,0,0
ibb,0.48979620561709919,1.285080451128869e-67,1103,1,1,1,1,1,0,0,0,1,0,0
ibb,0.48405308686397569,7.3579185616979103e-66,1103,1,1,1,1,1,0,0,0,0,1,0
ibb,0.49045291878408265,8.0498246078366539e-68,1103,1,1,1,1,1,0,0,0,0,0,1
ibb,0.47614687397001643,1.7082628672975966e-63,1103,1,1,1,1,0,1,1,0,0,0,0
ibb,0.46030204444612094,6.1823775194069742e-59,1103,1,1,1,1,0,1,0,1,0,0,0
ibb,0.4645554863427947,3.8982338427140311e-60,1103,1,1,1,1,0,1,0,0,1,0,0
ibb,0.46776045310115211,4.7335648144280144e-61,1103,1,1,1,1,0,1,0,0,0,1,0
ibb,0.46698154890007915,7.9181351690861704e-61,1103,1,1,1,1,0,1,0,0,0,0,1
ibb,0.48693045661173656,9.77793570519385e-67,1103,1,1,1,1,0,0,1,1,0,0,0
ibb,0.4842907840645278,6.2325204305304696e-66,1103,1,1,1,1,0,0,1,0,1,0,0
ibb,0.48791376631124489,4.8841445098785179e-67,1103,1,1,1,1,0,0,1,0,0,1,0
ibb,0.48639339420843269,1.4271937618862947e-66,1103,1,1,1,1,0,0,1,0,0,0,1
ibb,0.469739772545543,1.2729189871524229e-61,1103,1,1,1,1,0,0,0,1,1,0,0
ibb,0.4783387877436393,3.8270247188050111e-64,1103,1,1,1,1,0,0,0,1,0,1,0
ibb,0.47269337671062783,1.7646403407128264e-62,1103,1,1,1,1,0,0,0,1,0,0,1
ibb,0.47591099486873167,2.0053465260289968e-63,1103,1,1,1,1,0,0,0,0,1,1,0
ibb,0.47767767326760507,6.0161145932772727e-64,1103,1,1,1,1,0,0,0,0,1,0,1
ibb,0.47919621545711943,2.1253402682055035e-64,1103,1,1,1,1,0,0,0,0,0,1,1
ibb,0.49312470554174925,1.1877789107741591e-68,1103,1,1,1,0,1,1,1,0,0,0,0
ibb,0.46428673022895045,4.6474154647599581e-60,1103,1,1,1,0,1,1,0,1,0,0,0
ibb,0.45642513500540244,7.4218296655610704e-58,1103,1,1,1,0,1,1,0,0,1,0,0
ibb,0.47579336683875623,2.172173378152037e-63,1103,1,1,1,0,1,1,0,0,0,1,0
ibb,0.46705021348276654,7.5674429610866244e-61,1103,1,1,1,0,1,1,0,0,0,0,1
ibb,0.50626340720771046,7.5694965438151203e-73,1103,1,1,1,0,1,0,1,1,0,0,0
ibb,0.50658436094920467,5.9465769888109696e-73,1103,1,1,1,0,1,0,1,0,1,0,0
ibb,0.50510029496938347,1.8110027474829889e-72,1103,1,1,1,0,1,0,1,0,0,1,0
ibb,0.50896697252316603,9.8350277734542452e-74,1103,1,1,1,0,1,0,1,0,0,0,1
ibb,0.48269102044820378,1.9000417710177046e-65,1103,1,1,1,0,1,0,0,1,1,0,0
ibb,0.49349081975227782,9.1260385132917143e-69,1103,1,1,1,0,1,0,0,1,0,1,0
ibb,0.48798042891762172,4.6592476551709513e-67,1103,1,1,1,0,1,0,0,1,0,0,1
ibb,0.49045801094217445,8.0206489816715834e-68,1103,1,1,1,0,1,0,0,0,1,1,0
ibb,0.49407608745561321,5.9845173624088044e-69,1103,1,1,1,0,1,0,0,0,1,0,1
ibb,0.49586013105866572,1.6452331937055075e-69,1103,1,1,1,0,1,0,0,0,0,1,1
ibb,0.48835779477707825,3.5672855974146773e-67,1103,1,1,1,0,0,1,1,1,0,0,0
ibb,0.48352858564013107,1.0607922540413004e-65,1103,1,1,1,0,0,1,1,0,1,0,0
ibb,0.48934841494893927,1.7668266377064127e-67,1103,1,1,1,0,0,1,1,0,0,1,0
ibb,0.48687335695802719,1.0179404339409983e-66,1103,1,1,1,0,0,1,1,0,0,0,1
ibb,0.44896901169055908,8.0838713095065118e-56,1103,1,1,1,0,0,1,0,1,1,0,0
ibb,0.47363589886335344,9.3549307583352374e-63,1103,1,1,1,0,0,1,0,1,0,1,0
ibb,0.45650951771944714,7.0334126618108947e-58,1103,1,1,1,0,0,1,0,1,0,0,1
ibb,0.46478697727857776,3.350080977250563e-60,1103,1,1,1,0,0,1,0,0,1,1,0
ibb,0.44414128243610695,1.5844668002038225e-54,1103,1,1,1,0,0,1,0,0,1,0,1
ibb,0.4714439280035006,4.0803649435175119e-62,1103,1,1,1,0,0,1,0,0,0,1,1
ibb,0.49874616544427636,2.0043155320763416e-70,1103,1,1,1,0,0,0,1,1,1,0,0
ibb,0.50033498672363397,6.2358707393393376e-71,1103,1,1,1,0,0,0,1,1,0,1,0
ibb,0.50075872635409091,4.5625665616819206e-71,1103,1,1,1,0,0,0,1,1,0,0,1
ibb,0.49847767282510497,2.4400076079013301e-70,1103,1,1,1,0,0,0,1,0,1,1,0
ibb,0.49944891335697528,1.1967826917279793e-70,1103,1,1,1,0,0,0,1,0,1,0,1
ibb,0.50079056718285864,4.4566197748809387e-71,1103,1,1,1,0,0,0,1,0,0,1,1
ibb,0.48471707638270889,4.6262703696318217e-66,1103,1,1,1,0,0,0,0,1,1,1,0
ibb,0.47259287089649155,1.8879725351886079e-62,1103,1,1,1,0,0,0,0,1,1,0,1
ibb,0.48845682637148635,3.3256605469103657e-67,1103,1,1,1,0,0,0,0,1,0,1,1
ibb,0.48464494895259813,4.8656795761241108e-66,1103,1,1,1,0,0,0,0,0,1,1,1
ibb,0.48190130002876963,3.2869515159942917e-65,1103,1,1,0,1,1,1,1,0,0,0,0
ibb,0.46767398378687347,5.0121171301500281e-61,1103,1,1,0,1,1,1,0,1,0,0,0
ibb,0.47306983541699965,1.3698535384370606e-62,1103,1,1,0,1,1,1,0,0,1,0,0
ibb,0.4737297216898495,8.7812715797551207e-63,1103,1,1,0,1,1,1,0,0,0,1,0
ibb,0.47512916307075548,3.4088498008219806e-63,1103,1,1,0,1,1,1,0,0,0,0,1
ibb,0.49191126896123694,2.8384671978152725e-68,1103,1,1,0,1,1,0,1,1,0,0,0
ibb,0.49033491442701471,8.7563238584523164e-68,1103,1,1,0,1,1,0,1,0,1,0,0
ibb,0.49239561164539264,2.0056209531234647e-68,1103,1,1,0,1,1,0,1,0,0,1,0
ibb,0.49222053862728282,2.2740417025015696e-68,1103,1,1,0,1,1,0,1,0,0,0,1
ibb,0.47776769567651717,5.6570578463069515e-64,1103,1,1,0,1,1,0,0,1,1,0,0
ibb,0.48377522359965947,8.9321549761010945e-66,1103,1,1,0,1,1,0,0,1,0,1,0
ibb,0.48032464451162821,9.7758486717998351e-65,1103,1,1,0,1,1,0,0,1,0,0,1
ibb,0.48241584705540502,2.3002448968630853e-65,1103,1,1,0,1,1,0,0,0,1,1,0
ibb,0.48717684725175975,8.2186800667716448e-67,1103,1,1,0,1,1,0,0,0,1,0,1
ibb,0.48541072975028082,2.8459660094350324e-66,1103,1,1,0,1,1,0,0,0,0,1,1
ibb,0.47881948999844115,2.7526223656745626e-64,1103,1,1,0,1,0,1,1,1,0,0,0
ibb,0.47470638900078926,4.5389732309716563e-63,1103,1,1,0,1,0,1,1,0,1,0,0
ibb,0.48059129440427778,8.1333892608516602e-65,1103,1,1,0,1,0,1,1,0,0,1,0
ibb,0.4771145784858693,8.8369929628509113e-64,1103,1,1,0,1,0,1,1,0,0,0,1
ibb,0.45807024915004957,2.5953700232681371e-58,1103,1,1,0,1,0,1,0,1,1,0,0
ibb,0.46989927570491591,1.1446504861616094e-61,1103,1,1,0,1,0,1,0,1,0,1,0
ibb,0.46157886693685501,2.7078560323045508e-59,1103,1,1,0,1,0,1,0,1,0,0,1
ibb,0.46604555146443055,1.4667565510489815e-60,1103,1,1,0,1,0,1,0,0,1,1,0
ibb,0.46369755110917388,6.8286870726239228e-60,1103,1,1,0,1,0,1,0,0,1,0,1
ibb,0.46965781490929892,1.3442906978585019e-61,1103,1,1,0,1,0,1,0,0,0,1,1
ibb,0.4858848017511469,2.0405309184065489e-66,1103,1,1,0,1,0,0,1,1,1,0,0
ibb,0.4895111202530143,1.5739082642585326e-67,1103,1,1,0,1,0,0,1,1,0,1,0
ibb,0.487623229029153,5.9973917150469915e-67,1103,1,1,0,1,0,0,1,1,0,0,1
ibb,0.48699971017310956,9.3121053548082625e-67,1103,1,1,0,1,0,0,1,0,1,1,0
ibb,0.48503848759666329,3.6942115632960432e-66,1103,1,1,0,1,0,0,1,0,1,0,1
ibb,0.48891045647672332,2.4111448062263197e-67,1103,1,1,0,1,0,0,1,0,0,1,1
ibb,0.47712525669007477,8.772850650717533e-64,1103,1,1,0,1,0,0,0,1,1,1,0
ibb,0.47060922947427686,7.1295141095437447e-62,1103,1,1,0,1,0,0,0,1,1,0,1
ibb,0.47973077830757693,1.471672757905616e-64,1103,1,1,0,1,0,0,0,1,0,1,1
ibb,0.47758636450087955,6.4034691737325647e-64,1103,1,1,0,1,0,0,0,0,1,1,1
ibb,0.49457446667590571,4.1754277068159398e-69,1103,1,1,0,0,1,1,1,1,0,0,0
ibb,0.49152880182490494,3.7326868293299653e-68,1103,1,1,0,0,1,1,1,0,1,0,0
ibb,0.49483088295915745,3.4687208067825533e-69,1103,1,1,0,0,1,1,1,0,0,1,0
ibb,0.49452059103229679,4.3412297346101377e-69,1103,1,1,0,0,1,1,1,0,0,0,1
ibb,0.4612767159100184,3.2931123659997026e-59,1103,1,1,0,0,1,1,0,1,1,0,0
ibb,0.48067500732839391,7.6767658526810777e-65,1103,1,1,0,0,1,1,0,1,0,1,0
ibb,0.46796945498711662,4.1222680064821554e-61,1103,1,1,0,0,1,1,0,1,0,0,1
ibb,0.47374377301058207,8.6984259776881013e-63,1103,1,1,0,0,1,1,0,0,1,1,0
ibb,0.46029153486328389,6.2244400948574906e-59,1103,1,1,0,0,1,1,0,0,1,0,1
ibb,0.47985706589050114,1.3491530757489429e-64,1103,1,1,0,0,1,1,0,0,0,1,1
ibb,0.50524187879218274,1.6288468741357523e-72,1103,1,1,0,0,1,0,1,1,1,0,0
ibb,0.50508127495830291,1.8369705830015682e-72,1103,1,1,0,0,1,0,1,1,0,1,0
ibb,0.50702680896195551,4.2619917067248585e-73,1103,1,1,0,0,1,0,1,1,0,0,1
ibb,0.50420887142273751,3.5260358878346519e-72,1103,1,1,0,0,1,0,1,0,1,1,0
ibb,0.5075396511685476,2.8951896232759396e-73,1103,1,1,0,0,1,0,1,0,1,0,1
ibb,0.50632745174340987,7.2137929513493356e-73,1103,1,1,0,0,1,0,1,0,0,1,1
ibb,0.49227818544601692,2.181927026724206e-68,1103,1,1,0,0,1,0,0,1,1,1,0
ibb,0.48538639986801801,2.8949348130364031e-66,1103,1,1,0,0,1,0,0,1,1,0,1
ibb,0.4956579902682543,1.9051792235744812e-69,1103,1,1,0,0,1,0,0,1,0,1,1
ibb,0.49405249228438619,6.087288679717684e-69,1103,1,1,0,0,1,0,0,0,1,1,1
ibb,0.48722753180057116,7.9300287847923792e-67,1103,1,1,0,0,0,1,1,1,1,0,0
ibb,0.49183449096462745,2.9989692323812418e-68,1103,1,1,0,0,0,1,1,1,0,1,0
ibb,0.48962019429951342,1.4564699864481426e-67,1103,1,1,0,0,0,1,1,1,0,0,1
ibb,0.48837212014497233,3.5312814069936598e-67,1103,1,1,0,0,0,1,1,0,1,1,0
ibb,0.48529708397894183,3.0820002610220031e-66,1103,1,1,0,0,0,1,1,0,1,0,1
ibb,0.49095856659680887,5.6113912727366048e-68,1103,1,1,0,0,0,1,1,0,0,1,1
ibb,0.47227769051179869,2.3331311484939588e-62,1103,1,1,0,0,0,1,0,1,1,1,0
ibb,0.45362393972022147,4.3829648267396005e-57,1103,1,1,0,0,0,1,0,1,1,0,1
ibb,0.47646239393225326,1.3782364396208915e-63,1103,1,1,0,0,0,1,0,1,0,1,1
ibb,0.46944250604536092,1.5513304037164384e-61,1103,1,1,0,0,0,1,0,0,1,1,1
ibb,0.49962905251910544,1.0483942628573819e-70,1103,1,1,0,0,0,0,1,1,1,1,0
ibb,0.49973606594770126,9.6907071106740198e-71,1103,1,1,0,0,0,0,1,1,1,0,1
