r,obs,ubb,ibb,hbp,so,bu,hrofb,gb,ld,sofb,ofb,ifb
0.8748013680634581,1375,0,0,1,1,0,1,0,0,0,0,0
0.75151212967666892,1375,0,0,1,1,0,0,1,0,0,0,0
0.74429577968828708,1375,0,0,1,1,0,0,0,1,0,0,0
0.86541285531391443,1375,0,0,1,1,0,0,0,0,1,0,0
0.78873811995000853,1375,0,0,1,1,0,0,0,0,0,1,0
0.84931441500749227,1375,0,0,1,1,0,0,0,0,0,0,1
0.59555352217538615,1375,0,0,1,0,1,1,0,0,0,0,0
0.85852050188214635,1375,0,0,1,0,1,0,1,0,0,0,0
0.65853769776636506,1375,0,0,1,0,1,0,0,1,0,0,0
0.65912655908309581,1372,0,0,1,0,1,0,0,0,1,0,0
0.6619450129977521,1375,0,0,1,0,1,0,0,0,0,1,0
0.73977531021286103,1375,0,0,1,0,1,0,0,0,0,0,1
0.81147594251696031,1375,0,0,1,0,0,1,1,0,0,0,0
0.42225005498571333,1375,0,0,1,0,0,1,0,1,0,0,0
0.72852738139765572,1375,0,0,1,0,0,1,0,0,1,0,0
0.7052260868561494,1375,0,0,1,0,0,1,0,0,0,1,0
0.76080809588794962,1375,0,0,1,0,0,1,0,0,0,0,1
0.84784900356989301,1375,0,0,1,0,0,0,1,1,0,0,0
0.8369311949838345,1375,0,0,1,0,0,0,1,0,1,0,0
0.81864149254439222,1375,0,0,1,0,0,0,1,0,0,1,0
0.84024820526853128,1375,0,0,1,0,0,0,1,0,0,0,1
0.53479187919659943,1375,0,0,1,0,0,0,0,1,1,0,0
0.74886876012905523,1375,0,0,1,0,0,0,0,1,0,1,0
0.56342617823149632,1375,0,0,1,0,0,0,0,1,0,0,1
0.68496513074688847,1375,0,0,1,0,0,0,0,0,1,1,0
0.67322075640925716,1375,0,0,1,0,0,0,0,0,1,0,1
0.73154563667018302,1375,0,0,1,0,0,0,0,0,0,1,1
0.86114352254293136,1375,0,0,0,1,1,1,0,0,0,0,0
0.7835892424234302,1375,0,0,0,1,1,0,1,0,0,0,0
0.74358684812086084,1375,0,0,0,1,1,0,0,1,0,0,0
0.85365193595934341,1375,0,0,0,1,1,0,0,0,1,0,0
0.76130852826370043,1375,0,0,0,1,1,0,0,0,0,1,0
0.83585642047336761,1375,0,0,0,1,1,0,0,0,0,0,1
0.74794075567049456,1375,0,0,0,1,0,1,1,0,0,0,0
0.78533620221649592,1375,0,0,0,1,0,1,0,1,0,0,0
0.88147165253036619,1375,0,0,0,1,0,1,0,0,1,0,0
0.82578583682192985,1375,0,0,0,1,0,1,0,0,0,1,0
0.87124895119939505,1375,0,0,0,1,0,1,0,0,0,0,1
0.74632614710420542,1375,0,0,0,1,0,0,1,1,0,0,0
0.74607660234408668,1375,0,0,0,1,0,0,1,0,1,0,0
0.58496777646610376,1375,0,0,0,1,0,0,1,0,0,1,0
0.72174022782633007,1375,0,0,0,1,0,0,1,0,0,0,1
0.74540906395012019,1375,0,0,0,1,0,0,0,1,1,0,0
0.75648818813823426,1375,0,0,0,1,0,0,0,1,0,1,0
0.72534147246395098,1375,0,0,0,1,0,0,0,1,0,0,1
0.79560762213756953,1375,0,0,0,1,0,0,0,0,1,1,0
0.85605840004248657,1375,0,0,0,1,0,0,0,0,1,0,1
0.79470945829535733,1375,0,0,0,1,0,0,0,0,0,1,1
0.83239907467905982,1375,0,0,0,0,1,1,1,0,0,0,0
0.4470413776098921,1375,0,0,0,0,1,1,0,1,0,0,0
0.54527915363938728,1375,0,0,0,0,1,1,0,0,1,0,0
0.64158273686639,1375,0,0,0,0,1,1,0,0,0,1,0
0.67345067883569254,1375,0,0,0,0,1,1,0,0,0,0,1
0.86517829001982849,1375,0,0,0,0,1,0,1,1,0,0,0
0.85409427937428251,1375,0,0,0,0,1,0,1,0,1,0,0
0.83580266353294652,1375,0,0,0,0,1,0,1,0,0,1,0
0.85742258753665757,1375,0,0,0,0,1,0,1,0,0,0,1
0.65407051585956211,1375,0,0,0,0,1,0,0,1,1,0,0
0.76355361001826427,1375,0,0,0,0,1,0,0,1,0,1,0
0.66151905571118297,1375,0,0,0,0,1,0,0,1,0,0,1
0.67060808033717667,1375,0,0,0,0,1,0,0,0,1,1,0
0.69959549158263412,1375,0,0,0,0,1,0,0,0,1,0,1
0.71897455319098158,1375,0,0,0,0,1,0,0,0,0,1,1
0.82311286480005286,1375,0,0,0,0,0,1,1,1,0,0,0
0.80560251171028407,1375,0,0,0,0,0,1,1,0,1,0,0
0.78959547847831979,1375,0,0,0,0,0,1,1,0,0,1,0
0.81127358844487041,1375,0,0,0,0,0,1,1,0,0,0,1
0.42117847242699225,1375,0,0,0,0,0,1,0,1,1,0,0
0.73395156254133154,1375,0,0,0,0,0,1,0,1,0,1,0
0.48789269375785682,1375,0,0,0,0,0,1,0,1,0,0,1
0.71553687385299292,1375,0,0,0,0,0,1,0,0,1,1,0
0.75917542407182681,1375,0,0,0,0,0,1,0,0,1,0,1
0.7534652462375695,1375,0,0,0,0,0,1,0,0,0,1,1
0.84356452915541447,1375,0,0,0,0,0,0,1,1,1,0,0
0.86702146464107133,1375,0,0,0,0,0,0,1,1,0,1,0
0.84885466507577023,1375,0,0,0,0,0,0,1,1,0,0,1
0.81618984017820051,1375,0,0,0,0,0,0,1,0,1,1,0
0.83564881661797752,1375,0,0,0,0,0,0,1,0,1,0,1
0.825098309432864,1375,0,0,0,0,0,0,1,0,0,1,1
0.75510786351050641,1375,0,0,0,0,0,0,0,1,1,1,0
0.55837997749278101,1375,0,0,0,0,0,0,0,1,1,0,1
0.77780278756555465,1375,0,0,0,0,0,0,0,1,0,1,1
0.73846998754187487,1375,0,0,0,0,0,0,0,0,1,1,1
0.87663720747624907,1375,1,1,1,1,0,0,0,0,0,0,0
0.73102389319911609,1375,1,1,1,0,1,0,0,0,0,0,0
0.79428623978348101,1375,1,1,1,0,0,1,0,0,0,0,0
0.78011715283800742,1375,1,1,1,0,0,0,1,0,0,0,0
0.58091687644971601,1375,1,1,1,0,0,0,0,1,0,0,0
0.74804610080501099,1375,1,1,1,0,0,0,0,0,1,0,0
0.70909612275130596,1375,1,1,1,0,0,0,0,0,0,1,0
0.7376094072355952,1375,1,1,1,0,0,0,0,0,0,0,1
0.86762132641907397,1375,1,1,0,1,1,0,0,0,0,0,0
0.88840744731349108,1375,1,1,0,1,0,1,0,0,0,0,0
0.76111637826915535,1375,1,1,0,1,0,0,1,0,0,0,0
0.81859756155517771,1375,1,1,0,1,0,0,0,1,0,0,0
0.88130831941962262,1375,1,1,0,1,0,0,0,0,1,0,0
0.84477203867144823,1375,1,1,0,1,0,0,0,0,0,1,0
0.87216323820305097,1375,1,1,0,1,0,0,0,0,0,0,1
0.75679101324226683,1375,1,1,0,0,1,1,0,0,0,0,0
0.80769845905765592,1375,1,1,0,0,1,0,1,0,0,0,0
0.60375090106528795,1375,1,1,0,0,1,0,0,1,0,0,0
0.73174921293637696,1375,1,1,0,0,1,0,0,0,1,0,0
0.66471533402069904,1375,1,1,0,0,1,0,0,0,0,1,0
0.71808712537340524,1375,1,1,0,0,1,0,0,0,0,0,1
0.74730861295165341,1375,1,1,0,0,0,1,1,0,0,0,0
0.63256036418570516,1375,1,1,0,0,0,1,0,1,0,0,0
0.79919895284677211,1375,1,1,0,0,0,1,0,0,1,0,0
0.7610944599609637,1375,1,1,0,0,0,1,0,0,0,1,0
0.79636449987660041,1375,1,1,0,0,0,1,0,0,0,0,1
0.80011367628388053,1375,1,1,0,0,0,0,1,1,0,0,0
0.77403640577096433,1375,1,1,0,0,0,0,1,0,1,0,0
0.74415798462775185,1375,1,1,0,0,0,0,1,0,0,1,0
0.76768234186267159,1375,1,1,0,0,0,0,1,0,0,0,1
0.58174884070636712,1375,1,1,0,0,0,0,0,1,1,0,0
0.72625782597964106,1375,1,1,0,0,0,0,0,1,0,1,0
0.55537025814808305,1375,1,1,0,0,0,0,0,1,0,0,1
0.71997064413821887,1375,1,1,0,0,0,0,0,0,1,1,0
0.74071369841710111,1375,1,1,0,0,0,0,0,0,1,0,1
0.74105244548610871,1375,1,1,0,0,0,0,0,0,0,1,1
0.86283005515988598,1375,1,0,1,1,1,0,0,0,0,0,0
0.88308386494324376,1375,1,0,1,1,0,1,0,0,0,0,0
0.75446435877429563,1375,1,0,1,1,0,0,1,0,0,0,0
0.81105378857022714,1375,1,0,1,1,0,0,0,1,0,0,0
0.87623192087432389,1375,1,0,1,1,0,0,0,0,1,0,0
0.83889499989614047,1375,1,0,1,1,0,0,0,0,0,1,0
0.86599831237991975,1375,1,0,1,1,0,0,0,0,0,0,1
0.74600633771625036,1375,1,0,1,0,1,1,0,0,0,0,0
0.81206390881928414,1375,1,0,1,0,1,0,1,0,0,0,0
0.59579727539900607,1375,1,0,1,0,1,0,0,1,0,0,0
0.72894684977577129,1375,1,0,1,0,1,0,0,0,1,0,0
0.66348149169409276,1375,1,0,1,0,1,0,0,0,0,1,0
0.71995549577377638,1375,1,0,1,0,1,0,0,0,0,0,1
0.74216558915798991,1375,1,0,1,0,0,1,1,0,0,0,0
0.59424918740143517,1375,1,0,1,0,0,1,0,1,0,0,0
0.78839016832356845,1375,1,0,1,0,0,1,0,0,1,0,0
0.75026892173831494,1375,1,0,1,0,0,1,0,0,0,1,0
0.78434206454903566,1375,1,0,1,0,0,1,0,0,0,0,1
0.80377342723985346,1375,1,0,1,0,0,0,1,1,0,0,0
0.77652370155914852,1375,1,0,1,0,0,0,1,0,1,0,0
0.74954858411697589,1375,1,0,1,0,0,0,1,0,0,1,0
0.77143944147995536,1375,1,0,1,0,0,0,1,0,0,0,1
0.55172270699637338,1375,1,0,1,0,0,0,0,1,1,0,0
0.72205398854656178,1375,1,0,1,0,0,0,0,1,0,1,0
0.53045404226338522,1375,1,0,1,0,0,0,0,1,0,0,1
0.7118094970888259,1375,1,0,1,0,0,0,0,0,1,1,0
0.73111665039033458,1375,1,0,1,0,0,0,0,0,1,0,1
0.73677664358969353,1375,1,0,1,0,0,0,0,0,0,1,1
0.87300554125757246,1375,1,0,0,1,1,1,0,0,0,0,0
0.77502503671737755,1375,1,0,0,1,1,0,1,0,0,0,0
0.80447837905154407,1375,1,0,0,1,1,0,0,1,0,0,0
0.86662089233944339,1375,1,0,0,1,1,0,0,0,1,0,0
0.8204370766132949,1375,1,0,0,1,1,0,0,0,0,1,0
0.85505825666043489,1375,1,0,0,1,1,0,0,0,0,0,1
0.77328753667065198,1375,1,0,0,1,0,1,1,0,0,0,0
0.83563854105978885,1375,1,0,0,1,0,1,0,1,0,0,0
0.88745517963237586,1375,1,0,0,1,0,1,0,0,1,0,0
0.86185584118873226,1375,1,0,0,1,0,1,0,0,0,1,0
0.88094535061117096,1375,1,0,0,1,0,1,0,0,0,0,1
0.71617477084490366,1375,1,0,0,1,0,0,1,1,0,0,0
0.75001423399320077,1375,1,0,0,1,0,0,1,0,1,0,0
0.51460279859544555,1375,1,0,0,1,0,0,1,0,0,1,0
0.71672185889723827,1375,1,0,0,1,0,0,1,0,0,0,1
0.81348898769796396,1375,1,0,0,1,0,0,0,1,1,0,0
0.82328622367406612,1375,1,0,0,1,0,0,0,1,0,1,0
0.8013655265270031,1375,1,0,0,1,0,0,0,1,0,0,1
0.84410649522102965,1375,1,0,0,1,0,0,0,0,1,1,0
0.87108041639752098,1375,1,0,0,1,0,0,0,0,1,0,1
0.83864356481988567,1375,1,0,0,1,0,0,0,0,0,1,1
0.77183010558993925,1375,1,0,0,0,1,1,1,0,0,0,0
0.55378540884656879,1375,1,0,0,0,1,1,0,1,0,0,0
0.74476520183949313,1375,1,0,0,0,1,1,0,0,1,0,0
0.6937598530179353,1375,1,0,0,0,1,1,0,0,0,1,0
0.74264340926673911,1375,1,0,0,0,1,1,0,0,0,0,1
0.83164050948842771,1375,1,0,0,0,1,0,1,1,0,0,0
0.80593324912004083,1375,1,0,0,0,1,0,1,0,1,0,0
0.78094110406003892,1375,1,0,0,0,1,0,1,0,0,1,0
0.80402620585053197,1375,1,0,0,0,1,0,1,0,0,0,1
0.58886865387612364,1375,1,0,0,0,1,0,0,1,1,0,0
0.71753881866334257,1375,1,0,0,0,1,0,0,1,0,1,0
0.5670997031346745,1375,1,0,0,0,1,0,0,1,0,0,1
0.67253411261230645,1375,1,0,0,0,1,0,0,0,1,1,0
0.71281226078476767,1375,1,0,0,0,1,0,0,0,1,0,1
0.70548577151478153,1375,1,0,0,0,1,0,0,0,0,1,1
0.7660424457617574,1375,1,0,0,0,0,1,1,1,0,0,0
0.73496196736454888,1375,1,0,0,0,0,1,1,0,1,0,0
0.70104435445819147,1375,1,0,0,0,0,1,1,0,0,1,0
0.7273761727724678,1375,1,0,0,0,0,1,1,0,0,0,1
0.5947345180955641,1375,1,0,0,0,0,1,0,1,1,0,0
0.73827313716671894,1375,1,0,0,0,0,1,0,1,0,1,0
0.59048832410874685,1375,1,0,0,0,0,1,0,1,0,0,1
0.75812823194090895,1375,1,0,0,0,0,1,0,0,1,1,0
0.78874857287379818,1375,1,0,0,0,0,1,0,0,1,0,1
0.77466458169561903,1375,1,0,0,0,0,1,0,0,0,1,1
0.79861579850602704,1375,1,0,0,0,0,0,1,1,1,0,0
0.84501680091530762,1375,1,0,0,0,0,0,1,1,0,1,0
0.79966673978377667,1375,1,0,0,0,0,0,1,1,0,0,1
0.74865594218453291,1375,1,0,0,0,0,0,1,0,1,1,0
0.76444994521661325,1375,1,0,0,0,0,0,1,0,1,0,1
0.76162667380745841,1375,1,0,0,0,0,0,1,0,0,1,1
0.73063583486355121,1375,1,0,0,0,0,0,0,1,1,1,0
0.52740576006467399,1375,1,0,0,0,0,0,0,1,1,0,1
0.75241972174896621,1375,1,0,0,0,0,0,0,1,0,1,1
0.74439177364045273,1375,1,0,0,0,0,0,0,0,1,1,1
0.84815158320057971,1375,0,1,1,1,1,0,0,0,0,0,0
0.87726168798776738,1375,0,1,1,1,0,1,0,0,0,0,0
0.74790627016829558,1375,0,1,1,1,0,0,1,0,0,0,0
0.7466194541102692,1375,0,1,1,1,0,0,0,1,0,0,0
0.86629013184156234,1375,0,1,1,1,0,0,0,0,1,0,0
0.79133369213596338,1375,0,1,1,1,0,0,0,0,0,1,0
0.85065470559519885,1375,0,1,1,1,0,0,0,0,0,0,1
0.62121463385302145,1375,0,1,1,0,1,1,0,0,0,0,0
0.85522263476244353,1375,0,1,1,0,1,0,1,0,0,0,0
0.62664412110885648,1375,0,1,1,0,1,0,0,1,0,0,0
0.58715822674857998,1375,0,1,1,0,1,0,0,0,1,0,0
0.63854161880293181,1375,0,1,1,0,1,0,0,0,0,1,0
0.67372939620557426,1375,0,1,1,0,1,0,0,0,0,0,1
0.80915251184592429,1375,0,1,1,0,0,1,1,0,0,0,0
0.48735969740886453,1375,0,1,1,0,0,1,0,1,0,0,0
0.76008798971245672,1375,0,1,1,0,0,1,0,0,1,0,0
0.71339030506897461,1375,0,1,1,0,0,1,0,0,0,1,0
0.77417192605588936,1375,0,1,1,0,0,1,0,0,0,0,1
0.84456523494683067,1375,0,1,1,0,0,0,1,1,0,0,0
0.83374110297836479,1375,0,1,1,0,0,0,1,0,1,0,0
0.81337373161629511,1375,0,1,1,0,0,0,1,0,0,1,0
0.83650414643998405,1375,0,1,1,0,0,0,1,0,0,0,1
0.52814490544364856,1375,0,1,1,0,0,0,0,1,1,0,0
0.74062060054312484,1375,0,1,1,0,0,0,0,1,0,1,0
0.54949814316740875,1375,0,1,1,0,0,0,0,1,0,0,1
0.68025689404658896,1375,0,1,1,0,0,0,0,0,1,1,0
0.66249213970992604,1375,0,1,1,0,0,0,0,0,1,0,1
0.72562023408299281,1375,0,1,1,0,0,0,0,0,0,1,1
0.86322376419342883,1375,0,1,0,1,1,1,0,0,0,0,0
0.77762513089394625,1375,0,1,0,1,1,0,1,0,0,0,0
0.73827057754267844,1375,0,1,0,1,1,0,0,1,0,0,0
0.85269595067501525,1375,0,1,0,1,1,0,0,0,1,0,0
0.75941951364947935,1375,0,1,0,1,1,0,0,0,0,1,0
0.83486249591497463,1375,0,1,0,1,1,0,0,0,0,0,1
0.75239333696178901,1375,0,1,0,1,0,1,1,0,0,0,0
0.7919676307171114,1375,0,1,0,1,0,1,0,1,0,0,0
0.88393087101540868,1375,0,1,0,1,0,1,0,0,1,0,0
0.82983007538525344,1375,0,1,0,1,0,1,0,0,0,1,0
0.87404462078191747,1375,0,1,0,1,0,1,0,0,0,0,1
0.74017560831861828,1375,0,1,0,1,0,0,1,1,0,0,0
0.74262636188671238,1375,0,1,0,1,0,0,1,0,1,0,0
0.55220935095337975,1375,0,1,0,1,0,0,1,0,0,1,0
0.71425900718396484,1375,0,1,0,1,0,0,1,0,0,0,1
0.74851130094667295,1375,0,1,0,1,0,0,0,1,1,0,0
0.75722809856620521,1375,0,1,0,1,0,0,0,1,0,1,0
0.72801774167617861,1375,0,1,0,1,0,0,0,1,0,0,1
0.79845656234205298,1375,0,1,0,1,0,0,0,0,1,1,0
0.8577643853455178,1375,0,1,0,1,0,0,0,0,1,0,1
0.79671307982335282,1375,0,1,0,1,0,0,0,0,0,1,1
0.82828264901093784,1375,0,1,0,0,1,1,1,0,0,0,0
0.46558140708116186,1375,0,1,0,0,1,1,0,1,0,0,0
0.59191744283022407,1375,0,1,0,0,1,1,0,0,1,0,0
0.64068400577729778,1375,0,1,0,0,1,1,0,0,0,1,0
0.67701796640532685,1375,0,1,0,0,1,1,0,0,0,0,1
0.86196373070562293,1375,0,1,0,0,1,0,1,1,0,0,0
0.85063563317614421,1375,0,1,0,0,1,0,1,0,1,0,0
