fg_id,fg_name,role,fg_last,fg_first,bbm_id,bbm_last,bbm_first,yh_id,yh_last,yh_first,yh_team,yh_pos,howe_id,mlb_id
sa455628,Leuris Gomez,pit,Gomez,Leuris,,,,,,,,,,
sa455629,Eliezer Mesa,bat,Mesa,Eliezer,,,,,,,,,,
sa455630,Julio Aparicio,bat,Aparicio,Julio,,,,,,,,,,
sa455631,Angel Franco,bat,Franco,Angel,,,,,,,,,,
sa455632,Juan Silverio,bat,Silverio,Juan,,,,,,,,,,
sa455649,Marcel Prado,pit,Prado,Marcel,,,,,,,,,,
sa455650,Javier Solano,pit,Solano,Javier,,,,,,,,,,
sa455657,Wilfredo Boscan,pit,Boscan,Wilfredo,,,,,,,,,,
sa455662,Federico Hernandez,bat,Hernandez,Federico,,,,,,,,,,
sa455668,Jose Rivero,bat,Rivero,Jose,,,,,,,,,,
sa455672,Angelys Nina,bat,Nina,Angelys,,,,,,,,,,
sa455682,Kelvin Marte,pit,Marte,Kelvin,,,,,,,,,,
sa455686,Michael Powers,pit,Powers,Michael,,,,,,,,,,
sa455687,Kenny Moreland,pit,Moreland,Kenny,,,,,,,,,,
sa455688,Michael Cisco,pit,Cisco,Michael,,,,,,,,,,
sa455695,Santiago Garrido,pit,Garrido,Santiago,,,,,,,,,,
sa455700,Murillo Gouvea,pit,Gouvea,Murillo,,,,,,,,,,
sa455714,Welinton Ramirez,bat,Ramirez,Welinton,,,,,,,,,,
sa455720,Juan Castillo,bat,Castillo,Juan,,,,,,,,,,
sa455722,David Medina,bat,Medina,David,,,,,,,,,,
sa455724,Ted Obregon,bat,Obregon,Ted,,,,,,,,,,
sa455726,Ryde Rodriguez,bat,Rodriguez,Ryde,,,,,,,,,,
sa455728,Pedro Guerrero,bat,Guerrero,Pedro,,,,,,,,,,
sa455735,Ernesto Manzanillo,bat,Manzanillo,Ernesto,,,,,,,,,,
sa455736,Jose Torres,bat,Torres,Jose,,,,,,,,,,
sa455738,Jefry Marte,bat,Marte,Jefry,,,,,,,,,,
sa455740,Luis Nieves,bat,Nieves,Luis,,,,,,,,,,
sa455741,Cesar Puello,bat,Puello,Cesar,6855,Puello,Cesar,9594,Puello,Cesar,,OF,,527049
sa455746,Leandro Castro,bat,Castro,Leandro,,,,,,,,,,
sa455748,Harold Garcia,bat,Garcia,Harold,,,,,,,,,,
sa455750,Sebastian Valle,bat,Valle,Sebastian,7637,Valle,Sebastian,,,,,,,516679
sa455754,Tim Atherton,pit,Atherton,Tim,,,,,,,,,,
sa455756,Anderson Hidalgo,bat,Hidalgo,Anderson,,,,,,,,,,
sa455758,Juan Sanchez,bat,Sanchez,Juan,,,,,,,,,,
sa455763,Dimaster Delgado,pit,Delgado,Dimaster,,,,,,,,,,
sa455772,Victor Capellan,pit,Capellan,Victor,,,,,,,,,,
sa455776,Carlos George,bat,George,Carlos,,,,,,,,,,
sa455777,Jose Jimenez,pit,Jimenez,Jose,,,,,,,,,,
sa455780,Jose Rosario,pit,Rosario,Jose,,,,,,,,,,
sa455781,Dan Meadows,pit,Meadows,Dan,,,,,,,,,,
sa455792,Albert Suarez,pit,Suarez,Albert,,,,,,,,,,
sa455793,Yeiper Castillo,pit,Castillo,Yeiper,,,,,,,,,,
sa455794,Charlie Rosario,pit,Rosario,Charlie,,,,,,,,,,
sa455795,Sugar Ray Marimon,pit,Marimon,Sugar Ray,,,,,,,,,,
sa455798,Victor Larez,pit,Larez,Victor,,,,,,,,,,
sa455866,Michael Brenly,bat,Brenly,Michael,,,,,,,,,,
sa455890,Enrique Lechuga,pit,Lechuga,Enrique,,,,,,,,,,
sa455891,Josh Mazzola,bat,Mazzola,Josh,,,,,,,,,,
sa455894,Manny Banuelos,pit,Banuelos,Manny,6223,Banuelos,Manny,8865,Banuelos,Manny,NYY,RP,BANUELOS19910313A,544365
sa455900,Zach Zaneski,bat,Zaneski,Zach,6846,Zaneski,Zach,,,,,,,
sa455901,Miguel Munoz,pit,Munoz,Miguel,,,,,,,,,,
sa455907,Emerson Landoni,bat,Landoni,Emerson,,,,,,,,,,
sa455908,Francisco Arcia,bat,Arcia,Francisco,,,,,,,,,,
sa455931,Jharmidy De Jesus,bat,De Jesus,Jharmidy,,,,,,,,,,
sa455932,Gabriel Noriega,bat,Noriega,Gabriel,,,,,,,,,,
sa455940,Deivy Batista,bat,Batista,Deivy,,,,,,,,,,
sa455943,Yowill Espinal,bat,Espinal,Yowill,,,,,,,,,,
sa455950,Ramon Jean,bat,Jean,Ramon,,,,,,,,,,
sa455953,Rafael Vera,bat,Vera,Rafael,,,,,,,,,,
sa455954,Chun-Hsiu Chen,bat,Chen,Chun-Hsiu,,,,,,,,,,
sa455955,Abner Abreu,bat,Abreu,Abner,,,,,,,,,,
sa455960,Delvi Cid,bat,Cid,Delvi,,,,,,,,,,
sa455963,Juan Torres,bat,Torres,Juan,,,,,,,,,,
sa455964,Alonzo Harris,bat,Harris,Alonzo,,,,,,,,,,
sa455969,Brett Newsome,bat,Newsome,Brett,,,,,,,,,,
sa455974,Dashenko Ricardo,bat,Ricardo,Dashenko,,,,,,,,,,
sa455978,Garabez Rosa,bat,Rosa,Garabez,,,,,,,,,,
sa455989,Carlos Teller,pit,Teller,Carlos,,,,,,,,,,
sa455994,Michael Almanzar,bat,Almanzar,Michael,,,,9658,Almanzar,Michael,,3B,,
sa455997,Wilfred Pichardo,bat,Pichardo,Wilfred,,,,,,,,,,
sa455999,Joantoni Garcia,bat,Garcia,Joantoni,,,,,,,,,,
sa456023,Jose Gonzalez,bat,Gonzalez,Jose,,,,,,,,,,
sa456031,Fredy Quintero,pit,Quintero,Fredy,,,,,,,,,,
sa456039,Trey Haley,pit,Haley,Trey,8404,Haley,Trey,,,,,,,
sa456041,Derrik Gibson,bat,Gibson,Derrik,,,,,,,,,,
sa456056,Jose Casilla,pit,Casilla,Jose,,,,,,,,,,
sa456067,Wander Alvino,pit,Alvino,Wander,,,,,,,,,,
sa456079,Manauris Baez,pit,Baez,Manauris,,,,,,,,,,
sa456081,Jose Trinidad,pit,Trinidad,Jose,,,,,,,,,,
sa456089,Jose Crisotomo,bat,Crisotomo,Jose,,,,,,,,,,
sa456095,Shawn Zarraga,bat,Zarraga,Shawn,,,,,,,,,,
sa456099,Jeremy Synan,bat,Synan,Jeremy,,,,,,,,,,
sa456100,Carlos Paulino,bat,Paulino,Carlos,,,,,,,,,,
sa456102,Francisco Soriano,bat,Soriano,Francisco,,,,,,,,,,
sa456106,Manuarys Correa,pit,Correa,Manuarys,,,,,,,,,,
sa456113,Jeffry Antigua,pit,Antigua,Jeffry,,,,,,,,,,
sa456116,Elisaul Pimentel,pit,Pimentel,Elisaul,,,,,,,,,,
sa456139,Leondy Perez,pit,Perez,Leondy,,,,,,,,,,
sa456143,Francisco Rondon,pit,Rondon,Francisco,8227,Rondon,Francisco,,,,,,,
sa456345,Joel Weeks,bat,Weeks,Joel,,,,,,,,,,
sa456348,Kevin Coddington,bat,Coddington,Kevin,,,,,,,,,,
sa456353,Pedro Vidal,pit,Vidal,Pedro,,,,,,,,,,
sa456361,Jorge Bucardo,pit,Bucardo,Jorge,,,,,,,,,,
sa456362,Mario Rodriguez,pit,Rodriguez,Mario,,,,,,,,,,
sa456363,Christopher Wilson,pit,Wilson,Christopher,,,,,,,,,,
sa456436,Kai Gronauer,bat,Gronauer,Kai,,,,,,,,,,
sa456442,Mauricio Tabachnik,pit,Tabachnik,Mauricio,,,,,,,,,,
sa456446,Marcos Frias,pit,Frias,Marcos,,,,,,,,,,
sa456447,Luis Sanz,pit,Sanz,Luis,,,,,,,,,,
sa456462,Jose De Paula,pit,De Paula,Jose,7678,De Paula,Jose,,,,,,,517059
sa456464,Jonathan Goncalves,bat,Goncalves,Jonathan,,,,,,,,,,
sa456470,Alejandro Selen,bat,Selen,Alejandro,,,,,,,,,,
sa456481,Edgar Ibarra,pit,Ibarra,Edgar,,,,,,,,,,500891
sa456605,Steve Smith,pit,Smith,Steve,,,,,,,,,,
sa457107,Andy Vasquez,bat,Vasquez,Andy,,,,,,,,,,
sa457153,Patrick Urckfitz,pit,Urckfitz,Patrick,,,,,,,,,,
sa457252,Joe Testa,pit,Testa,Joe,,,,,,,,,,
sa458768,Kyle Shelton,bat,Shelton,Kyle,,,,,,,,,,
sa458869,Brandon Sisk,pit,Sisk,Brandon,6481,Sisk,Brandon,,,,,,,
sa460152,Matt Wickswat,pit,Wickswat,Matt,,,,,,,,,,
sa461018,Dan Remenowsky,pit,Remenowsky,Dan,,,,,,,,,,
sa462132,Daniel Meszaros,pit,Meszaros,Daniel,,,,,,,,,,
sa462362,Michael Benacka,pit,Benacka,Michael,,,,,,,,,,
sa462392,Taylor Sinclair,pit,Sinclair,Taylor,,,,,,,,,,
sa462415,Ricky Alvarez,bat,Alvarez,Ricky,,,,,,,,,,
sa462416,Oliver Drake,pit,Drake,Oliver,,,,9311,Drake,Oliver,,SP,DRAKE19870113A,543118
sa462418,Tyson Auer,bat,Auer,Tyson,,,,,,,,,,
sa462419,Jon Townsend,bat,Townsend,Jon,,,,,,,,,,
sa462937,James Cesario,bat,Cesario,James,,,,,,,,,,
sa463212,Geulin Beltre,bat,Beltre,Geulin,,,,,,,,,,
sa463884,Delta Cleary,bat,Cleary,Delta,,,,,,,,,,
sa466024,Nik Turley,pit,Turley,Nik,8484,Turley,Nik,,,,,,,543867
sa471319,Travis Jones,bat,Jones,Travis,,,,,,,,,,
sa471753,Carson Blair,bat,Blair,Carson,,,,,,,,,,
sa477232,Chen-Chang Lee,pit,Lee,Chen-Chang,7288,Lee,Chen,,,,,,,
sa489713,Joel Galarraga,bat,Galarraga,Joel,,,,,,,,,,
sa491177,Yadil Mujica,bat,Mujica,Yadil,,,,,,,,,,
sa491795,Heriberto Ruelas,pit,Ruelas,Heriberto,,,,,,,,,,
sa491894,Jorge Vazquez,bat,Vazquez,Jorge,,,,,,,,,,
sa492636,Martin Cervenka,bat,Cervenka,Martin,,,,,,,,,,
sa495744,Elvys Gonzalez,bat,Gonzalez,Elvys,,,,,,,,,,
sa496271,Donell Linares,bat,Linares,Donell,,,,,,,,,,
sa499640,Edwin Garcia,bat,Garcia,Edwin,,,,,,,,,,
sa499795,Tom Cochran,pit,Cochran,Tom,,,,,,,,,,
sa500266,Ryohei Tanaka,pit,Tanaka,Ryohei,,,,,,,,,,
sa500566,Donavan Tate,bat,Tate,Donavan,,,,,,,,,,
sa500594,Matthew Hobgood,pit,Hobgood,Matthew,,,,,,,,,,
sa500726,Matt Purke,pit,Purke,Matt,7535,Purke,Matthew,9772,,,,RP,,545357
sa500727,Bobby Borchering,bat,Borchering,Bobby,,,,,,,,,,
sa500729,Chad James,pit,James,Chad,,,,,,,,,,
sa500732,Jiovanni Mier,bat,Mier,Jiovanni,,,,,,,,,,
sa500738,Eric Arnett,pit,Arnett,Eric,,,,,,,,,,
sa500742,Slade Heathcott,bat,Heathcott,Slade,,,,9828,,,,RF,,571761
sa500743,LeVon Washington,bat,Washington,LeVon,,,,,,,,,,
sa500746,Tim Wheeler,bat,Wheeler,Tim,6296,Wheeler,Tim,,,,,,,
sa500765,Steven Baron,bat,Baron,Steven,,,,,,,,,,
sa500800,Rich Poythress,bat,Poythress,Rich,,,,,,,,,,
sa500803,Everett Williams,bat,Williams,Everett,,,,,,,,,,
sa500804,Brooks Pounders,pit,Pounders,Brooks,,,,,,,,,,
sa500805,Mychal Givens,bat,Givens,Mychal,,,,,,,,,,
sa500806,Tommy Joseph,bat,Joseph,Tommy,,,,9101,Joseph,Tommy,,C/1B,JOSEPH19910716A,571830
sa500814,Blake Smith,bat,Smith,Blake,,,,,,,,,,
sa500819,Eric Smith,pit,Smith,Eric,7758,Smith,Eric,,,,,,,
sa500820,Trayce Thompson,bat,Thompson,Trayce,,,,,,,,,,572204
sa500821,Tommy Mendonca,bat,Mendonca,Tommy,,,,,,,,,,
sa500824,Garrett Gould,pit,Gould,Garrett,,,,,,,,,,
sa500827,Robert Stock,pit,Stock,Robert,,,,,,,,,,
sa500829,Tanner Bushue,pit,Bushue,Tanner,,,,,,,,,,
sa500832,Steven Matz,pit,Matz,Steven,,,,9599,Matz,Steven,,SP,,571927
sa500834,Maxwell Walla,bat,Walla,Maxwell,,,,,,,,,,
sa500836,Cameron Garfield,bat,Garfield,Cameron,,,,,,,,,,
sa500838,Kelly Dugan,bat,Dugan,Kelly,,,,,,,,,DUGAN19900918A,571633
sa500843,Kenneth Diekroeger,bat,Diekroeger,Kenneth,,,,,,,,,,
sa501198,Jonathan Meyer,bat,Meyer,Jonathan,,,,,,,,,,
sa501200,Jerry Sullivan,pit,Sullivan,Jerry,,,,,,,,,,
sa501201,Mike Belfiore,pit,Belfiore,Mike,8478,Belfiore,Mike,,,,,,,
sa501202,Tyler Townsend,bat,Townsend,Tyler,,,,,,,,,,
sa501204,Matthew Bashore,pit,Bashore,Matthew,,,,,,,,,,
sa501205,Kyle Heckathorn,pit,Heckathorn,Kyle,,,,,,,,,,
sa501207,Tyler Kehrer,pit,Kehrer,Tyler,,,,,,,,,,
sa501211,Wade Gaynor,bat,Gaynor,Wade,,,,,,,,,,
sa501212,A.J. Morris,pit,Morris,A.J.,,,,,,,,,,
sa501217,Keyvius Sampson,pit,Sampson,Keyvius,,,,,,,,,,572102
sa501219,Zack Dodson,pit,Dodson,Zack,,,,,,,,,,
sa501222,Randy Henry,pit,Henry,Randy,,,,,,,,,,
sa501226,Jason Stoffel,pit,Stoffel,Jason,,,,,,,,,,
sa501227,Joe Gardner,pit,Gardner,Joe,7597,Gardner,Joe,,,,,,,
sa501228,Mycal Jones,bat,Jones,Mycal,,,,,,,,,,
sa501230,Mark Fleury,bat,Fleury,Mark,,,,,,,,,,
sa501233,Brett Wallach,pit,Wallach,Brett,,,,,,,,,,
sa501237,Jake Barrett,pit,Barrett,Jake,,,,,,,,,,
sa501240,Telvin Nash,bat,Nash,Telvin,,,,,,,,,,
sa501242,Edwin Gomez,bat,Gomez,Edwin,,,,,,,,,,
sa501246,Kent Matthes,bat,Matthes,Kent,,,,,,,,,,571924
sa501250,Robbie Shields,bat,Shields,Robbie,,,,,,,,,,
sa501256,Kyrell Hudson,bat,Hudson,Kyrell,,,,,,,,,,
sa501259,David Renfroe,bat,Renfroe,David,,,,,,,,,,
sa501261,Todd Glaesmann,bat,Glaesmann,Todd,,,,,,,,,,
sa501263,Austin Kirk,pit,Kirk,Austin,,,,,,,,,,
sa501266,Kyle Bellows,bat,Bellows,Kyle,,,,,,,,,,
sa501268,David Nick,bat,Nick,David,,,,,,,,,,
sa501270,Angelo Songco,bat,Songco,Angelo,,,,,,,,,,
sa501301,Derek Mccallum,bat,Mccallum,Derek,,,,,,,,,,
sa501303,Matthew Heidenreich,pit,Heidenreich,Matthew,,,,,,,,,,
sa501309,Darrell Ceciliani,bat,Ceciliani,Darrell,,,,,,,,,,
sa501327,Brooks Hall,pit,Hall,Brooks,,,,,,,,,,571736
sa501445,Adam Buschini,bat,Buschini,Adam,,,,,,,,,,
sa501446,Jeremy Hazelbaker,bat,Hazelbaker,Jeremy,,,,,,,,,,
sa501447,Lucas Bailey,bat,Bailey,Lucas,,,,,,,,,,
sa501448,Wes Hatton,bat,Hatton,Wes,,,,,,,,,,
sa501449,Miguel Pena,pit,Pena,Miguel,,,,,,,,,,
sa501450,Tyler Blandford,pit,Blandford,Tyler,,,,,,,,,,
sa501451,Jason Hagerty,bat,Hagerty,Jason,,,,,,,,,,
sa501452,Nathan Baker,pit,Baker,Nathan,,,,,,,,,,
sa501453,Ashur Tolliver,pit,Tolliver,Ashur,,,,,,,,,,
sa501455,Dan Tuttle,pit,Tuttle,Dan,,,,,,,,,,
sa501456,Austin Wood,pit,Wood,Austin,,,,,,,,,,
sa501457,Joe Sanders,bat,Sanders,Joe,,,,,,,,,,
sa501459,Steve Parker,bat,Parker,Steve,,,,,,,,,,
sa501460,Nicholas Mcbride,pit,Mcbride,Nicholas,,,,,,,,,,
sa501469,Chase Austin,bat,Austin,Chase,,,,,,,,,,
sa501472,Ryan Schimpf,bat,Schimpf,Ryan,,,,,,,,,,
sa501476,Brandon Wikoff,bat,Wikoff,Brandon,,,,,,,,,,
sa501479,Kyle Bellamy,pit,Bellamy,Kyle,,,,,,,,,,
sa501481,Damien Magnifico,pit,Magnifico,Damien,,,,,,,,,,
sa501483,Caleb Cotham,pit,Cotham,Caleb,,,,,,,,,,
sa501484,D'Vontrey Richardson,bat,Richardson,D'Vontrey,,,,,,,,,,
sa501487,Seth Schwindenhammer,bat,Schwindenhammer,Seth,,,,,,,,,,
sa501489,Jeff Malm,bat,Malm,Jeff,,,,,,,,,,
sa501490,Wes Darvill,bat,Darvill,Wes,,,,,,,,,,
sa501491,Casey Haerther,bat,Haerther,Casey,,,,,,,,,,
sa501494,Shaver Hansen,bat,Hansen,Shaver,,,,,,,,,,
sa501495,Brian Moran,pit,Moran,Brian,,,,,,,,,,
sa501496,James Needy,pit,Needy,James,,,,,,,,,,
sa501498,Zachary Von Rosenberg,pit,Von Rosenberg,Zachary,,,,,,,,,,
sa501499,Trent Stevenson,pit,Stevenson,Trent,,,,,,,,,,
sa501501,Matthew Graham,pit,Graham,Matthew,,,,,,,,,,
sa501502,Robert Hefflinger,bat,Hefflinger,Robert,,,,,,,,,,
sa501503,Josh Fellhauer,bat,Fellhauer,Josh,,,,,,,,,,
sa501504,Jamie Johnson,bat,Johnson,Jamie,,,,,,,,,,
sa501505,Ryan Woolley,pit,Woolley,Ryan,,,,,,,,,,
sa501507,Buddy Baumann,pit,Baumann,Buddy,,,,,,,,,,
sa501508,Mark Serrano,pit,Serrano,Mark,,,,,,,,,,
sa501511,Jordan Henry,bat,Henry,Jordan,,,,,,,,,,
sa501512,Daniel Fields,bat,Fields,Daniel,,,,,,,,,,571665
sa501513,Matt Helm,bat,Helm,Matt,,,,,,,,,,
sa501514,Brandon Martinez,pit,Martinez,Brandon,,,,,,,,,,
sa501515,Joshua Hodges,pit,Hodges,Joshua,,,,,,,,,,
sa501516,Egan Smith,pit,Smith,Egan,,,,,,,,,,
sa501520,Darin Gorski,pit,Gorski,Darin,7846,Gorski,Darin,,,,,,,
sa501521,Brody Colvin,pit,Colvin,Brody,,,,,,,,,,
sa501522,John Younginer,pit,Younginer,John,,,,,,,,,,
sa501523,Cody Rogers,bat,Rogers,Cody,,,,,,,,,,
sa501525,Jon Karcich,bat,Karcich,Jon,,,,,,,,,,
sa501527,Chris Balcom-Miller,pit,Balcom-Miller,Chris,,,,,,,,,,
sa501529,Ryan Ortiz,bat,Ortiz,Ryan,,,,,,,,,,
sa501531,Ruben Sierra,bat,Sierra,Ruben,,,,,,,,,,
sa501532,James Gillheeney,pit,Gillheeney,James,,,,,,,,,,
sa501536,Jan Vazquez,bat,Vazquez,Jan,,,,,,,,,,
sa501537,Trevor Coleman,bat,Coleman,Trevor,,,,,,,,,,
sa501540,Chris Fetter,pit,Fetter,Chris,,,,,,,,,,
sa501541,Kristopher Hobson,bat,Hobson,Kristopher,,,,,,,,,,
sa501544,Ryan Berry,pit,Berry,Ryan,,,,,,,,,,
sa501545,Colton Cain,pit,Cain,Colton,,,,,,,,,,
sa501546,Justin Collop,pit,Collop,Justin,,,,,,,,,,
sa501547,Evan Crawford,bat,Crawford,Evan,,,,,,,,,,
sa501548,Matt Weaver,bat,Weaver,Matt,,,,,,,,,,
sa501550,Brian Pearl,pit,Pearl,Brian,,,,,,,,,,
sa501551,John Murrian,bat,Murrian,John,,,,,,,,,,
sa501552,Robert Lyerly,bat,Lyerly,Robert,,,,,,,,,,
sa501554,Wes Musick,pit,Musick,Wes,,,,,,,,,,
sa501555,Steven Inch,pit,Inch,Steven,,,,,,,,,,
sa501556,Devin Harris,bat,Harris,Devin,,,,,,,,,,
sa501557,Ben Theriot,bat,Theriot,Ben,,,,,,,,,,
sa501558,Branden Kline,pit,Kline,Branden,,,,,,,,,,
sa501560,Myrio Richard,bat,Richard,Myrio,,,,,,,,,,
sa501561,Kyle Rose,bat,Rose,Kyle,,,,,,,,,,
sa501563,Juan Silva,bat,Silva,Juan,,,,,,,,,,
sa501564,Daniel Reynolds,pit,Reynolds,Daniel,,,,,,,,,,
sa501569,Bryant Hernandez,bat,Hernandez,Bryant,,,,,,,,,,
sa501570,Robert Gilliam,pit,Gilliam,Robert,,,,,,,,,,
sa501571,Paul Applebee,pit,Applebee,Paul,,,,,,,,,,
sa501573,Jobduan Morales,bat,Morales,Jobduan,,,,,,,,,,
sa501575,Vinnie Catricala,bat,Catricala,Vinnie,7582,Catricala,Vinnie,,,,,,,
sa501576,Nick Mccully,pit,Mccully,Nick,,,,,,,,,,
sa501578,Ryan Hinson,pit,Hinson,Ryan,,,,,,,,,,
sa501579,Jonathan Garcia,bat,Garcia,Jonathan,,,,,,,,,,
sa501589,Ryan Buch,pit,Buch,Ryan,,,,,,,,,,
sa501590,Jeff Glenn,bat,Glenn,Jeff,,,,,,,,,,
sa501594,Chad Stang,bat,Stang,Chad,,,,,,,,,,
sa501597,Aaron Northcraft,pit,Northcraft,Aaron,8413,Northcraft,Aaron,9847,Northcraft,Aaron,,RP,,573062
sa501599,Shannon Wilkerson,bat,Wilkerson,Shannon,,,,,,,,,,
sa501600,Brett Nommensen,bat,Nommensen,Brett,,,,,,,,,,
sa501602,Kendal Volz,pit,Volz,Kendal,,,,,,,,,,
sa501603,Robert Whitenack,pit,Whitenack,Robert,7053,Whitenack,Robert,,,,,,,
sa501605,Carlos Ramirez,bat,Ramirez,Carlos,,,,,,,,,,
sa501606,Justin Bloxom,bat,Bloxom,Justin,,,,,,,,,,
sa501607,Rich Jones,bat,Jones,Rich,,,,,,,,,,
sa501609,Tim Morris,bat,Morris,Tim,,,,,,,,,,
sa501612,Aaron Baker,bat,Baker,Aaron,,,,,,,,,,
sa501614,Michael Ohlman,bat,Ohlman,Michael,,,,,,,,,OHLMAN19901214A,572000
sa501615,John Eshleman,bat,Eshleman,John,,,,,,,,,,
sa501617,Chris Masters,pit,Masters,Chris,,,,,,,,,,
sa501618,Jacob Johnson,pit,Johnson,Jacob,,,,,,,,,,
sa501621,Avery Barnes,bat,Barnes,Avery,,,,,,,,,,
sa501623,Brett Brach,pit,Brach,Brett,,,,,,,,,,
sa501624,Michael Spina,bat,Spina,Michael,,,,,,,,,,
sa501626,Tyson Van Winkle,bat,Van Winkle,Tyson,,,,,,,,,,
sa501628,Scott Allen,pit,Allen,Scott,,,,,,,,,,
sa501631,Connor Powers,bat,Powers,Connor,,,,,,,,,,
sa501632,Andrew Carraway,pit,Carraway,Andrew,,,,,,,,,,
sa501634,Matthew Montgomery,pit,Montgomery,Matthew,,,,,,,,,,
sa501636,Alan Ahmady,bat,Ahmady,Alan,,,,,,,,,,
sa501637,Steve Bumbry,bat,Bumbry,Steve,,,,,,,,,,
sa501639,Sean Ochinko,bat,Ochinko,Sean,,,,,,,,,,
sa501640,Hector Hernandez,pit,Hernandez,Hector,,,,,,,,,,
sa501645,Josh Garton,bat,Garton,Josh,,,,,,,,,,
sa501646,Ronnie Richardson,bat,Richardson,Ronnie,,,,,,,,,,
sa501648,Erik Castro,bat,Castro,Erik,,,,,,,,,,
sa501649,Jimmy Ballinger,pit,Ballinger,Jimmy,,,,,,,,,,
sa501650,Sam Honeck,bat,Honeck,Sam,,,,,,,,,,
sa501651,Blake Dean,bat,Dean,Blake,,,,,,,,,,
sa501652,Neil Medchill,bat,Medchill,Neil,,,,,,,,,,
sa501654,Nick Ciolli,bat,Ciolli,Nick,,,,,,,,,,
sa501657,Vince Difazio,bat,Difazio,Vince,,,,,,,,,,
sa501660,Joe Colon,pit,Colon,Joe,,,,,,,,,,
sa501661,Jeremy Barnes,bat,Barnes,Jeremy,,,,,,,,,,
sa501663,Tyler Roberts,bat,Roberts,Tyler,,,,,,,,,,
sa501664,Alex Koronis,pit,Koronis,Alex,,,,,,,,,,
sa501665,Brian Cavazos-Galvez,bat,Cavazos-Galvez,Brian,,,,,,,,,,
sa501667,Kyle Jensen,bat,Jensen,Kyle,7713,Jensen,Kyle,,,,,,,571812
sa501670,Brandon Jacobs,bat,Jacobs,Brandon,7898,Jacobs,Brandon,,,,,,,
sa501672,Bryson Namba,bat,Namba,Bryson,,,,,,,,,,
sa501675,Tony Davis,pit,Davis,Tony,,,,,,,,,,
sa501676,Kyle Colligan,bat,Colligan,Kyle,,,,,,,,,,
sa501677,Jim Ewing,bat,Ewing,Jim,,,,,,,,,,
sa501679,Brett Gerritse,pit,Gerritse,Brett,,,,,,,,,,
sa501681,Patrick Lehman,pit,Lehman,Patrick,,,,,,,,,,
sa501682,Nick Hernandez,pit,Hernandez,Nick,,,,,,,,,,
sa501684,Matthew Cerione,bat,Cerione,Matthew,,,,,,,,,,
sa501686,Andrew Bellatti,pit,Bellatti,Andrew,,,,,,,,,,
sa501688,Walker Gourley,bat,Gourley,Walker,,,,,,,,,,
sa501690,Travis Witherspoon,bat,Witherspoon,Travis,6354,Witherspoon,Travis,,,,,,,
sa501691,Nicholas Greenwood,pit,Greenwood,Nicholas,,,,,,,,,,
sa501692,Ty Kelly,bat,Kelly,Ty,8606,Kelly,Ty,,,,,,KELLY19880720A,
sa501693,Shawn Sanford,pit,Sanford,Shawn,,,,,,,,,,
sa501695,David Baker,pit,Baker,David,,,,,,,,,,
sa501696,Jordan Kreke,bat,Kreke,Jordan,,,,,,,,,,
sa501701,Cory Harrilchak,bat,Harrilchak,Cory,,,,,,,,,,
sa501702,Tim Crabbe,pit,Crabbe,Tim,,,,,,,,,,
sa501704,Matt Lollis,pit,Lollis,Matt,,,,,,,,,,
sa501710,Michael Rockett,bat,Rockett,Michael,,,,,,,,,,
sa501711,Crawford Simmons,pit,Simmons,Crawford,,,,,,,,,,
sa501718,Kyle Smith,bat,Smith,Kyle,,,,,,,,,,
sa501720,Bennett Pickar,bat,Pickar,Bennett,,,,,,,,,,
sa501721,Brent Greer,bat,Greer,Brent,,,,,,,,,,
sa501722,Murphy Smith,pit,Smith,Murphy,,,,,,,,,,
sa501723,Casio Grider,bat,Grider,Casio,,,,,,,,,,
sa501724,Jim Walczak,pit,Walczak,Jim,,,,,,,,,,
sa501726,Mark Appel,pit,Appel,Mark,,,,9576,Appel,Mark,,SP,,
sa501729,Tyler Gagnon,pit,Gagnon,Tyler,,,,,,,,,,
sa501732,Anthony Aliotti,bat,Aliotti,Anthony,,,,,,,,,,
sa501734,Patrick Schuster,pit,Schuster,Patrick,,,,,,,,,,
sa501737,Lance Durham,bat,Durham,Lance,,,,,,,,,,
sa501740,Mike Rayl,pit,Rayl,Mike,,,,,,,,,,
sa501741,Dan Black,bat,Black,Dan,,,,,,,,,,
sa501745,Graham Stoneburner,pit,Stoneburner,Graham,,,,,,,,,,
sa501747,Mike Brownstein,bat,Brownstein,Mike,,,,,,,,,,
sa501748,David Narodowski,bat,Narodowski,David,,,,,,,,,,
sa501749,Jacob Stewart,bat,Stewart,Jacob,,,,,,,,,,
sa501750,Jeffrey Hunt,bat,Hunt,Jeffrey,,,,,,,,,,
sa501753,Chad Cregar,bat,Cregar,Chad,,,,,,,,,,
sa501754,Zach Quate,pit,Quate,Zach,,,,,,,,,,
sa501755,David Washington,bat,Washington,David,,,,,,,,,,
sa501758,Sam Selman,pit,Selman,Sam,,,,,,,,,,
sa501760,Cameron Bayne,pit,Bayne,Cameron,,,,,,,,,,
sa501762,Steven Liddle,bat,Liddle,Steven,,,,,,,,,,
sa501766,Deangelo Mack,bat,Mack,Deangelo,,,,,,,,,,
sa501768,Austin Hyatt,pit,Hyatt,Austin,,,,,,,,,,
sa501771,Pierce Johnson,pit,Johnson,Pierce,,,,9559,Johnson,Pierce,,SP,,
sa501774,Michael Nesseth,pit,Nesseth,Michael,,,,,,,,,,
