fg_id,fg_name,role,fg_last,fg_first,bbm_id,bbm_last,bbm_first,yh_id,yh_last,yh_first,yh_team,yh_pos,howe_id,mlb_id
sa548553,Neil Holland,pit,Holland,Neil,,,,,,,,,,
sa548554,Alonzo Gonzalez,pit,Gonzalez,Alonzo,,,,,,,,,,
sa548555,Alex Mcclure,bat,Mcclure,Alex,,,,,,,,,,
sa548637,Domingo German,pit,German,Domingo,,,,,,,,,,
sa548638,Fernando Pujadas,bat,Pujadas,Fernando,,,,,,,,,,
sa548641,Miguel Leal,bat,Leal,Miguel,,,,,,,,,,
sa548643,Robinson Torres,bat,Torres,Robinson,,,,,,,,,,
sa548718,Jose Arias,pit,Arias,Jose,,,,,,,,,,
sa548722,Eduardo Rodriguez,pit,Rodriguez,Eduardo,,,,9546,Rodriguez,Eduardo,,SP,RODRIGUEZ19930407A,
sa548930,Austin Hubbard,pit,Hubbard,Austin,,,,,,,,,,
sa549067,Adam Kolarek,pit,Kolarek,Adam,,,,,,,,,,
sa549069,Wade Kirkland,bat,Kirkland,Wade,,,,,,,,,,
sa549070,Shane Opitz,bat,Opitz,Shane,,,,,,,,,,
sa549071,James Mcdonald,bat,Mcdonald,James,,,,,,,,,,
sa549076,Christopher Hanna,pit,Hanna,Christopher,,,,,,,,,,
sa549077,Grant Dayton,pit,Dayton,Grant,,,,,,,,,,594795
sa549079,Benjamin Freeman,pit,Freeman,Benjamin,,,,,,,,,,
sa549082,Lucas Leblanc,bat,Leblanc,Lucas,,,,,,,,,,
sa549087,Riley Hornback,bat,Hornback,Riley,,,,,,,,,,
sa549088,Daniel Hernandez,pit,Hernandez,Daniel,,,,,,,,,,
sa549089,Blake Cooper,pit,Cooper,Blake,,,,,,,,,,
sa549090,Bret Mitchell,pit,Mitchell,Bret,,,,,,,,,,
sa549091,Andrew Robinson,pit,Robinson,Andrew,,,,,,,,,,
sa549092,Christopher Franklin,pit,Franklin,Christopher,,,,,,,,,,
sa549098,Austin Reed,pit,Reed,Austin,,,,,,,,,,
sa549099,Phil Wunderlich,bat,Wunderlich,Phil,,,,,,,,,,
sa549102,Barrett Kleinknecht,bat,Kleinknecht,Barrett,,,,,,,,,,
sa549103,Austin Wilson,bat,Wilson,Austin,,,,,,,,,,
sa549105,Tyler Knigge,pit,Knigge,Tyler,,,,,,,,,,
sa549108,Daniel Burawa,pit,Burawa,Daniel,,,,,,,,,BURAWA19881230A,
sa549109,Christopher Kirsch,pit,Kirsch,Christopher,,,,,,,,,,
sa549111,Jeremy Nowak,bat,Nowak,Jeremy,,,,,,,,,,
sa549112,Jon Gray,pit,Gray,Jon,,,,9567,Gray,Jon,,SP,GRAY19911105A,
sa549116,Ulises Montilla,bat,Montilla,Ulises,,,,,,,,,,
sa549118,Lucas O'Rear,pit,O'Rear,Lucas,,,,,,,,,,
sa549119,Michael Mosby,bat,Mosby,Michael,,,,,,,,,,
sa549120,Ty Linton,bat,Linton,Ty,,,,,,,,,,
sa549122,Jordan Scott,bat,Scott,Jordan,,,,,,,,,,
sa549123,J.C. Menna,pit,Menna,J.C.,,,,,,,,,,
sa549124,Dayton Marze,pit,Marze,Dayton,,,,,,,,,,
sa549125,Michael Blanke,bat,Blanke,Michael,,,,,,,,,,
sa549126,Mike Walker,bat,Walker,Mike,,,,,,,,,,
sa549128,Gabriel Ynoa,pit,Ynoa,Gabriel,,,,,,,,,,
sa549134,Jose Figuereo,pit,Figuereo,Jose,,,,,,,,,,
sa549138,Taylor Reid,pit,Reid,Taylor,,,,,,,,,,
sa549139,Chace Numata,bat,Numata,Chace,,,,,,,,,,
sa549143,David Freitas,bat,Freitas,David,,,,,,,,,,
sa549144,Drew Maggi,bat,Maggi,Drew,,,,,,,,,,
sa549145,Joe Oliveira,bat,Oliveira,Joe,,,,,,,,,,
sa549148,Sean Dwyer,bat,Dwyer,Sean,,,,,,,,,,
sa549168,Michael Polk,bat,Polk,Michael,,,,,,,,,,
sa549169,Brandon Drury,bat,Drury,Brandon,,,,9853,Drury,Brandon,,SS,DRURY19920821A,
sa549170,Ryan O'Rourke,pit,O'Rourke,Ryan,,,,,,,,,,
sa549171,Kentrell Dewitt,bat,Dewitt,Kentrell,,,,,,,,,,
sa549174,Jesse Bosnik,bat,Bosnik,Jesse,,,,,,,,,,
sa549175,Keith Couch,pit,Couch,Keith,,,,,,,,,,
sa549177,Bryant George,pit,George,Bryant,,,,,,,,,,
sa549178,Christopher Austin,bat,Austin,Christopher,,,,,,,,,,
sa549182,Brandon Henderson,pit,Henderson,Brandon,,,,,,,,,,
sa549183,Mario Alcantara,pit,Alcantara,Mario,,,,,,,,,,
sa549185,Chadwick Kaalekahi,pit,Kaalekahi,Chadwick,,,,,,,,,,
sa549186,Robertson Valdez,bat,Valdez,Robertson,,,,,,,,,,
sa549187,Corey Brownsten,bat,Brownsten,Corey,,,,,,,,,,
sa549189,Miguel Ferreras,pit,Ferreras,Miguel,,,,,,,,,,
sa549192,Ronald Bueno,bat,Bueno,Ronald,,,,,,,,,,
sa549195,Wandy Peralta,pit,Peralta,Wandy,,,,,,,,,,
sa549199,Vianney Mayo,pit,Mayo,Vianney,,,,,,,,,,
sa549200,Ryan Rodebaugh,pit,Rodebaugh,Ryan,,,,,,,,,,
sa549201,Ryan Fisher,bat,Fisher,Ryan,,,,,,,,,,
sa549202,William Swanner,bat,Swanner,William,,,,,,,,,,
sa549204,Jossiel Martinez,pit,Martinez,Jossiel,,,,,,,,,,
sa549205,Jackson Mateo,pit,Mateo,Jackson,,,,,,,,,,
sa549206,Angel Rojas,bat,Rojas,Angel,,,,,,,,,,
sa549208,Victor Ovalles,bat,Ovalles,Victor,,,,,,,,,,
sa549213,Matthew Curry,bat,Curry,Matthew,,,,,,,,,,
sa549215,Charles Byrne,pit,Byrne,Charles,,,,,,,,,,
sa549217,Ryan Fraser,pit,Fraser,Ryan,,,,,,,,,,
sa549224,Ronard Castillo,bat,Castillo,Ronard,,,,,,,,,,
sa549225,Hansel De Los Santos,pit,De Los Santos,Hansel,,,,,,,,,,
sa549228,Rodolfo Penalo,bat,Penalo,Rodolfo,,,,,,,,,,
sa549252,Edward Mccray,pit,Mccray,Edward,,,,,,,,,,
sa549254,Jordan Shipers,pit,Shipers,Jordan,,,,,,,,,,
sa549257,Ryan Strausborger,bat,Strausborger,Ryan,,,,,,,,,,
sa549259,Austin Fleet,pit,Fleet,Austin,,,,,,,,,,
sa549263,Evan Rutckyj,pit,Rutckyj,Evan,,,,,,,,,,
sa549265,Ryan Hafner,pit,Hafner,Ryan,,,,,,,,,,
sa549266,David Richardson,pit,Richardson,David,,,,,,,,,,
sa549270,Aaron Siliga,bat,Siliga,Aaron,,,,,,,,,,
sa549271,Derek Eitel,pit,Eitel,Derek,,,,,,,,,,
sa549272,Tyler Burnett,bat,Burnett,Tyler,,,,,,,,,,
sa549273,Wesley Cunningham,bat,Cunningham,Wesley,,,,,,,,,,
sa549274,Drew Tyson,pit,Tyson,Drew,,,,,,,,,,
sa549275,Myles Jaye,pit,Jaye,Myles,,,,,,,,,,
sa549276,Brent Peterson,bat,Peterson,Brent,,,,,,,,,,
sa549278,Cody Anderson,pit,Anderson,Cody,,,,,,,,,,
sa549280,Stefan Sabol,bat,Sabol,Stefan,,,,,,,,,,
sa549283,Zachary Neal,pit,Neal,Zachary,,,,,,,,,,
sa549286,Ryan Casteel,bat,Casteel,Ryan,,,,,,,,,,
sa549287,Logan Bawcom,pit,Bawcom,Logan,,,,,,,,,,594747
sa549288,Jason Garcia,pit,Garcia,Jason,,,,,,,,,,
sa549289,Kevin Moesquit,bat,Moesquit,Kevin,,,,,,,,,,
sa549292,Chase Lyles,bat,Lyles,Chase,,,,,,,,,,
sa549293,Kelson Brown,bat,Brown,Kelson,,,,,,,,,,
sa549296,Hamilton Bennett,pit,Bennett,Hamilton,,,,,,,,,,
sa549299,Daniel Adamson,bat,Adamson,Daniel,,,,,,,,,,
sa549302,Adam Melker,bat,Melker,Adam,,,,,,,,,,
sa549303,Stephen Mcquail,bat,Mcquail,Stephen,,,,,,,,,,
sa549308,Wade Moore,bat,Moore,Wade,,,,,,,,,,
sa549310,Chris Winder,bat,Winder,Chris,,,,,,,,,,
sa549311,Austin Knight,bat,Knight,Austin,,,,,,,,,,
sa549312,Michael Rooney,bat,Rooney,Michael,,,,,,,,,,
sa549319,Jimmy Jacquot,bat,Jacquot,Jimmy,,,,,,,,,,
sa549321,Michael Fabiaschi,bat,Fabiaschi,Michael,,,,,,,,,,
sa549322,Kyung-Min Na,bat,Na,Kyung-Min,,,,,,,,,,
sa549323,Daniel Meeley,bat,Meeley,Daniel,,,,,,,,,,
sa549324,Yazy Arbelo,bat,Arbelo,Yazy,,,,,,,,,,
sa549325,Jimmy Comerota,bat,Comerota,Jimmy,,,,,,,,,,
sa549344,Justin Miller,bat,Miller,Justin,,,,,,,,,,
sa549348,Hunter Carnevale,pit,Carnevale,Hunter,,,,,,,,,,
sa549351,Shawn Teufel,pit,Teufel,Shawn,,,,,,,,,,
sa549352,Craige Lyerly,bat,Lyerly,Craige,,,,,,,,,,
sa549354,Scott Copeland,pit,Copeland,Scott,,,,,,,,,,
sa549355,Jonathan Burnette,bat,Burnette,Jonathan,,,,,,,,,,
sa549360,Robert Anston,bat,Anston,Robert,,,,,,,,,,
sa549361,Jeff Arnold,bat,Arnold,Jeff,,,,,,,,,,
sa549365,Oscar Garcia,bat,Garcia,Oscar,,,,,,,,,,
sa549369,Albertin Chavez,bat,Chavez,Albertin,,,,,,,,,,
sa549374,Sebastian Vader,pit,Vader,Sebastian,,,,,,,,,,
sa549381,Kris Bryant,bat,Bryant,Kris,,,,9558,Bryant,Kris,,3B,BRYANT19920104A,
sa549382,Robert Maddox,bat,Maddox,Robert,,,,,,,,,,
sa549384,Willy Kesler,pit,Kesler,Willy,,,,,,,,,,
sa549392,Boone Whiting,pit,Whiting,Boone,,,,,,,,,,
sa549397,Kevin Jacob,pit,Jacob,Kevin,,,,,,,,,,
sa549398,Omar Renteria,bat,Renteria,Omar,,,,,,,,,,
sa549425,Aaron Dudley,bat,Dudley,Aaron,,,,,,,,,,
sa549427,Alfredo Lopez,bat,Lopez,Alfredo,,,,,,,,,,
sa549433,Casey Lawrence,pit,Lawrence,Casey,,,,,,,,,,
sa549441,Rowan Wick,bat,Wick,Rowan,,,,,,,,,,
sa549447,Chad Oberacker,bat,Oberacker,Chad,,,,,,,,,,
sa549449,Daniel Palka,bat,Palka,Daniel,,,,,,,,,,
sa549450,Benjamin Carhart,bat,Carhart,Benjamin,,,,,,,,,,
sa549451,Eric Jaffe,pit,Jaffe,Eric,,,,,,,,,,
sa549455,Cameron Conner,bat,Conner,Cameron,,,,,,,,,,
sa549458,Chris Berset,bat,Berset,Chris,,,,,,,,,,
sa549461,Matthew Bischoff,pit,Bischoff,Matthew,,,,,,,,,,
sa549462,Forrest Snow,pit,Snow,Forrest,,,,,,,,,,
sa549463,Yao-Lin Wang,pit,Wang,Yao-Lin,,,,,,,,,,
sa549464,Joseph Zeller,pit,Zeller,Joseph,,,,,,,,,,
sa549467,Tyler White,pit,White,Tyler,,,,,,,,,,
sa549474,Cody Martin,pit,Martin,Cody,,,,,,,,,,
sa549480,Trevor Martin,bat,Martin,Trevor,,,,,,,,,,
sa549483,Kevin Walter,pit,Walter,Kevin,,,,,,,,,,
sa549485,Roderick Shoulders,bat,Shoulders,Roderick,,,,,,,,,,
sa549486,Kevin Johnson,pit,Johnson,Kevin,,,,,,,,,,
sa549488,Michael Liberto,bat,Liberto,Michael,,,,,,,,,,
sa549489,Owen Dew,pit,Dew,Owen,,,,,,,,,,
sa549491,Aaron Blair,pit,Blair,Aaron,,,,9852,Blair,Aaron,,SP,,
sa549493,Chris Marlowe,pit,Marlowe,Chris,,,,,,,,,,
sa549494,Josh Smith,pit,Smith,Josh,,,,,,,,,,
sa549495,Tyler Jones,pit,Jones,Tyler,,,,,,,,,,
sa549496,Kevin Shackelford,pit,Shackelford,Kevin,,,,,,,,,,594992
sa549498,Adam Liberatore,pit,Liberatore,Adam,,,,,,,,,,
sa549499,Luke Guarnaccia,bat,Guarnaccia,Luke,,,,,,,,,,
sa549500,William Beckwith,bat,Beckwith,William,,,,,,,,,,
sa549502,Zachary Arneson,pit,Arneson,Zachary,,,,,,,,,,
sa549503,Chris Giovinazzo,bat,Giovinazzo,Chris,,,,,,,,,,
sa549507,Max Kepler,bat,Kepler,Max,,,,,,,,,,596146
sa549511,Chris Petrini,pit,Petrini,Chris,,,,,,,,,,
sa549515,Ryan Query,bat,Query,Ryan,,,,,,,,,,
sa549517,Cameron Selik,pit,Selik,Cameron,,,,,,,,,,
sa549520,Andy Fermin,bat,Fermin,Andy,,,,,,,,,,
sa549522,Jeremy Erben,pit,Erben,Jeremy,,,,,,,,,,
sa549523,Pierce Rankin,bat,Rankin,Pierce,,,,,,,,,,
sa549524,Brandon Brown,bat,Brown,Brandon,,,,,,,,,,
sa549525,Bryan Longpre,pit,Longpre,Bryan,,,,,,,,,,
sa549526,Brandon Berl,pit,Berl,Brandon,,,,,,,,,,
sa549527,Aaron Westlake,bat,Westlake,Aaron,,,,,,,,,,
sa549536,Juniel Querecuto,bat,Querecuto,Juniel,,,,,,,,,,
sa549538,Jose Vinicio,bat,Vinicio,Jose,,,,,,,,,,
sa549540,James Kang,bat,Kang,James,,,,,,,,,,
sa549541,Sergio Gomez,pit,Gomez,Sergio,,,,,,,,,,
sa549549,Kevin Mort,bat,Mort,Kevin,,,,,,,,,,
sa549555,Gary Sanchez,bat,Sanchez,Gary,7560,Sanchez,Gary,9097,Sanchez,Gary,NYY,C,SANCHEZ19921202A,596142
sa549556,Fu-Lin Kuo,bat,Kuo,Fu-Lin,,,,,,,,,,
sa549558,Viosergy Rosa,bat,Rosa,Viosergy,,,,,,,,,,
sa549565,Jonathan Musser,pit,Musser,Jonathan,,,,,,,,,,
sa549566,Noel Cuevas,bat,Cuevas,Noel,,,,,,,,,,
sa549568,Gary Mitchell,bat,Mitchell,Gary,,,,,,,,,,
sa549571,Stephen Landazuri,pit,Landazuri,Stephen,,,,,,,,,,
sa549576,Robert Haney,bat,Haney,Robert,,,,,,,,,,
sa549577,Steven Ramos,bat,Ramos,Steven,,,,,,,,,,
sa549584,Tyler Clark,pit,Clark,Tyler,,,,,,,,,,
sa549585,Brennan Smith,pit,Smith,Brennan,,,,,,,,,,
sa549593,Matt Johnson,pit,Johnson,Matt,,,,,,,,,,
sa549594,John Whitaker,bat,Whitaker,John,,,,,,,,,,
sa549595,Michael Ynoa,pit,Ynoa,Michael,8499,Ynoa,Michael,,,,,,,573589
sa549596,Zhi Fang Pan,bat,Pan,Zhi Fang,,,,,,,,,,
sa549597,Michael Earley,bat,Earley,Michael,,,,,,,,,,
sa549598,Chris Jarrett,bat,Jarrett,Chris,,,,,,,,,,
sa549599,Eric Groff,bat,Groff,Eric,,,,,,,,,,
sa549600,Reggie Keen,bat,Keen,Reggie,,,,,,,,,,
sa549602,Gregory Hopkins,bat,Hopkins,Gregory,,,,,,,,,,
sa549603,John Dishon,bat,Dishon,John,,,,,,,,,,
sa549605,Brent Dean,bat,Dean,Brent,,,,,,,,,,
sa549611,Anthony Aguilera,bat,Aguilera,Anthony,,,,,,,,,,
sa549612,Brandon Decker,bat,Decker,Brandon,,,,,,,,,,
sa549616,Michael Bolaski,bat,Bolaski,Michael,,,,,,,,,,
sa549621,Dominic D'Anna,bat,D'Anna,Dominic,,,,,,,,,,
sa549626,Ji-Man Choi,bat,Choi,Ji-Man,,,,9623,Choi,Ji-Man,,1B,,596847
sa549627,Guillermo Pimentel,bat,Pimentel,Guillermo,,,,,,,,,,
sa549628,Alfredo Morales,bat,Morales,Alfredo,,,,,,,,,,
sa549629,Seon Gi Kim,pit,Gi Kim,Seon,,,,,,,,,,
sa549633,Bryan Altman,bat,Altman,Bryan,,,,,,,,,,
sa549634,Cheslor Cuthbert,bat,Cuthbert,Cheslor,,,,,,,,,,596144
sa549635,Jin-Ho Shin,bat,Shin,Jin-Ho,,,,,,,,,,
sa549636,Jose Rodriguez,bat,Rodriguez,Jose,,,,,,,,,,
sa549637,Jason Mitchell,pit,Mitchell,Jason,,,,,,,,,,
sa549641,Nick Shaw,bat,Shaw,Nick,,,,,,,,,,
sa549644,Robert Garvey,bat,Garvey,Robert,,,,,,,,,,
sa549646,Anthony Gallas,bat,Gallas,Anthony,,,,,,,,,,
sa549647,Robel Garcia,bat,Garcia,Robel,,,,,,,,,,
sa549648,Jorge Martinez,bat,Martinez,Jorge,,,,,,,,,,
sa549649,Juan Romero,bat,Romero,Juan,,,,,,,,,,
sa549653,Tyler Vail,pit,Vail,Tyler,,,,,,,,,,
sa549660,Roberto Padilla,pit,Padilla,Roberto,,,,,,,,,,
sa549661,Drew Martinez,bat,Martinez,Drew,,,,,,,,,,
sa549662,Zachary Thornton,pit,Thornton,Zachary,,,,,,,,,,
sa549664,Randy Fontanez,pit,Fontanez,Randy,,,,,,,,,,
sa549666,Matthew Loosen,pit,Loosen,Matthew,,,,,,,,,,
sa549667,Jandy Sena,pit,Sena,Jandy,,,,,,,,,,
sa549668,Dominic Ficociello,bat,Ficociello,Dominic,,,,,,,,,,
sa549673,Alec Asher,pit,Asher,Alec,,,,,,,,,,
sa549676,Justin Howard,bat,Howard,Justin,,,,,,,,,,
sa549677,Timothy Adleman,pit,Adleman,Timothy,,,,,,,,,,
sa549679,Andrew Triggs,pit,Triggs,Andrew,,,,,,,,,,
sa549680,Patrick Doyle,pit,Doyle,Patrick,,,,,,,,,,
sa549689,Christian Meza,pit,Meza,Christian,,,,,,,,,,
sa549695,Brian Mcconkey,bat,Mcconkey,Brian,,,,,,,,,,
sa549697,Jose Fernandez,bat,Fernandez,Jose,,,,,,,,,,
sa549700,Dayan Diaz,pit,Diaz,Dayan,,,,,,,,,,
sa549703,Juan Urbina,pit,Urbina,Juan,,,,,,,,,,
sa549713,Dan Barnes,pit,Barnes,Dan,,,,,,,,,,
sa549718,Jonathan Dooley,pit,Dooley,Jonathan,,,,,,,,,,
sa549721,Josue Montanez,pit,Montanez,Josue,,,,,,,,,,
sa549722,Dovydas Neverauskas,pit,Neverauskas,Dovydas,,,,,,,,,,
sa549725,Daniel Renken,pit,Renken,Daniel,,,,,,,,,,
sa549729,Jacob Brown,pit,Brown,Jacob,,,,,,,,,,
sa549730,Matt Spann,pit,Spann,Matt,,,,,,,,,,
sa549736,Jeff Ferrell,pit,Ferrell,Jeff,,,,,,,,,,
sa549740,Chase Johnson,pit,Johnson,Chase,,,,,,,,,,
sa549742,Scott Schebler,bat,Schebler,Scott,,,,,,,,,,
sa549744,Jordan Keegan,bat,Keegan,Jordan,,,,,,,,,,
sa549745,Andy Leer,bat,Leer,Andy,,,,,,,,,,
sa549746,Dakota Robinson,pit,Robinson,Dakota,,,,,,,,,,
sa549747,Dustin Geiger,bat,Geiger,Dustin,,,,,,,,,,
sa549748,Richard James Hively,pit,Hively,Richard James,,,,,,,,,,
sa549753,Austin Urban,pit,Urban,Austin,,,,,,,,,,
sa549759,Ken Roberts,pit,Roberts,Ken,,,,,,,,,,
sa549760,Seth Frankoff,pit,Frankoff,Seth,,,,,,,,,,
sa549762,Eric Arce,bat,Arce,Eric,,,,,,,,,,
sa549763,Joel Bender,pit,Bender,Joel,,,,,,,,,,
sa549767,Tyler Lockwood,pit,Lockwood,Tyler,,,,,,,,,,
sa549768,Bryan Harper,pit,Harper,Bryan,,,,,,,,,,
sa549771,Alexander Claudio,pit,Claudio,Alexander,,,,,,,,,,
sa549772,Brandon Cunniff,pit,Cunniff,Brandon,,,,,,,,,CUNNIFF19881007A,
sa549774,Eric Sim,bat,Sim,Eric,,,,,,,,,,
sa549775,Aiden Lucas,pit,Lucas,Aiden,,,,,,,,,,
sa549780,Keith Hessler,pit,Hessler,Keith,,,,,,,,,,
sa549784,Chad Rogers,pit,Rogers,Chad,,,,,,,,,,572090
sa549785,Tom Windle,pit,Windle,Tom,,,,,,,,,,
sa549786,Michael Quesada,bat,Quesada,Michael,,,,,,,,,,
sa549793,Jesus Campos,bat,Campos,Jesus,,,,,,,,,,
sa549800,Alex Marquez,bat,Marquez,Alex,,,,,,,,,,
sa549803,Jake Floethe,pit,Floethe,Jake,,,,,,,,,,
sa549804,Tim Griffin,pit,Griffin,Tim,,,,,,,,,,
sa549808,Casey Harman,pit,Harman,Casey,,,,,,,,,,
sa549814,Jeff Urlaub,pit,Urlaub,Jeff,,,,,,,,,,
sa549815,John Kukuruda,pit,Kukuruda,John,,,,,,,,,,
sa549817,Kylin Turnbull,pit,Turnbull,Kylin,,,,,,,,,,
sa549818,Jamaal Hawkins,bat,Hawkins,Jamaal,,,,,,,,,,
sa549827,Brian Ragira,bat,Ragira,Brian,,,,,,,,,,
sa549828,Brian Pointer,bat,Pointer,Brian,,,,,,,,,,
sa549829,Jose Cuevas,bat,Cuevas,Jose,,,,,,,,,,
sa549830,Ryan Bradley,pit,Bradley,Ryan,,,,,,,,,,
sa549842,Jason Townsend,pit,Townsend,Jason,,,,,,,,,,
sa549843,Paul Davis,pit,Davis,Paul,,,,,,,,,,
sa549844,Taylor Smith-Brennan,bat,Smith-Brennan,Taylor,,,,,,,,,,
sa549854,Jack Reinheimer,bat,Reinheimer,Jack,,,,,,,,,,
sa549859,Derek Cone,pit,Cone,Derek,,,,,,,,,,
sa549860,Hunter Renfroe,bat,Renfroe,Hunter,,,,9889,Renfroe,Hunter,,OF,,
sa549863,Ryan Sherriff,pit,Sherriff,Ryan,,,,,,,,,,
sa549867,Qualon Millender,bat,Millender,Qualon,,,,,,,,,,
sa549868,Drew Lee,bat,Lee,Drew,,,,,,,,,,
sa549873,Bryce Lane,bat,Lane,Bryce,,,,,,,,,,
sa549876,Ryan Jenkins,bat,Jenkins,Ryan,,,,,,,,,,
sa549877,Sean Murphy,pit,Murphy,Sean,,,,,,,,,,
sa549880,Melvin Garcia,bat,Garcia,Melvin,,,,,,,,,,
sa549887,Patrick Elkins,bat,Elkins,Patrick,,,,,,,,,,
sa549888,Christopher Edmondson,bat,Edmondson,Christopher,,,,,,,,,,
sa549898,Jerod Yakubik,bat,Yakubik,Jerod,,,,,,,,,,
sa549901,Pin-Chieh Chen,bat,Chen,Pin-Chieh,,,,,,,,,,
sa549903,Aaron Kurcz,pit,Kurcz,Aaron,,,,,,,,,,
sa549906,Felix Sterling,pit,Sterling,Felix,,,,,,,,,,
sa549912,Thomas Mittelstaedt,bat,Mittelstaedt,Thomas,,,,,,,,,,
sa549913,Stephen Shackleford,pit,Shackleford,Stephen,,,,,,,,,,
sa549914,Jacob Dunnington,pit,Dunnington,Jacob,,,,,,,,,,
sa549926,D.J. Peterson,bat,Peterson,D.J.,,,,9622,Peterson,D.J.,,3B,,
sa549933,D'Andre Toney,bat,Toney,D'Andre,,,,,,,,,,
sa549935,Todd Mcinnis,pit,Mcinnis,Todd,,,,,,,,,,
sa549937,Jarrett Casey,pit,Casey,Jarrett,,,,,,,,,,
sa549938,Robert Stumpo,bat,Stumpo,Robert,,,,,,,,,,
sa549941,Eric Cendejas,pit,Cendejas,Eric,,,,,,,,,,
sa549944,Samuel Starr,bat,Starr,Samuel,,,,,,,,,,
sa549945,Mark Blackmar,pit,Blackmar,Mark,,,,,,,,,,
sa549949,Brandon Dailey,bat,Dailey,Brandon,,,,,,,,,,
sa549952,Clay Jones,bat,Jones,Clay,,,,,,,,,,
sa549953,Ryan Delgado,bat,Delgado,Ryan,,,,,,,,,,
sa549956,Nolan Sanburn,pit,Sanburn,Nolan,,,,,,,,,,
sa549965,Kramer Sneed,pit,Sneed,Kramer,,,,,,,,,,
sa549970,Michael Gleason,pit,Gleason,Michael,,,,,,,,,,
sa549979,Jesen Dygestile-Therrien,pit,Dygestile-Therrien,Jesen,,,,,,,,,,
sa549985,Konner Wade,pit,Wade,Konner,,,,,,,,,,
sa549993,John Spatola,bat,Spatola,John,,,,,,,,,,
sa550001,Mills Rogers,bat,Rogers,Mills,,,,,,,,,,
sa550003,Chris Anderson,pit,Anderson,Chris,,,,,,,,,,
sa550007,Chuck Ghysels,pit,Ghysels,Chuck,,,,,,,,,,
sa550008,Benjamin Griset,pit,Griset,Benjamin,,,,,,,,,,
sa550010,Cody Hall,pit,Hall,Cody,,,,,,,,,HALL19880106A,
sa550014,Taylor Ard,bat,Ard,Taylor,,,,,,,,,,
sa550017,Jared Rogers,pit,Rogers,Jared,,,,,,,,,,
sa550020,Drew Benes,pit,Benes,Drew,,,,,,,,,,
sa550025,J.T. Riddle,bat,Riddle,J.T.,,,,,,,,,,
sa550026,William Oliver,pit,Oliver,William,,,,,,,,,,
sa550027,Nick Lee,pit,Lee,Nick,,,,,,,,,,
sa550030,Nick Graffeo,pit,Graffeo,Nick,,,,,,,,,,
sa550039,Brian Streilein,pit,Streilein,Brian,,,,,,,,,,
sa550042,Nicholas Sawyer,pit,Sawyer,Nicholas,,,,,,,,,,
sa550044,Christopher Lee,pit,Lee,Christopher,,,,,,,,,,
sa550047,Chad Noble,bat,Noble,Chad,,,,,,,,,,
sa550051,Jesse Hernandez,pit,Hernandez,Jesse,,,,,,,,,,
sa550058,Demondre Arnold,pit,Arnold,Demondre,,,,,,,,,,
sa550060,Carlos Lopez,bat,Lopez,Carlos,,,,,,,,,,
sa550064,Christopher Squires,pit,Squires,Christopher,,,,,,,,,,
sa550065,Jake Sisco,pit,Sisco,Jake,,,,,,,,,,
sa550067,Bradley Salgado,bat,Salgado,Bradley,,,,,,,,,,
sa550071,Jeremy Fitzgerald,pit,Fitzgerald,Jeremy,,,,,,,,,,
sa550075,Cameron Hobson,pit,Hobson,Cameron,,,,,,,,,,
sa550081,Logan Davis,bat,Davis,Logan,,,,,,,,,,
sa550086,James Ramsay,bat,Ramsay,James,,,,,,,,,,
sa550095,Krishawn Holley,pit,Holley,Krishawn,,,,,,,,,,
sa550097,Jacob May,bat,May,Jacob,,,,,,,,,,
sa550102,Sam Bates,bat,Bates,Sam,,,,,,,,,,
sa550115,Lee Orr,bat,Orr,Lee,,,,,,,,,,
sa550116,Conrad Gregor,bat,Gregor,Conrad,,,,,,,,,,
sa550117,Brian Smith,pit,Smith,Brian,,,,,,,,,,
sa550121,Brandon Brennan,pit,Brennan,Brandon,,,,,,,,,,
sa550135,Bryton Trepagnier,pit,Trepagnier,Bryton,,,,,,,,,,
sa550136,Jaycob Brugman,bat,Brugman,Jaycob,,,,,,,,,,
sa550138,Michael Mcgee,bat,Mcgee,Michael,,,,,,,,,,
sa550140,Andrew Knapp,bat,Knapp,Andrew,,,,,,,,,,
sa550142,Seth Conner,bat,Conner,Seth,,,,,,,,,,
sa550144,Jacob Pettit,pit,Pettit,Jacob,,,,,,,,,,
sa550150,Chris Rearick,pit,Rearick,Chris,,,,,,,,,,
sa550159,Ben Waldrip,bat,Waldrip,Ben,,,,,,,,,,
sa550163,Jayson Hernandez,bat,Hernandez,Jayson,,,,,,,,,,
sa550164,James Roberts,bat,Roberts,James,,,,,,,,,,
sa550175,Michael O'Neill,bat,O'Neill,Michael,,,,,,,,,,
sa550178,Cory Mcginnis,pit,Mcginnis,Cory,,,,,,,,,,
sa550180,Lonnie Kauppila,bat,Kauppila,Lonnie,,,,,,,,,,
sa550182,Mark Hardy,pit,Hardy,Mark,,,,,,,,,,
sa550187,Steven Okert,pit,Okert,Steven,,,,,,,,,,
sa550188,Danny Winkler,pit,Winkler,Danny,,,,,,,,,,
sa550190,Matt Browning,bat,Browning,Matt,,,,,,,,,,
sa550199,Matthew Tracy,pit,Tracy,Matthew,,,,,,,,,,
sa550207,Chad Wallach,bat,Wallach,Chad,,,,,,,,,,
sa550208,Patrick Smith,bat,Smith,Patrick,,,,,,,,,,
