"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","SF","SH","GDP","SB","CS","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Brian Bannister","Mets","25","2","3","3","3","1","2","0","0","0","2","0","0","0","0","0","0","0","3","0","0","0","0","3","8","11","0.0 %","0.0 %","100.0 %","33.3 %","33.3 %","33.3 %","5718"
"Pedro Martinez","Mets","34","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","4","5","50.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","200"
"Kerry Wood","Cubs","29","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","3","4","50.0 %","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","304"
"Sean Burroughs","Devil Rays","25","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","3","5","8","0.0 %","50.0 %","50.0 %","0.0 %","50.0 %","50.0 %","1021"
"Justin Huber","Royals","24","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","3","4","7","0.0 %","100.0 %","0.0 %","0.0 %","50.0 %","50.0 %","3147"
"Victor Diaz","Mets","24","2","2","2","2","1","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","2","3","5","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","3424"
"Paul McAnulty","Padres","25","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","6","8","14","50.0 %","50.0 %","0.0 %","0.0 %","100.0 %","0.0 %","4409"
"Fred Lewis","Giants","25","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","2","5","7","0.0 %","100.0 %","0.0 %","50.0 %","0.0 %","50.0 %","4693"
"Travis Ishikawa","Giants","22","2","2","2","2","1","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","3","5","8","0.0 %","100.0 %","0.0 %","50.0 %","50.0 %","0.0 %","4793"
"Tommy Murphy","Angels","26","6","6","6","6","4","1","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","8","9","17","66.7 %","16.7 %","16.7 %","0.0 %","66.7 %","33.3 %","3105"
"Todd Greene","Giants","35","17","20","20","20","14","5","1","0","0","1","0","0","0","0","0","0","0","20","0","0","0","0","13","36","49","60.0 %","25.0 %","15.0 %","0.0 %","55.0 %","45.0 %","1450"
"Larry Bigbie","Cardinals","28","3","3","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","5","7","33.3 %","66.7 %","0.0 %","33.3 %","33.3 %","33.3 %","128"
"Willie Harris","Red Sox","28","3","3","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","10","14","33.3 %","66.7 %","0.0 %","0.0 %","66.7 %","33.3 %","236"
"Glendon Rusch","Cubs","31","3","3","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","7","11","33.3 %","66.7 %","0.0 %","0.0 %","100.0 %","0.0 %","707"
"Dave Bush","Brewers","26","6","6","6","6","4","2","0","0","0","3","0","0","0","0","0","0","0","6","0","0","0","0","4","10","14","50.0 %","33.3 %","16.7 %","0.0 %","66.7 %","33.3 %","4635"
"Robert Andino","Marlins","22","3","3","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","5","0.0 %","33.3 %","66.7 %","33.3 %","0.0 %","66.7 %","4900"
"Jeff Baker","Rockies","25","11","12","12","10","3","5","2","0","0","5","0","0","0","0","0","0","0","12","0","0","0","0","11","21","32","25.0 %","41.7 %","33.3 %","8.3 %","8.3 %","83.3 %","2073"
"Dustan Mohr","Red Sox","30","3","4","4","4","3","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","8","9","17","75.0 %","0.0 %","25.0 %","0.0 %","50.0 %","50.0 %","744"
"Carlos Pena","Red Sox","28","4","4","4","4","3","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","3","6","9","75.0 %","25.0 %","0.0 %","0.0 %","25.0 %","75.0 %","934"
"Chris Snelling","Mariners","24","11","12","12","12","9","3","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","13","22","35","25.0 %","58.3 %","16.7 %","8.3 %","58.3 %","33.3 %","1480"
"Scott Olsen","Marlins","22","4","4","4","4","3","1","0","0","0","2","0","0","0","0","0","0","0","4","0","0","0","0","5","8","13","25.0 %","75.0 %","0.0 %","0.0 %","25.0 %","75.0 %","4529"
"Corey Hart","Brewers","24","25","30","30","29","21","7","1","0","0","7","0","0","0","0","0","0","0","30","0","0","0","0","30","64","94","30.0 %","46.7 %","23.3 %","6.7 %","40.0 %","53.3 %","1945"
"Greg Dobbs","Mariners","27","3","5","5","5","4","1","0","0","0","2","0","0","0","0","0","0","0","5","0","0","0","0","7","12","19","20.0 %","40.0 %","40.0 %","20.0 %","20.0 %","60.0 %","2158"
"Ryan Church","Nationals","27","20","24","25","22","13","7","1","1","1","13","1","0","0","0","0","0","0","25","0","0","0","0","32","70","102","28.0 %","44.0 %","28.0 %","8.0 %","36.0 %","56.0 %","2106"
"Adam Lind","Blue Jays","22","9","9","9","8","4","4","0","0","0","2","0","0","0","0","0","0","0","9","0","0","0","0","5","19","24","22.2 %","44.4 %","33.3 %","0.0 %","55.6 %","44.4 %","8027"
"Andy Marte","Indians","22","16","22","22","19","8","11","0","0","0","8","0","0","0","0","0","0","0","22","0","0","0","0","28","49","77","54.6 %","36.4 %","9.1 %","0.0 %","22.7 %","77.3 %","3203"
"Jason Marquis","Cardinals","27","8","8","8","6","1","4","1","0","0","1","0","0","0","0","0","0","0","8","0","0","0","0","7","12","19","0.0 %","25.0 %","75.0 %","0.0 %","50.0 %","50.0 %","105"
"Bobby Kielty","Athletics","29","30","38","38","34","21","12","1","0","0","9","0","0","0","0","0","0","0","38","0","0","0","0","38","80","118","34.2 %","29.0 %","36.8 %","2.6 %","52.6 %","44.7 %","736"
"Claudio Vargas","Diamondbacks","28","5","5","5","4","1","3","0","0","0","3","0","0","0","0","0","0","0","5","0","0","0","0","3","7","10","60.0 %","20.0 %","20.0 %","0.0 %","40.0 %","60.0 %","1695"
"Martin Prado","Braves","22","4","5","5","4","2","1","1","0","0","3","0","0","0","0","0","0","0","5","0","0","0","0","11","11","22","60.0 %","20.0 %","20.0 %","20.0 %","40.0 %","40.0 %","3312"
"Ben Johnson","Padres","25","12","14","14","12","7","4","1","0","0","5","0","0","0","0","0","0","0","14","0","0","0","0","19","29","48","71.4 %","21.4 %","7.1 %","0.0 %","35.7 %","64.3 %","2731"
"Jose Cruz","Dodgers","32","21","24","24","21","12","9","0","0","0","3","0","0","0","0","0","0","0","24","0","0","0","0","22","51","73","62.5 %","29.2 %","8.3 %","4.2 %","37.5 %","58.3 %","1296"
"Freddie Bynum","Cubs","26","20","22","22","19","13","3","3","0","0","4","0","0","0","0","0","0","0","22","0","0","0","0","29","47","76","36.4 %","40.9 %","22.7 %","4.6 %","36.4 %","59.1 %","2099"
"Jason Phillips","Blue Jays","29","8","10","10","9","6","3","0","0","0","3","0","0","0","0","0","0","0","10","0","0","0","0","11","19","30","50.0 %","30.0 %","20.0 %","0.0 %","40.0 %","60.0 %","892"
"Quinton McCracken","Reds","35","8","8","8","7","5","1","1","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","11","19","30","75.0 %","25.0 %","0.0 %","12.5 %","37.5 %","50.0 %","1377"
"Hideki Matsui","Yankees","32","22","26","26","22","15","5","0","2","2","7","0","0","0","0","0","0","0","26","0","0","0","0","34","49","83","34.6 %","46.2 %","19.2 %","3.9 %","46.2 %","50.0 %","1659"
"Corey Koskie","Brewers","33","28","34","34","28","14","13","0","1","1","10","0","0","0","0","0","0","0","34","0","0","0","0","53","81","134","50.0 %","32.4 %","17.7 %","5.9 %","44.1 %","50.0 %","738"
"J.D. Drew","Dodgers","30","61","74","74","64","40","22","2","0","0","28","0","0","0","0","0","0","0","74","0","0","0","0","90","164","254","44.6 %","32.4 %","23.0 %","4.1 %","41.9 %","54.1 %","1152"
"Ramon Ortiz","Nationals","33","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","7","10","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","27"
"John Patterson","Nationals","28","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","71"
"George Lombard","Nationals","30","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","2","0.0 %","0.0 %","100.0 %","100.0 %","0.0 %","0.0 %","101"
"Sidney Ponson","Cardinals","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","3","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","161"
"Bob Howry","Cubs","32","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0.0 %","0.0 %","100.0 %","100.0 %","0.0 %","0.0 %","237"
"CC Sabathia","Indians","25","2","2","2","2","2","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","2","4","6","50.0 %","50.0 %","0.0 %","0.0 %","0.0 %","100.0 %","404"
"Jake Westbrook","Indians","28","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","3","4","0.0 %","0.0 %","100.0 %","100.0 %","0.0 %","0.0 %","412"
"Josh Beckett","Red Sox","26","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","2","1","3","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","510"
"Raul Chavez","Orioles","33","2","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","7","9","33.3 %","66.7 %","0.0 %","0.0 %","0.0 %","100.0 %","553"
"Scott Linebrink","Padres","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","564"
"Wade Miller","Cubs","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","3","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","568"
"Odalis Perez","Dodgers","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","668"
"Eric Milton","Reds","30","4","4","4","4","4","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","4","10","14","0.0 %","75.0 %","25.0 %","25.0 %","25.0 %","50.0 %","743"
"Mike Restovich","Cubs","27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","3","5","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","751"
"Tony Armas Jr.","Nationals","28","3","3","3","3","3","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","2","8","10","0.0 %","33.3 %","66.7 %","33.3 %","66.7 %","0.0 %","761"
"Brandon Claussen","Reds","27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","814"
"Roger Clemens","Astros","43","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","815"
"Andy Pettitte","Astros","34","3","3","3","3","3","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","3","6","9","33.3 %","0.0 %","66.7 %","0.0 %","33.3 %","66.7 %","840"
"Randy Wolf","Phillies","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","3","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","976"
"Ryan Vogelsong","Pirates","28","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1011"
"Kip Wells","Pirates","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","3","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","1012"
"Kevin Barker","Blue Jays","30","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","4","5","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1019"
"Brett Tomko","Dodgers","33","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","4","6","0.0 %","50.0 %","50.0 %","50.0 %","50.0 %","0.0 %","1056"
"Jamie Moyer","Phillies","43","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","3","4","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","1091"
"Mike DiFelice","Mets","37","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","3","4","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1151"
"Paul Hoover","Marlins","30","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1212"
"Chan Ho Park","Padres","33","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","2","6","8","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","1267"
"Chad Mottola","Blue Jays","34","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","4","6","0.0 %","100.0 %","0.0 %","0.0 %","50.0 %","50.0 %","1315"
"Chris Michalak","Reds","35","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","2","4","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","1415"
"Henry Mateo","Nationals","29","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","2","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","1461"
"Brandon Backe","Astros","28","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","3","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","1529"
"Jack Cust","Padres","27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","1564"
"Tim Laker","Indians","36","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","3","5","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1681"
"Chris Capuano","Brewers","27","5","5","5","5","5","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","3","10","13","0.0 %","80.0 %","20.0 %","20.0 %","40.0 %","40.0 %","1701"
"Ray Olmedo","Reds","25","3","4","4","4","4","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","9","11","20","25.0 %","25.0 %","50.0 %","0.0 %","50.0 %","50.0 %","1718"
"Kevin Correia","Giants","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","3","4","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1767"
"Sergio Mitre","Marlins","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1773"
"Shawn Hill","Nationals","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1882"
"Travis Hughes","Nationals","28","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","2045"
"Beltran Perez","Nationals","24","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","4","0.0 %","50.0 %","50.0 %","50.0 %","50.0 %","0.0 %","2116"
"John Gall","Cardinals","28","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","2","3","5","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","2142"
"Brandon Watson","Nationals","24","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","5","9","50.0 %","0.0 %","50.0 %","0.0 %","100.0 %","0.0 %","2146"
"Fernando Nieve","Astros","23","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","2","3","5","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","2173"
"Justin Knoedler","Giants","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","2223"
"Doug Clark","Athletics","30","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","2457"
"Enrique Gonzalez","Diamondbacks","23","3","3","3","3","3","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","4","4","0.0 %","100.0 %","0.0 %","0.0 %","33.3 %","66.7 %","2568"
"Mike Thompson","Padres","25","3","4","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","6","13","19","0.0 %","75.0 %","25.0 %","0.0 %","100.0 %","0.0 %","2735"
"Alberto Callaspo","Diamondbacks","23","3","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","6","7","13","66.7 %","0.0 %","33.3 %","0.0 %","33.3 %","66.7 %","3336"
"Miguel Montero","Diamondbacks","22","1","2","2","2","2","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","2","4","6","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","50.0 %","3364"
"Chris Barnwell","Brewers","27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","2","4","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","3499"
"Geovany Soto","Cubs","23","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","3","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","3707"
"Joaquin Arias","Rangers","21","4","4","4","4","4","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","3","10","13","25.0 %","50.0 %","25.0 %","0.0 %","100.0 %","0.0 %","3817"
"Oswaldo Navarro","Mariners","21","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","3","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","3868"
"Shane Youman","Pirates","26","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","3888"
"Yusmeiro Petit","Marlins","21","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","3","5","8","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","4020"
"T.J. Bohn","Mariners","26","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","4","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","4592"
"Drew Meyer","Rangers","24","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","3","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","4738"
"Drew Anderson","Brewers","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","3","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","5578"
"Sean Marshall","Cubs","23","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","5","6","11","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","5905"
"Mike O'Connor","Nationals","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","6457"
"James Shields","Devil Rays","24","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","3","7","0.0 %","0.0 %","100.0 %","50.0 %","50.0 %","0.0 %","7059"
"Anthony Reyes","Cardinals","24","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","5","7","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","7105"
"Ramon Ramirez","Rockies","24","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","7986"
"Zach Jackson","Brewers","23","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","8356"
"Alay Soler","Mets","26","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","8542"
"Ryan Doumit","Pirates","25","15","18","18","14","6","7","0","1","1","4","0","0","0","0","0","0","0","18","0","0","0","0","17","52","69","72.2 %","16.7 %","11.1 %","0.0 %","22.2 %","77.8 %","2113"
"Chris Aguila","Marlins","27","12","13","13","11","6","5","0","0","0","2","0","0","0","0","0","0","0","13","0","0","0","0","12","30","42","38.5 %","30.8 %","30.8 %","23.1 %","38.5 %","38.5 %","2143"
"Eric Hinske","- - -","28","26","32","32","28","19","8","1","0","0","10","0","0","0","0","0","0","0","32","0","0","0","0","45","76","121","53.1 %","40.6 %","6.3 %","3.1 %","46.9 %","50.0 %","1305"
"Jason Botts","Rangers","25","7","8","8","7","5","2","0","0","0","1","0","0","0","0","0","0","0","8","0","0","0","0","9","14","23","37.5 %","37.5 %","25.0 %","37.5 %","12.5 %","50.0 %","2907"
"Wily Mo Pena","Red Sox","24","33","39","40","34","25","7","1","1","1","14","1","0","0","0","0","0","0","40","0","0","0","0","42","79","121","27.5 %","42.5 %","30.0 %","0.0 %","42.5 %","57.5 %","344"
"Mark Mulder","Cardinals","28","6","6","6","5","3","2","0","0","0","2","0","0","0","0","0","0","0","6","0","0","0","0","11","14","25","0.0 %","50.0 %","50.0 %","0.0 %","66.7 %","33.3 %","932"
"Laynce Nix","- - -","25","5","6","6","5","3","2","0","0","0","3","0","0","0","0","0","0","0","6","0","0","0","0","10","13","23","16.7 %","50.0 %","33.3 %","0.0 %","33.3 %","66.7 %","1766"
"Zach Duke","Pirates","23","6","6","6","5","3","2","0","0","0","3","0","0","0","0","0","0","0","6","0","0","0","0","6","17","23","33.3 %","33.3 %","33.3 %","33.3 %","33.3 %","33.3 %","3840"
"James Loney","Dodgers","22","10","11","11","9","5","4","0","0","0","3","0","0","0","0","0","0","0","11","0","0","0","0","15","28","43","45.5 %","45.5 %","9.1 %","9.1 %","18.2 %","72.7 %","4556"
"Grady Sizemore","Indians","23","79","99","99","81","53","22","4","2","2","18","0","0","0","0","0","0","0","99","0","0","0","0","128","234","362","50.5 %","26.3 %","23.2 %","8.1 %","40.4 %","51.5 %","2197"
"Ryan Shealy","- - -","26","20","26","26","23","18","5","0","0","0","10","0","0","0","0","0","0","0","26","0","0","0","0","28","58","86","38.5 %","38.5 %","23.1 %","11.5 %","46.2 %","42.3 %","4443"
"Luke Scott","Astros","28","31","42","42","32","16","12","3","1","1","14","0","0","0","0","0","0","0","42","0","0","0","0","36","78","114","47.6 %","38.1 %","14.3 %","0.0 %","28.6 %","71.4 %","3469"
"Sal Fasano","- - -","34","16","18","18","14","6","8","0","0","0","5","0","0","0","0","0","0","0","18","0","0","0","0","15","49","64","55.6 %","22.2 %","22.2 %","0.0 %","55.6 %","44.4 %","1205"
"Miguel Cabrera","Marlins","23","81","114","114","96","67","27","1","1","1","32","0","0","0","0","0","0","0","114","0","0","0","0","135","266","401","36.0 %","35.1 %","29.0 %","2.6 %","40.4 %","57.0 %","1744"
