Y1,Y2,R
BABIP,K/9,-0.07
BABIP,BB/9,-0.09
BABIP,K/BB,0.04
BABIP,H/9,0.14
BABIP,HR/9,-0.08
BABIP,AVG,0.15
BABIP,WHIP,0.07
BABIP,BABIP,0.2
BABIP,LOB%,-0.03
BABIP,FIP,-0.04
BABIP,GB/FB,0.14
BABIP,LD%,0.07
BABIP,GB%,0.18
BABIP,FB%,-0.21
BABIP,IFFB%,-0.21
BABIP,HR/FB,0.02
BABIP,IFH%,-0.01
BABIP,BUH%,0.04
BABIP,RAR,0.06
BABIP,WAR,0.06
BABIP,tERA,0.01
BABIP,xFIP,-0.07
BABIP,WPA,0
BABIP,RE24,0.01
BABIP,REW,0.01
BABIP,pLI,0.04
BABIP,inLI,0
BABIP,gmLI,-0.06
BABIP,exLI,0.05
BABIP,Pulls,-0.11
BABIP,WPA/LI,0
BABIP,Clutch,0
BABIP,FA%,-0.21
BABIP,SL%,-0.03
BABIP,CT%,0.12
BABIP,CB%,0.1
BABIP,CH%,-0.04
BABIP,SF%,-0.18
BABIP,PO%,-0.06
BABIP,wFB,-0.06
BABIP,wSL,-0.04
BABIP,wCT,0.11
BABIP,wCB,0.12
BABIP,wCH,-0.05
BABIP,wSF,-0.08
BABIP,O-Swing%,-0.01
BABIP,Z-Swing%,-0.07
BABIP,Swing%,-0.06
BABIP,O-Contact%,0.05
BABIP,Z-Contact%,0.13
BABIP,Contact%,0.09
BABIP,Zone%,-0.02
BABIP,F-Strike%,0.07
BABIP,SwStr%,-0.09
BABIP,ERA-,-0.01
BABIP,FIP-,-0.06
BABIP,xFIP-,-0.09
BABIP,K%,-0.07
BABIP,BB%,-0.1
BABIP,SIERA,-0.02
BABIP,RS/9,0.02
BABIP,E-F,0.06
LOB%,W,0.09
LOB%,L,-0.08
LOB%,ERA,-0.25
LOB%,G,0.05
LOB%,GS,0.05
LOB%,CG,0.11
LOB%,ShO,0.09
LOB%,IP,0.18
LOB%,TBF,0.13
LOB%,H,-0.17
LOB%,R,-0.2
LOB%,ER,-0.2
LOB%,HR,-0.05
LOB%,BB,0.07
LOB%,IBB,-0.05
LOB%,HBP,-0.04
LOB%,WP,0.04
LOB%,BK,0
LOB%,SO,0.34
LOB%,GB,-0.16
LOB%,FB,0.11
LOB%,LD,-0.14
LOB%,IFFB,0.14
LOB%,Balls,0.11
LOB%,Strikes,0.24
LOB%,Pitches,0.21
LOB%,RS,-0.01
LOB%,IFH,-0.07
LOB%,BU,0.05
LOB%,BUH,0.01
LOB%,K/9,0.33
LOB%,BB/9,0
LOB%,K/BB,0.22
LOB%,H/9,-0.29
LOB%,HR/9,-0.1
LOB%,AVG,-0.31
LOB%,WHIP,-0.25
LOB%,BABIP,-0.14
LOB%,LOB%,0.22
LOB%,FIP,-0.25
LOB%,GB/FB,-0.16
LOB%,LD%,-0.11
LOB%,GB%,-0.14
LOB%,FB%,0.18
LOB%,IFFB%,0.13
LOB%,HR/FB,-0.16
LOB%,IFH%,0.02
LOB%,BUH%,-0.01
LOB%,RAR,0.18
LOB%,WAR,0.2
LOB%,tERA,-0.3
LOB%,xFIP,-0.22
LOB%,WPA,0.2
LOB%,RE24,0.19
LOB%,REW,0.2
LOB%,pLI,0.05
LOB%,inLI,0.09
LOB%,gmLI,-0.04
LOB%,exLI,-0.07
LOB%,Pulls,-0.04
LOB%,WPA/LI,0.2
LOB%,Clutch,0.01
LOB%,FA%,0.18
LOB%,SL%,0.03
LOB%,CT%,0.2
LOB%,CB%,0.05
LOB%,CH%,-0.01
LOB%,SF%,0.06
LOB%,PO%,-0.07
LOB%,wFB,0.22
LOB%,wSL,0.09
LOB%,wCT,0.22
LOB%,wCB,-0.01
LOB%,wCH,0.13
LOB%,wSF,0.08
LOB%,O-Swing%,0.24
LOB%,Z-Swing%,0.06
LOB%,Swing%,0.17
LOB%,O-Contact%,-0.09
LOB%,Z-Contact%,-0.29
LOB%,Contact%,-0.29
LOB%,Zone%,-0.08
LOB%,F-Strike%,0.04
LOB%,SwStr%,0.31
LOB%,ERA-,-0.21
LOB%,FIP-,-0.2
LOB%,xFIP-,-0.19
LOB%,K%,0.34
LOB%,BB%,0.03
LOB%,SIERA,-0.25
LOB%,RS/9,-0.1
LOB%,E-F,-0.06
FIP,W,-0.29
FIP,L,0.21
FIP,ERA,0.46
FIP,G,-0.09
FIP,GS,-0.09
FIP,CG,-0.31
FIP,ShO,-0.24
FIP,IP,-0.33
FIP,TBF,-0.22
FIP,H,0.17
FIP,R,0.36
FIP,ER,0.38
FIP,HR,0.26
FIP,BB,0.04
FIP,IBB,0.09
FIP,HBP,0.09
FIP,WP,-0.08
FIP,BK,0.04
FIP,SO,-0.59
FIP,GB,-0.02
FIP,FB,0.17
FIP,LD,0.18
FIP,IFFB,0.08
FIP,Balls,-0.07
FIP,Strikes,-0.39
FIP,Pitches,-0.29
FIP,RS,-0.13
FIP,IFH,-0.06
FIP,BU,-0.03
FIP,BUH,0.01
FIP,K/9,-0.56
FIP,BB/9,0.15
FIP,K/BB,-0.47
FIP,H/9,0.41
FIP,HR/9,0.34
FIP,AVG,0.41
FIP,WHIP,0.44
FIP,BABIP,0.02
FIP,LOB%,-0.27
FIP,FIP,0.59
FIP,GB/FB,-0.09
FIP,LD%,0.12
FIP,GB%,-0.12
FIP,FB%,0.09
FIP,IFFB%,0.01
FIP,HR/FB,0.17
FIP,IFH%,-0.05
FIP,BUH%,0.02
FIP,RAR,-0.52
FIP,WAR,-0.54
FIP,tERA,0.58
FIP,xFIP,0.6
FIP,WPA,-0.38
FIP,RE24,-0.41
FIP,REW,-0.42
FIP,pLI,-0.06
FIP,inLI,-0.11
FIP,gmLI,0.02
FIP,exLI,-0.01
FIP,Pulls,0.14
FIP,WPA/LI,-0.44
FIP,Clutch,0.09
FIP,FA%,0.09
FIP,SL%,-0.05
FIP,CT%,-0.24
FIP,CB%,-0.17
FIP,CH%,0.08
FIP,SF%,0.04
FIP,PO%,-0.14
FIP,wFB,-0.3
FIP,wSL,-0.28
FIP,wCT,-0.26
FIP,wCB,-0.14
FIP,wCH,-0.23
FIP,wSF,-0.06
FIP,O-Swing%,-0.43
FIP,Z-Swing%,0.07
FIP,Swing%,-0.23
FIP,O-Contact%,0.25
FIP,Z-Contact%,0.38
FIP,Contact%,0.5
FIP,Zone%,0.13
FIP,F-Strike%,-0.25
FIP,SwStr%,-0.51
FIP,ERA-,0.41
FIP,FIP-,0.54
FIP,xFIP-,0.58
FIP,K%,-0.58
FIP,BB%,0.11
FIP,SIERA,0.61
FIP,RS/9,0.04
FIP,E-F,-0.07
GB/FB,W,0.13
GB/FB,L,0
GB/FB,ERA,-0.07
GB/FB,G,0.07
GB/FB,GS,0.07
GB/FB,CG,0.11
GB/FB,ShO,0.07
GB/FB,IP,0.11
GB/FB,TBF,0.13
GB/FB,H,0.19
GB/FB,R,0.03
GB/FB,ER,-0.03
GB/FB,HR,-0.32
GB/FB,BB,0
GB/FB,IBB,0.1
GB/FB,HBP,0
GB/FB,WP,0.04
GB/FB,BK,0.06
GB/FB,SO,-0.1
GB/FB,GB,0.75
GB/FB,FB,-0.68
GB/FB,LD,-0.02
GB/FB,IFFB,-0.6
GB/FB,Balls,0.03
GB/FB,Strikes,-0.09
GB/FB,Pitches,-0.05
GB/FB,RS,0.15
GB/FB,IFH,0.45
GB/FB,BU,0.09
GB/FB,BUH,0.03
GB/FB,K/9,-0.16
GB/FB,BB/9,-0.04
GB/FB,K/BB,-0.07
GB/FB,H/9,0.09
GB/FB,HR/9,-0.33
GB/FB,AVG,0.12
GB/FB,WHIP,0.06
GB/FB,BABIP,0.16
GB/FB,LOB%,-0.14
GB/FB,FIP,-0.14
GB/FB,GB/FB,0.87
GB/FB,LD%,-0.21
GB/FB,GB%,0.83
GB/FB,FB%,-0.8
GB/FB,IFFB%,-0.44
GB/FB,HR/FB,0.19
GB/FB,IFH%,0.03
GB/FB,BUH%,-0.06
GB/FB,RAR,0.14
GB/FB,WAR,0.14
GB/FB,tERA,-0.1
GB/FB,xFIP,-0.23
GB/FB,WPA,0.06
GB/FB,RE24,0.06
GB/FB,REW,0.05
GB/FB,pLI,0.12
GB/FB,inLI,-0.01
GB/FB,gmLI,-0.04
GB/FB,exLI,-0.05
GB/FB,Pulls,-0.02
GB/FB,WPA/LI,0.09
GB/FB,Clutch,-0.07
GB/FB,FA%,-0.8
GB/FB,SL%,-0.11
GB/FB,CT%,0.05
GB/FB,CB%,-0.02
GB/FB,CH%,-0.15
GB/FB,SF%,0.05
GB/FB,PO%,0.18
GB/FB,wFB,0.06
GB/FB,wSL,-0.02
GB/FB,wCT,0.1
GB/FB,wCB,0.12
GB/FB,wCH,-0.06
GB/FB,wSF,0.04
GB/FB,O-Swing%,-0.07
GB/FB,Z-Swing%,-0.16
GB/FB,Swing%,-0.19
GB/FB,O-Contact%,-0.16
GB/FB,Z-Contact%,0.31
GB/FB,Contact%,0.05
GB/FB,Zone%,-0.06
GB/FB,F-Strike%,-0.02
GB/FB,SwStr%,-0.1
GB/FB,ERA-,-0.08
GB/FB,FIP-,-0.15
GB/FB,xFIP-,-0.26
GB/FB,K%,-0.15
GB/FB,BB%,-0.04
GB/FB,SIERA,-0.17
GB/FB,RS/9,0.1
GB/FB,E-F,0.07
LD%,W,-0.02
LD%,L,-0.06
LD%,ERA,0.12
LD%,G,-0.01
LD%,GS,-0.01
LD%,CG,0.02
LD%,ShO,0.01
LD%,IP,-0.06
LD%,TBF,-0.02
LD%,H,0.14
LD%,R,0.09
LD%,ER,0.12
LD%,HR,0.15
LD%,BB,-0.08
LD%,IBB,0.16
LD%,HBP,-0.05
LD%,WP,-0.09
LD%,BK,-0.1
LD%,SO,-0.11
LD%,GB,-0.12
LD%,FB,0.21
LD%,LD,0.14
LD%,IFFB,0.06
LD%,Balls,-0.05
LD%,Strikes,-0.03
LD%,Pitches,-0.05
LD%,RS,0.09
LD%,IFH,-0.11
LD%,BU,0.06
LD%,BUH,-0.01
LD%,K/9,-0.11
LD%,BB/9,-0.07
LD%,K/BB,-0.01
LD%,H/9,0.17
LD%,HR/9,0.16
LD%,AVG,0.17
LD%,WHIP,0.11
LD%,BABIP,0.09
LD%,LOB%,0
LD%,FIP,0.16
LD%,GB/FB,-0.23
LD%,LD%,0.11
LD%,GB%,-0.2
LD%,FB%,0.17
LD%,IFFB%,-0.03
LD%,HR/FB,0
LD%,IFH%,-0.04
LD%,BUH%,-0.04
LD%,RAR,-0.05
LD%,WAR,-0.07
LD%,tERA,0.16
LD%,xFIP,0.2
LD%,WPA,-0.02
LD%,RE24,-0.02
LD%,REW,-0.02
LD%,pLI,-0.04
LD%,inLI,-0.02
LD%,gmLI,0.01
LD%,exLI,0.02
LD%,Pulls,-0.02
LD%,WPA/LI,-0.05
LD%,Clutch,0.06
LD%,FA%,0.17
LD%,SL%,-0.05
LD%,CT%,-0.07
LD%,CB%,0.07
LD%,CH%,0.08
LD%,SF%,-0.23
LD%,PO%,-0.03
LD%,wFB,-0.07
LD%,wSL,-0.05
LD%,wCT,0.02
LD%,wCB,0.03
LD%,wCH,-0.09
LD%,wSF,-0.07
LD%,O-Swing%,-0.18
LD%,Z-Swing%,0.02
LD%,Swing%,-0.01
LD%,O-Contact%,0.04
LD%,Z-Contact%,0.05
LD%,Contact%,0.13
LD%,Zone%,0.21
LD%,F-Strike%,0.03
LD%,SwStr%,-0.11
LD%,ERA-,0.03
LD%,FIP-,0.05
LD%,xFIP-,0.1
LD%,K%,-0.11
LD%,BB%,-0.08
LD%,SIERA,0.23
LD%,RS/9,0.12
LD%,E-F,-0.03
GB%,W,0.12
GB%,L,0.01
GB%,ERA,-0.06
GB%,G,0.04
GB%,GS,0.04
GB%,CG,0.09
GB%,ShO,0.04
GB%,IP,0.1
GB%,TBF,0.12
GB%,H,0.2
GB%,R,0.04
GB%,ER,-0.02
GB%,HR,-0.33
GB%,BB,0.01
GB%,IBB,0.06
GB%,HBP,0.04
GB%,WP,0.06
GB%,BK,0.04
GB%,SO,-0.1
GB%,GB,0.74
GB%,FB,-0.71
GB%,LD,-0.01
GB%,IFFB,-0.64
GB%,Balls,0.04
GB%,Strikes,-0.11
GB%,Pitches,-0.05
GB%,RS,0.13
GB%,IFH,0.47
GB%,BU,0.08
GB%,BUH,0.03
GB%,K/9,-0.15
GB%,BB/9,-0.03
GB%,K/BB,-0.07
GB%,H/9,0.11
GB%,HR/9,-0.34
GB%,AVG,0.14
GB%,WHIP,0.08
GB%,BABIP,0.21
GB%,LOB%,-0.14
GB%,FIP,-0.14
GB%,GB/FB,0.83
GB%,LD%,-0.18
GB%,GB%,0.85
GB%,FB%,-0.83
GB%,IFFB%,-0.46
GB%,HR/FB,0.17
GB%,IFH%,0.06
GB%,BUH%,-0.05
GB%,RAR,0.13
GB%,WAR,0.13
GB%,tERA,-0.09
GB%,xFIP,-0.25
GB%,WPA,0.03
GB%,RE24,0.04
GB%,REW,0.03
GB%,pLI,0.13
GB%,inLI,-0.01
GB%,gmLI,-0.05
GB%,exLI,-0.04
GB%,Pulls,-0.04
GB%,WPA/LI,0.06
GB%,Clutch,-0.06
GB%,FA%,-0.83
GB%,SL%,-0.1
GB%,CT%,0.1
GB%,CB%,0.01
GB%,CH%,-0.16
GB%,SF%,0.15
GB%,PO%,0.17
GB%,wFB,0
GB%,wSL,-0.02
GB%,wCT,0.13
GB%,wCB,0.12
GB%,wCH,-0.06
GB%,wSF,0.07
GB%,O-Swing%,-0.04
GB%,Z-Swing%,-0.17
GB%,Swing%,-0.2
GB%,O-Contact%,-0.15
GB%,Z-Contact%,0.33
GB%,Contact%,0.05
GB%,Zone%,-0.1
GB%,F-Strike%,-0.05
GB%,SwStr%,-0.11
GB%,ERA-,-0.05
GB%,FIP-,-0.14
GB%,xFIP-,-0.25
GB%,K%,-0.15
GB%,BB%,-0.03
GB%,SIERA,-0.17
GB%,RS/9,0.09
GB%,E-F,0.09
FB%,W,-0.12
FB%,L,0
FB%,ERA,0.03
FB%,G,-0.04
FB%,GS,-0.04
FB%,CG,-0.1
FB%,ShO,-0.04
FB%,IP,-0.08
FB%,TBF,-0.12
FB%,H,-0.25
FB%,R,-0.07
FB%,ER,-0.01
FB%,HR,0.3
FB%,BB,0.02
FB%,IBB,-0.12
FB%,HBP,-0.03
FB%,WP,-0.03
FB%,BK,-0.01
FB%,SO,0.14
FB%,GB,-0.74
FB%,FB,0.67
FB%,LD,-0.03
FB%,IFFB,0.65
FB%,Balls,-0.03
FB%,Strikes,0.12
FB%,Pitches,0.07
FB%,RS,-0.16
FB%,IFH,-0.46
FB%,BU,-0.1
FB%,BUH,-0.03
FB%,K/9,0.2
FB%,BB/9,0.05
FB%,K/BB,0.08
FB%,H/9,-0.17
FB%,HR/9,0.3
FB%,AVG,-0.2
FB%,WHIP,-0.12
FB%,BABIP,-0.25
FB%,LOB%,0.15
FB%,FIP,0.1
FB%,GB/FB,-0.79
FB%,LD%,0.15
FB%,GB%,-0.83
FB%,FB%,0.81
FB%,IFFB%,0.49
FB%,HR/FB,-0.18
FB%,IFH%,-0.05
FB%,BUH%,0.07
FB%,RAR,-0.12
FB%,WAR,-0.12
FB%,tERA,0.04
FB%,xFIP,0.2
FB%,WPA,-0.03
FB%,RE24,-0.03
FB%,REW,-0.02
FB%,pLI,-0.12
FB%,inLI,0.02
FB%,gmLI,0.05
FB%,exLI,0.04
FB%,Pulls,0.04
FB%,WPA/LI,-0.04
FB%,Clutch,0.04
FB%,FA%,0.81
FB%,SL%,0.13
FB%,CT%,-0.08
FB%,CB%,-0.03
FB%,CH%,0.14
FB%,SF%,-0.07
FB%,PO%,-0.17
FB%,wFB,0.02
FB%,wSL,0.04
FB%,wCT,-0.13
FB%,wCB,-0.14
FB%,wCH,0.09
FB%,wSF,-0.05
FB%,O-Swing%,0.1
FB%,Z-Swing%,0.17
FB%,Swing%,0.21
FB%,O-Contact%,0.15
FB%,Z-Contact%,-0.36
FB%,Contact%,-0.09
FB%,Zone%,0.04
FB%,F-Strike%,0.04
FB%,SwStr%,0.15
FB%,ERA-,0.04
FB%,FIP-,0.13
FB%,xFIP-,0.23
FB%,K%,0.19
FB%,BB%,0.06
FB%,SIERA,0.1
FB%,RS/9,-0.13
FB%,E-F,-0.09
IFFB%,W,0.03
IFFB%,L,-0.02
IFFB%,ERA,-0.02
IFFB%,G,0.01
IFFB%,GS,0.01
IFFB%,CG,0.01
IFFB%,ShO,0.01
IFFB%,IP,0.05
IFFB%,TBF,0.02
IFFB%,H,-0.12
IFFB%,R,-0.03
IFFB%,ER,0.01
IFFB%,HR,0.27
IFFB%,BB,0
IFFB%,IBB,-0.03
IFFB%,HBP,0.09
IFFB%,WP,-0.05
IFFB%,BK,-0.04
IFFB%,SO,0.1
IFFB%,GB,-0.36
IFFB%,FB,0.43
IFFB%,LD,-0.02
IFFB%,IFFB,0.46
IFFB%,Balls,0
IFFB%,Strikes,0.16
IFFB%,Pitches,0.11
IFFB%,RS,-0.01
IFFB%,IFH,-0.27
IFFB%,BU,-0.08
IFFB%,BUH,-0.1
IFFB%,K/9,0.11
IFFB%,BB/9,-0.02
IFFB%,K/BB,0.09
IFFB%,H/9,-0.16
IFFB%,HR/9,0.23
IFFB%,AVG,-0.18
IFFB%,WHIP,-0.15
IFFB%,BABIP,-0.25
IFFB%,LOB%,0.16
IFFB%,FIP,0.09
IFFB%,GB/FB,-0.42
IFFB%,LD%,0
IFFB%,GB%,-0.46
IFFB%,FB%,0.47
IFFB%,IFFB%,0.37
IFFB%,HR/FB,-0.01
IFFB%,IFH%,-0.08
IFFB%,BUH%,-0.03
IFFB%,RAR,-0.02
IFFB%,WAR,-0.03
IFFB%,tERA,0.03
IFFB%,xFIP,0.14
IFFB%,WPA,0.08
IFFB%,RE24,0.09
IFFB%,REW,0.09
IFFB%,pLI,-0.1
IFFB%,inLI,0.05
IFFB%,gmLI,0.06
IFFB%,exLI,-0.01
IFFB%,Pulls,0
IFFB%,WPA/LI,0.07
IFFB%,Clutch,0.03
IFFB%,FA%,0.47
IFFB%,SL%,0.01
IFFB%,CT%,-0.15
IFFB%,CB%,-0.12
IFFB%,CH%,0.12
IFFB%,SF%,-0.14
IFFB%,PO%,-0.11
IFFB%,wFB,0.07
IFFB%,wSL,0.07
IFFB%,wCT,-0.18
IFFB%,wCB,-0.02
IFFB%,wCH,0.07
IFFB%,wSF,0.05
IFFB%,O-Swing%,-0.12
IFFB%,Z-Swing%,0.28
IFFB%,Swing%,0.24
IFFB%,O-Contact%,-0.1
IFFB%,Z-Contact%,-0.29
IFFB%,Contact%,-0.11
IFFB%,Zone%,0.25
IFFB%,F-Strike%,0.06
IFFB%,SwStr%,0.17
IFFB%,ERA-,-0.07
IFFB%,FIP-,0.04
IFFB%,xFIP-,0.09
IFFB%,K%,0.11
IFFB%,BB%,-0.01
IFFB%,SIERA,0.07
IFFB%,RS/9,-0.03
IFFB%,E-F,-0.15
HR/FB,W,-0.01
HR/FB,L,0.04
HR/FB,ERA,0.19
HR/FB,G,0.01
HR/FB,GS,0.01
HR/FB,CG,-0.06
HR/FB,ShO,-0.06
HR/FB,IP,-0.06
HR/FB,TBF,-0.03
HR/FB,H,0.16
HR/FB,R,0.2
HR/FB,ER,0.21
HR/FB,HR,0.15
HR/FB,BB,-0.1
HR/FB,IBB,-0.01
HR/FB,HBP,-0.01
HR/FB,WP,0.02
HR/FB,BK,0.01
HR/FB,SO,-0.19
HR/FB,GB,0.24
HR/FB,FB,-0.15
HR/FB,LD,0.04
HR/FB,IFFB,-0.14
HR/FB,Balls,-0.12
HR/FB,Strikes,-0.15
HR/FB,Pitches,-0.16
HR/FB,RS,0.13
HR/FB,IFH,0.15
HR/FB,BU,-0.03
HR/FB,BUH,-0.02
HR/FB,K/9,-0.19
HR/FB,BB/9,-0.08
HR/FB,K/BB,-0.08
HR/FB,H/9,0.19
HR/FB,HR/9,0.16
HR/FB,AVG,0.19
HR/FB,WHIP,0.12
HR/FB,BABIP,0.07
HR/FB,LOB%,-0.16
HR/FB,FIP,0.19
HR/FB,GB/FB,0.26
HR/FB,LD%,-0.06
HR/FB,GB%,0.22
HR/FB,FB%,-0.21
HR/FB,IFFB%,-0.11
HR/FB,HR/FB,0.29
HR/FB,IFH%,0.01
HR/FB,BUH%,-0.06
HR/FB,RAR,-0.1
HR/FB,WAR,-0.11
HR/FB,tERA,0.17
HR/FB,xFIP,0.08
HR/FB,WPA,-0.09
HR/FB,RE24,-0.1
HR/FB,REW,-0.1
HR/FB,pLI,-0.09
HR/FB,inLI,-0.07
HR/FB,gmLI,0
HR/FB,exLI,-0.01
HR/FB,Pulls,0.04
HR/FB,WPA/LI,-0.11
HR/FB,Clutch,0.04
HR/FB,FA%,-0.21
HR/FB,SL%,0.03
HR/FB,CT%,-0.15
HR/FB,CB%,-0.03
HR/FB,CH%,0
HR/FB,SF%,0.11
HR/FB,PO%,-0.05
HR/FB,wFB,-0.17
HR/FB,wSL,-0.06
HR/FB,wCT,-0.06
HR/FB,wCB,0.07
HR/FB,wCH,-0.05
HR/FB,wSF,0.18
HR/FB,O-Swing%,-0.24
HR/FB,Z-Swing%,0.08
HR/FB,Swing%,-0.01
HR/FB,O-Contact%,-0.2
HR/FB,Z-Contact%,0.17
HR/FB,Contact%,0.07
HR/FB,Zone%,0.2
HR/FB,F-Strike%,0.05
HR/FB,SwStr%,-0.06
HR/FB,ERA-,0.13
HR/FB,FIP-,0.11
HR/FB,xFIP-,0
HR/FB,K%,-0.2
HR/FB,BB%,-0.1
HR/FB,SIERA,0.09
HR/FB,RS/9,0.17
HR/FB,E-F,0.05
IFH%,W,-0.01
IFH%,L,-0.02
IFH%,ERA,0
IFH%,G,0.05
IFH%,GS,0.05
IFH%,CG,0.02
IFH%,ShO,0.03
IFH%,IP,0.03
IFH%,TBF,0.04
IFH%,H,-0.03
IFH%,R,0.03
IFH%,ER,0.01
IFH%,HR,0.01
IFH%,BB,0.09
IFH%,IBB,0.03
IFH%,HBP,-0.05
IFH%,WP,0.12
IFH%,BK,0.03
IFH%,SO,0.07
IFH%,GB,-0.02
IFH%,FB,0
IFH%,LD,-0.02
IFH%,IFFB,0
IFH%,Balls,0.02
IFH%,Strikes,0.04
IFH%,Pitches,0.03
IFH%,RS,-0.01
IFH%,IFH,0.06
IFH%,BU,0.01
IFH%,BUH,0.13
IFH%,K/9,0.07
IFH%,BB/9,0.07
IFH%,K/BB,-0.03
IFH%,H/9,-0.05
IFH%,HR/9,-0.01
IFH%,AVG,-0.05
IFH%,WHIP,0
IFH%,BABIP,-0.02
IFH%,LOB%,-0.03
IFH%,FIP,-0.04
IFH%,GB/FB,0.02
IFH%,LD%,0
IFH%,GB%,0
IFH%,FB%,0
IFH%,IFFB%,0
IFH%,HR/FB,0.03
IFH%,IFH%,0.11
IFH%,BUH%,0.11
IFH%,RAR,0.04
IFH%,WAR,0.04
IFH%,tERA,-0.01
IFH%,xFIP,-0.05
IFH%,WPA,0.04
IFH%,RE24,0.03
IFH%,REW,0.03
IFH%,pLI,0.06
IFH%,inLI,0.1
IFH%,gmLI,0.06
IFH%,exLI,0.06
IFH%,Pulls,0.03
IFH%,WPA/LI,0.04
IFH%,Clutch,0
IFH%,FA%,0
IFH%,SL%,0
IFH%,CT%,-0.08
IFH%,CB%,-0.11
IFH%,CH%,0.08
IFH%,SF%,-0.06
IFH%,PO%,0.01
IFH%,wFB,0.01
IFH%,wSL,0.12
IFH%,wCT,-0.14
IFH%,wCB,-0.07
IFH%,wCH,0.03
IFH%,wSF,-0.05
IFH%,O-Swing%,-0.04
IFH%,Z-Swing%,0.07
IFH%,Swing%,0.03
IFH%,O-Contact%,-0.15
IFH%,Z-Contact%,-0.09
IFH%,Contact%,-0.12
IFH%,Zone%,0.03
IFH%,F-Strike%,-0.06
IFH%,SwStr%,0.12
IFH%,ERA-,0
IFH%,FIP-,-0.03
IFH%,xFIP-,-0.02
IFH%,K%,0.06
IFH%,BB%,0.08
IFH%,SIERA,-0.06
IFH%,RS/9,-0.02
IFH%,E-F,0.05
BUH%,W,-0.02
BUH%,L,0.01
BUH%,ERA,0.07
BUH%,G,-0.02
BUH%,GS,-0.02
BUH%,CG,0.06
BUH%,ShO,0.07
BUH%,IP,-0.01
BUH%,TBF,-0.02
BUH%,H,0.05
BUH%,R,0.06
BUH%,ER,0.06
BUH%,HR,0.1
BUH%,BB,-0.1
BUH%,IBB,-0.14
BUH%,HBP,-0.04
BUH%,WP,0.12
BUH%,BK,-0.1
BUH%,SO,-0.02
BUH%,GB,-0.05
BUH%,FB,0.08
BUH%,LD,0.03
BUH%,IFFB,0.14
BUH%,Balls,-0.09
BUH%,Strikes,-0.02
BUH%,Pitches,-0.06
BUH%,RS,0
BUH%,IFH,0.01
BUH%,BU,-0.02
BUH%,BUH,0.16
BUH%,K/9,-0.02
BUH%,BB/9,-0.09
BUH%,K/BB,0.07
BUH%,H/9,0.06
BUH%,HR/9,0.11
BUH%,AVG,0.07
BUH%,WHIP,0
BUH%,BABIP,0.04
BUH%,LOB%,-0.04
BUH%,FIP,0.04
BUH%,GB/FB,-0.08
BUH%,LD%,0.03
BUH%,GB%,-0.09
BUH%,FB%,0.08
BUH%,IFFB%,0.14
BUH%,HR/FB,0.04
BUH%,IFH%,0.04
BUH%,BUH%,0.18
BUH%,RAR,0.01
BUH%,WAR,0
BUH%,tERA,0.04
BUH%,xFIP,0
BUH%,WPA,-0.04
BUH%,RE24,-0.04
BUH%,REW,-0.04
BUH%,pLI,-0.05
BUH%,inLI,-0.01
BUH%,gmLI,0.05
BUH%,exLI,0.05
BUH%,Pulls,-0.06
BUH%,WPA/LI,-0.04
BUH%,Clutch,-0.02
BUH%,FA%,0.08
BUH%,SL%,-0.01
BUH%,CT%,0.2
BUH%,CB%,0.01
BUH%,CH%,0.07
BUH%,SF%,0.06
BUH%,PO%,0.04
BUH%,wFB,-0.06
BUH%,wSL,-0.07
BUH%,wCT,0.2
BUH%,wCB,0
BUH%,wCH,-0.04
BUH%,wSF,0.04
BUH%,O-Swing%,0.09
BUH%,Z-Swing%,0.04
BUH%,Swing%,0.1
BUH%,O-Contact%,0.04
BUH%,Z-Contact%,0
BUH%,Contact%,0.01
BUH%,Zone%,0
BUH%,F-Strike%,0.08
BUH%,SwStr%,0.01
BUH%,ERA-,0.06
BUH%,FIP-,0.04
BUH%,xFIP-,0.01
BUH%,K%,-0.02
BUH%,BB%,-0.1
BUH%,SIERA,0
BUH%,RS/9,0.01
BUH%,E-F,0.05
RAR,W,0.37
RAR,L,-0.23
RAR,ERA,-0.42
RAR,G,0.1
RAR,GS,0.1
RAR,CG,0.36
RAR,ShO,0.23
RAR,IP,0.39
RAR,TBF,0.29
RAR,H,-0.06
RAR,R,-0.29
RAR,ER,-0.31
RAR,HR,-0.2
RAR,BB,-0.1
RAR,IBB,-0.17
RAR,HBP,-0.08
RAR,WP,0.09
RAR,BK,-0.06
RAR,SO,0.56
RAR,GB,0.08
RAR,FB,-0.1
RAR,LD,-0.1
RAR,IFFB,-0.04
RAR,Balls,0.06
RAR,Strikes,0.42
RAR,Pitches,0.31
RAR,RS,0.25
RAR,IFH,0.04
RAR,BU,-0.05
RAR,BUH,-0.01
RAR,K/9,0.49
RAR,BB/9,-0.22
RAR,K/BB,0.5
RAR,H/9,-0.34
RAR,HR/9,-0.29
RAR,AVG,-0.34
RAR,WHIP,-0.42
RAR,BABIP,0.01
RAR,LOB%,0.24
RAR,FIP,-0.53
RAR,GB/FB,0.09
RAR,LD%,-0.11
RAR,GB%,0.12
RAR,FB%,-0.09
RAR,IFFB%,0
RAR,HR/FB,-0.14
RAR,IFH%,-0.01
RAR,BUH%,0.04
RAR,RAR,0.61
RAR,WAR,0.61
RAR,tERA,-0.51
