Y1,Y2,R
BB,IFFB,-0.02
BB,Balls,0.49
BB,Strikes,0.04
BB,Pitches,0.25
BB,RS,-0.07
BB,IFH,0.06
BB,BU,0.09
BB,BUH,0
BB,K/9,0.18
BB,BB/9,0.61
BB,K/BB,-0.36
BB,H/9,-0.23
BB,HR/9,-0.17
BB,AVG,-0.22
BB,WHIP,0.14
BB,BABIP,-0.1
BB,LOB%,0.09
BB,FIP,0.02
BB,GB/FB,0.03
BB,LD%,-0.1
BB,GB%,0.02
BB,FB%,0.01
BB,IFFB%,0.03
BB,HR/FB,-0.11
BB,IFH%,0.14
BB,BUH%,-0.03
BB,RAR,-0.06
BB,WAR,-0.05
BB,tERA,0.01
BB,xFIP,0.09
BB,WPA,0.03
BB,RE24,0
BB,REW,0
BB,pLI,0.26
BB,inLI,0.1
BB,gmLI,0.1
BB,exLI,0.03
BB,Pulls,0.22
BB,WPA/LI,-0.01
BB,Clutch,0.07
BB,FA%,0.01
BB,SL%,-0.02
BB,CT%,-0.05
BB,CB%,-0.03
BB,CH%,-0.12
BB,SF%,-0.01
BB,PO%,-0.16
BB,wFB,0.01
BB,wSL,0.02
BB,wCT,-0.07
BB,wCB,0.01
BB,wCH,0.04
BB,wSF,0.01
BB,O-Swing%,-0.17
BB,Z-Swing%,-0.13
BB,Swing%,-0.4
BB,O-Contact%,-0.16
BB,Z-Contact%,-0.1
BB,Contact%,-0.18
BB,Zone%,-0.25
BB,F-Strike%,-0.49
BB,SwStr%,0.06
BB,ERA-,-0.03
BB,FIP-,0.03
BB,xFIP-,0.13
BB,K%,0.15
BB,BB%,0.63
BB,SIERA,0.07
BB,RS/9,-0.09
BB,E-F,-0.1
IBB,W,-0.04
IBB,L,0.02
IBB,ERA,0.04
IBB,G,0.08
IBB,GS,0.08
IBB,CG,-0.1
IBB,ShO,-0.05
IBB,IP,-0.02
IBB,TBF,0.03
IBB,H,0.08
IBB,R,0.02
IBB,ER,0.04
IBB,HR,-0.14
IBB,BB,0.1
IBB,IBB,0.37
IBB,HBP,-0.04
IBB,WP,-0.05
IBB,BK,0.02
IBB,SO,-0.09
IBB,GB,0.07
IBB,FB,-0.08
IBB,LD,0.12
IBB,IFFB,-0.09
IBB,Balls,0.08
IBB,Strikes,-0.04
IBB,Pitches,0.01
IBB,RS,-0.05
IBB,IFH,0
IBB,BU,0.26
IBB,BUH,0.07
IBB,K/9,-0.1
IBB,BB/9,0.1
IBB,K/BB,-0.15
IBB,H/9,0.09
IBB,HR/9,-0.13
IBB,AVG,0.1
IBB,WHIP,0.13
IBB,BABIP,0.1
IBB,LOB%,-0.04
IBB,FIP,0.01
IBB,GB/FB,0.1
IBB,LD%,0.12
IBB,GB%,0.07
IBB,FB%,-0.11
IBB,IFFB%,-0.08
IBB,HR/FB,-0.1
IBB,IFH%,-0.05
IBB,BUH%,-0.1
IBB,RAR,-0.07
IBB,WAR,-0.06
IBB,tERA,0.07
IBB,xFIP,0.07
IBB,WPA,-0.04
IBB,RE24,-0.07
IBB,REW,-0.06
IBB,pLI,0.17
IBB,inLI,0.06
IBB,gmLI,0.06
IBB,exLI,0.1
IBB,Pulls,0.13
IBB,WPA/LI,-0.08
IBB,Clutch,0.09
IBB,FA%,-0.11
IBB,SL%,0.02
IBB,CT%,-0.02
IBB,CB%,-0.11
IBB,CH%,0.02
IBB,SF%,0.12
IBB,PO%,0.11
IBB,wFB,-0.01
IBB,wSL,0.03
IBB,wCT,-0.08
IBB,wCB,-0.1
IBB,wCH,-0.08
IBB,wSF,0.03
IBB,O-Swing%,-0.08
IBB,Z-Swing%,-0.03
IBB,Swing%,-0.11
IBB,O-Contact%,0
IBB,Z-Contact%,0.06
IBB,Contact%,0.03
IBB,Zone%,-0.04
IBB,F-Strike%,-0.1
IBB,SwStr%,-0.06
IBB,ERA-,0.06
IBB,FIP-,0.01
IBB,xFIP-,0.08
IBB,K%,-0.11
IBB,BB%,0.09
IBB,SIERA,0.1
IBB,RS/9,-0.06
IBB,E-F,0.05
HBP,W,-0.01
HBP,L,-0.07
HBP,ERA,0.09
HBP,G,0.01
HBP,GS,0.01
HBP,CG,-0.02
HBP,ShO,-0.07
HBP,IP,0.01
HBP,TBF,0.05
HBP,H,-0.02
HBP,R,0.12
HBP,ER,0.11
HBP,HR,0.09
HBP,BB,0.18
HBP,IBB,-0.02
HBP,HBP,0.32
HBP,WP,0.12
HBP,BK,0.03
HBP,SO,0
HBP,GB,0.01
HBP,FB,-0.01
HBP,LD,-0.01
HBP,IFFB,0.01
HBP,Balls,0.13
HBP,Strikes,0.01
HBP,Pitches,0.06
HBP,RS,0.09
HBP,IFH,-0.02
HBP,BU,-0.02
HBP,BUH,-0.04
HBP,K/9,0
HBP,BB/9,0.17
HBP,K/BB,-0.12
HBP,H/9,-0.03
HBP,HR/9,0.08
HBP,AVG,-0.02
HBP,WHIP,0.07
HBP,BABIP,-0.06
HBP,LOB%,-0.04
HBP,FIP,0.14
HBP,GB/FB,-0.01
HBP,LD%,-0.02
HBP,GB%,0.02
HBP,FB%,-0.01
HBP,IFFB%,0.02
HBP,HR/FB,0.12
HBP,IFH%,-0.03
HBP,BUH%,-0.04
HBP,RAR,-0.08
HBP,WAR,-0.08
HBP,tERA,0.14
HBP,xFIP,0.1
HBP,WPA,-0.04
HBP,RE24,-0.04
HBP,REW,-0.04
HBP,pLI,0.02
HBP,inLI,0.02
HBP,gmLI,-0.02
HBP,exLI,0.04
HBP,Pulls,0.03
HBP,WPA/LI,-0.06
HBP,Clutch,0.04
HBP,FA%,-0.01
HBP,SL%,0.04
HBP,CT%,-0.14
HBP,CB%,0.11
HBP,CH%,-0.18
HBP,SF%,0
HBP,PO%,-0.12
HBP,wFB,-0.08
HBP,wSL,-0.05
HBP,wCT,-0.09
HBP,wCB,0.04
HBP,wCH,-0.03
HBP,wSF,-0.04
HBP,O-Swing%,-0.19
HBP,Z-Swing%,0.02
HBP,Swing%,-0.11
HBP,O-Contact%,-0.14
HBP,Z-Contact%,0.04
HBP,Contact%,0
HBP,Zone%,0.06
HBP,F-Strike%,-0.12
HBP,SwStr%,-0.02
HBP,ERA-,0.06
HBP,FIP-,0.1
HBP,xFIP-,0.08
HBP,K%,-0.01
HBP,BB%,0.16
HBP,SIERA,0.08
HBP,RS/9,0.09
HBP,E-F,-0.05
WP,W,0.06
WP,L,0
WP,ERA,-0.12
WP,G,0.01
WP,GS,0.01
WP,CG,0.04
WP,ShO,0.04
WP,IP,0.1
WP,TBF,0.09
WP,H,-0.16
WP,R,-0.08
WP,ER,-0.1
WP,HR,-0.1
WP,BB,0.21
WP,IBB,-0.07
WP,HBP,0.13
WP,WP,0.51
WP,BK,0.02
WP,SO,0.28
WP,GB,-0.03
WP,FB,-0.09
WP,LD,-0.19
WP,IFFB,-0.06
WP,Balls,0.16
WP,Strikes,0.11
WP,Pitches,0.15
WP,RS,-0.03
WP,IFH,0.02
WP,BU,-0.06
WP,BUH,0.05
WP,K/9,0.29
WP,BB/9,0.18
WP,K/BB,0.05
WP,H/9,-0.22
WP,HR/9,-0.13
WP,AVG,-0.22
WP,WHIP,-0.09
WP,BABIP,-0.03
WP,LOB%,0.06
WP,FIP,-0.17
WP,GB/FB,0.05
WP,LD%,-0.12
WP,GB%,0.06
WP,FB%,-0.02
WP,IFFB%,-0.04
WP,HR/FB,-0.04
WP,IFH%,0.04
WP,BUH%,0.1
WP,RAR,0.18
WP,WAR,0.18
WP,tERA,-0.16
WP,xFIP,-0.18
WP,WPA,0.15
WP,RE24,0.13
WP,REW,0.13
WP,pLI,0.1
WP,inLI,0.1
WP,gmLI,0.03
WP,exLI,0.07
WP,Pulls,-0.02
WP,WPA/LI,0.13
WP,Clutch,0.05
WP,FA%,-0.02
WP,SL%,0.02
WP,CT%,0
WP,CB%,0.07
WP,CH%,-0.17
WP,SF%,0.35
WP,PO%,0.04
WP,wFB,0.02
WP,wSL,0.08
WP,wCT,0.02
WP,wCB,0.1
WP,wCH,0.08
WP,wSF,0.31
WP,O-Swing%,0.13
WP,Z-Swing%,0.01
WP,Swing%,0
WP,O-Contact%,-0.25
WP,Z-Contact%,-0.13
WP,Contact%,-0.3
WP,Zone%,-0.16
WP,F-Strike%,-0.07
WP,SwStr%,0.27
WP,ERA-,-0.13
WP,FIP-,-0.17
WP,xFIP-,-0.15
WP,K%,0.28
WP,BB%,0.19
WP,SIERA,-0.22
WP,RS/9,-0.08
WP,E-F,0.03
BK,W,-0.02
BK,L,0.06
BK,ERA,0.02
BK,G,0.01
BK,GS,0.01
BK,CG,0.03
BK,ShO,-0.01
BK,IP,0.03
BK,TBF,0.02
BK,H,-0.03
BK,R,0.03
BK,ER,0.03
BK,HR,-0.04
BK,BB,0.07
BK,IBB,-0.01
BK,HBP,-0.02
BK,WP,0.02
BK,BK,0.1
BK,SO,0.03
BK,GB,-0.01
BK,FB,0.03
BK,LD,-0.1
BK,IFFB,0.01
BK,Balls,0.08
BK,Strikes,0.05
BK,Pitches,0.07
BK,RS,-0.11
BK,IFH,0.12
BK,BU,0.08
BK,BUH,0.19
BK,K/9,0.02
BK,BB/9,0.05
BK,K/BB,-0.04
BK,H/9,-0.04
BK,HR/9,-0.05
BK,AVG,-0.04
BK,WHIP,-0.01
BK,BABIP,-0.03
BK,LOB%,-0.06
BK,FIP,-0.03
BK,GB/FB,0
BK,LD%,-0.12
BK,GB%,-0.01
BK,FB%,0.05
BK,IFFB%,-0.01
BK,HR/FB,-0.06
BK,IFH%,0.15
BK,BUH%,0.13
BK,RAR,0.02
BK,WAR,0.02
BK,tERA,-0.07
BK,xFIP,0.01
BK,WPA,0.01
BK,RE24,-0.02
BK,REW,-0.02
BK,pLI,0.02
BK,inLI,0.07
BK,gmLI,0.06
BK,exLI,0.03
BK,Pulls,-0.01
BK,WPA/LI,-0.01
BK,Clutch,0.03
BK,FA%,0.05
BK,SL%,-0.05
BK,CT%,0.03
BK,CB%,0.02
BK,CH%,0.04
BK,SF%,0.03
BK,PO%,0.01
BK,wFB,0.01
BK,wSL,-0.03
BK,wCT,0.02
BK,wCB,0.01
BK,wCH,0.06
BK,wSF,-0.13
BK,O-Swing%,0.03
BK,Z-Swing%,-0.1
BK,Swing%,-0.09
BK,O-Contact%,0.07
BK,Z-Contact%,0.01
BK,Contact%,0.04
BK,Zone%,-0.07
BK,F-Strike%,-0.11
BK,SwStr%,-0.05
BK,ERA-,0.03
BK,FIP-,-0.01
BK,xFIP-,0.02
BK,K%,0.02
BK,BB%,0.05
BK,SIERA,-0.01
BK,RS/9,-0.14
BK,E-F,0.06
SO,W,0.32
SO,L,-0.23
SO,ERA,-0.45
SO,G,0.16
SO,GS,0.16
SO,CG,0.25
SO,ShO,0.18
SO,IP,0.37
SO,TBF,0.27
SO,H,-0.3
SO,R,-0.36
SO,ER,-0.35
SO,HR,-0.12
SO,BB,0.17
SO,IBB,-0.13
SO,HBP,-0.03
SO,WP,0.24
SO,BK,-0.03
SO,SO,0.77
SO,GB,-0.23
SO,FB,0.02
SO,LD,-0.26
SO,IFFB,0.12
SO,Balls,0.23
SO,Strikes,0.49
SO,Pitches,0.43
SO,RS,0.15
SO,IFH,-0.04
SO,BU,0.02
SO,BUH,-0.03
SO,K/9,0.76
SO,BB/9,0.05
SO,K/BB,0.44
SO,H/9,-0.55
SO,HR/9,-0.23
SO,AVG,-0.57
SO,WHIP,-0.45
SO,BABIP,-0.13
SO,LOB%,0.37
SO,FIP,-0.54
SO,GB/FB,-0.14
SO,LD%,-0.12
SO,GB%,-0.12
SO,FB%,0.17
SO,IFFB%,0.16
SO,HR/FB,-0.16
SO,IFH%,0.1
SO,BUH%,-0.03
SO,RAR,0.51
SO,WAR,0.53
SO,tERA,-0.55
SO,xFIP,-0.55
SO,WPA,0.42
SO,RE24,0.45
SO,REW,0.45
SO,pLI,0.07
SO,inLI,0.14
SO,gmLI,0.04
SO,exLI,0.02
SO,Pulls,-0.05
SO,WPA/LI,0.44
SO,Clutch,-0.02
SO,FA%,0.17
SO,SL%,0.15
SO,CT%,0.22
SO,CB%,0.18
SO,CH%,-0.07
SO,SF%,0.04
SO,PO%,-0.07
SO,wFB,0.24
SO,wSL,0.33
SO,wCT,0.25
SO,wCB,0.17
SO,wCH,0.37
SO,wSF,0.15
SO,O-Swing%,0.34
SO,Z-Swing%,0
SO,Swing%,0.21
SO,O-Contact%,-0.44
SO,Z-Contact%,-0.58
SO,Contact%,-0.7
SO,Zone%,-0.1
SO,F-Strike%,0.14
SO,SwStr%,0.7
SO,ERA-,-0.43
SO,FIP-,-0.52
SO,xFIP-,-0.55
SO,K%,0.76
SO,BB%,0.1
SO,SIERA,-0.61
SO,RS/9,-0.03
SO,E-F,0.01
GB,W,0.12
GB,L,0.08
GB,ERA,0.01
GB,G,0.08
GB,GS,0.08
GB,CG,0.16
GB,ShO,0.05
GB,IP,0.16
GB,TBF,0.21
GB,H,0.42
GB,R,0.16
GB,ER,0.1
GB,HR,-0.18
GB,BB,-0.15
GB,IBB,0.09
GB,HBP,0.01
GB,WP,-0.1
GB,BK,0.02
GB,SO,-0.23
GB,GB,0.77
GB,FB,-0.5
GB,LD,0.23
GB,IFFB,-0.51
GB,Balls,-0.01
GB,Strikes,-0.06
GB,Pitches,-0.05
GB,RS,0.17
GB,IFH,0.44
GB,BU,0.1
GB,BUH,0.08
GB,K/9,-0.35
GB,BB/9,-0.2
GB,K/BB,-0.03
GB,H/9,0.26
GB,HR/9,-0.21
GB,AVG,0.29
GB,WHIP,0.12
GB,BABIP,0.22
GB,LOB%,-0.17
GB,FIP,-0.02
GB,GB/FB,0.74
GB,LD%,-0.07
GB,GB%,0.74
GB,FB%,-0.75
GB,IFFB%,-0.41
GB,HR/FB,0.19
GB,IFH%,0
GB,BUH%,-0.01
GB,RAR,0.08
GB,WAR,0.08
GB,tERA,0.05
GB,xFIP,-0.11
GB,WPA,-0.03
GB,RE24,-0.02
GB,REW,-0.02
GB,pLI,0.07
GB,inLI,-0.05
GB,gmLI,-0.05
GB,exLI,-0.06
GB,Pulls,-0.05
GB,WPA/LI,-0.01
GB,Clutch,-0.04
GB,FA%,-0.75
GB,SL%,-0.14
GB,CT%,0.12
GB,CB%,-0.06
GB,CH%,-0.04
GB,SF%,0.11
GB,PO%,0.2
GB,wFB,-0.06
GB,wSL,-0.08
GB,wCT,0.09
GB,wCB,0.08
GB,wCH,-0.06
GB,wSF,0.06
GB,O-Swing%,-0.08
GB,Z-Swing%,-0.12
GB,Swing%,-0.13
GB,O-Contact%,-0.01
GB,Z-Contact%,0.44
GB,Contact%,0.24
GB,Zone%,0
GB,F-Strike%,0.04
GB,SwStr%,-0.26
GB,ERA-,0
GB,FIP-,-0.05
GB,xFIP-,-0.15
GB,K%,-0.33
GB,BB%,-0.22
GB,SIERA,-0.02
GB,RS/9,0.1
GB,E-F,0.05
FB,W,-0.09
FB,L,0.1
FB,ERA,0.11
FB,G,0.02
FB,GS,0.02
FB,CG,-0.02
FB,ShO,-0.03
FB,IP,0.01
FB,TBF,0.02
FB,H,0.07
FB,R,0.1
FB,ER,0.14
FB,HR,0.38
FB,BB,-0.14
FB,IBB,-0.08
FB,HBP,-0.04
FB,WP,-0.17
FB,BK,-0.05
FB,SO,-0.04
FB,GB,-0.48
FB,FB,0.68
FB,LD,0.24
FB,IFFB,0.58
FB,Balls,-0.05
FB,Strikes,0.14
FB,Pitches,0.07
FB,RS,-0.09
FB,IFH,-0.34
FB,BU,-0.05
FB,BUH,0.03
FB,K/9,-0.06
FB,BB/9,-0.14
FB,K/BB,0.09
FB,H/9,0.06
FB,HR/9,0.35
FB,AVG,0.04
FB,WHIP,-0.02
FB,BABIP,-0.13
FB,LOB%,0.07
FB,FIP,0.2
FB,GB/FB,-0.66
FB,LD%,0.24
FB,GB%,-0.69
FB,FB%,0.63
FB,IFFB%,0.39
FB,HR/FB,-0.1
FB,IFH%,-0.08
FB,BUH%,0.08
FB,RAR,-0.15
FB,WAR,-0.15
FB,tERA,0.19
FB,xFIP,0.27
FB,WPA,-0.11
FB,RE24,-0.1
FB,REW,-0.09
FB,pLI,-0.15
FB,inLI,-0.04
FB,gmLI,0.03
FB,exLI,-0.01
FB,Pulls,0.03
FB,WPA/LI,-0.14
FB,Clutch,0.05
FB,FA%,0.63
FB,SL%,0.07
FB,CT%,-0.03
FB,CB%,-0.07
FB,CH%,0.22
FB,SF%,-0.05
FB,PO%,-0.13
FB,wFB,-0.1
FB,wSL,-0.03
FB,wCT,-0.13
FB,wCB,-0.15
FB,wCH,0.07
FB,wSF,-0.06
FB,O-Swing%,0.04
FB,Z-Swing%,0.15
FB,Swing%,0.2
FB,O-Contact%,0.26
FB,Z-Contact%,-0.12
FB,Contact%,0.14
FB,Zone%,0.11
FB,F-Strike%,0.1
FB,SwStr%,-0.06
FB,ERA-,0.11
FB,FIP-,0.2
FB,xFIP-,0.28
FB,K%,-0.06
FB,BB%,-0.15
FB,SIERA,0.22
FB,RS/9,-0.1
FB,E-F,-0.09
LD,W,0.02
LD,L,0.06
LD,ERA,0.17
LD,G,0.07
LD,GS,0.07
LD,CG,0.11
LD,ShO,0.01
LD,IP,0.07
LD,TBF,0.14
LD,H,0.45
LD,R,0.24
LD,ER,0.25
LD,HR,0.19
LD,BB,-0.24
LD,IBB,0.15
LD,HBP,-0.06
LD,WP,-0.23
LD,BK,-0.09
LD,SO,-0.28
LD,GB,0.18
LD,FB,0.19
LD,LD,0.4
LD,IFFB,0
LD,Balls,-0.07
LD,Strikes,0.01
LD,Pitches,-0.03
LD,RS,0.14
LD,IFH,0.03
LD,BU,0.11
LD,BUH,0.07
LD,K/9,-0.36
LD,BB/9,-0.26
LD,K/BB,0.02
LD,H/9,0.36
LD,HR/9,0.16
LD,AVG,0.36
LD,WHIP,0.17
LD,BABIP,0.17
LD,LOB%,-0.09
LD,FIP,0.23
LD,GB/FB,-0.03
LD,LD%,0.18
LD,GB%,-0.02
LD,FB%,-0.04
LD,IFFB%,-0.1
LD,HR/FB,0.08
LD,IFH%,-0.07
LD,BUH%,0
LD,RAR,-0.07
LD,WAR,-0.09
LD,tERA,0.26
LD,xFIP,0.24
LD,WPA,-0.1
LD,RE24,-0.08
LD,REW,-0.09
LD,pLI,-0.06
LD,inLI,-0.07
LD,gmLI,-0.01
LD,exLI,-0.02
LD,Pulls,-0.03
LD,WPA/LI,-0.13
LD,Clutch,0.05
LD,FA%,-0.04
LD,SL%,-0.1
LD,CT%,0
LD,CB%,-0.03
LD,CH%,0.15
LD,SF%,-0.16
LD,PO%,0.06
LD,wFB,-0.15
LD,wSL,-0.12
LD,wCT,0.01
LD,wCB,-0.01
LD,wCH,-0.08
LD,wSF,-0.04
LD,O-Swing%,-0.19
LD,Z-Swing%,0
LD,Swing%,0
LD,O-Contact%,0.15
LD,Z-Contact%,0.28
LD,Contact%,0.34
LD,Zone%,0.24
LD,F-Strike%,0.1
LD,SwStr%,-0.3
LD,ERA-,0.08
LD,FIP-,0.12
LD,xFIP-,0.13
LD,K%,-0.36
LD,BB%,-0.29
LD,SIERA,0.3
LD,RS/9,0.12
LD,E-F,-0.04
IFFB,W,-0.03
IFFB,L,0.03
IFFB,ERA,0.04
IFFB,G,0.03
IFFB,GS,0.03
IFFB,CG,-0.01
IFFB,ShO,-0.01
IFFB,IP,0.04
IFFB,TBF,0.03
IFFB,H,-0.06
IFFB,R,0.03
IFFB,ER,0.08
IFFB,HR,0.36
IFFB,BB,-0.07
IFFB,IBB,-0.06
IFFB,HBP,0.05
IFFB,WP,-0.11
IFFB,BK,-0.05
IFFB,SO,0.05
IFFB,GB,-0.46
IFFB,FB,0.61
IFFB,LD,0.08
IFFB,IFFB,0.6
IFFB,Balls,-0.02
IFFB,Strikes,0.18
IFFB,Pitches,0.11
IFFB,RS,-0.05
IFFB,IFH,-0.34
IFFB,BU,-0.08
IFFB,BUH,-0.06
IFFB,K/9,0.04
IFFB,BB/9,-0.08
IFFB,K/BB,0.1
IFFB,H/9,-0.09
IFFB,HR/9,0.32
IFFB,AVG,-0.12
IFFB,WHIP,-0.12
IFFB,BABIP,-0.25
IFFB,LOB%,0.13
IFFB,FIP,0.16
IFFB,GB/FB,-0.58
IFFB,LD%,0.09
IFFB,GB%,-0.63
IFFB,FB%,0.62
IFFB,IFFB%,0.44
IFFB,HR/FB,-0.06
IFFB,IFH%,-0.1
IFFB,BUH%,0.01
IFFB,RAR,-0.09
IFFB,WAR,-0.09
IFFB,tERA,0.1
IFFB,xFIP,0.22
IFFB,WPA,0
IFFB,RE24,0.01
IFFB,REW,0.01
IFFB,pLI,-0.14
IFFB,inLI,0.01
IFFB,gmLI,0.06
IFFB,exLI,-0.02
IFFB,Pulls,0.03
IFFB,WPA/LI,-0.01
IFFB,Clutch,0.02
IFFB,FA%,0.62
IFFB,SL%,0.03
IFFB,CT%,-0.13
IFFB,CB%,-0.11
IFFB,CH%,0.19
IFFB,SF%,-0.16
IFFB,PO%,-0.11
IFFB,wFB,0.01
IFFB,wSL,0.04
IFFB,wCT,-0.2
IFFB,wCB,-0.09
IFFB,wCH,0.09
IFFB,wSF,0
IFFB,O-Swing%,-0.06
IFFB,Z-Swing%,0.25
IFFB,Swing%,0.25
IFFB,O-Contact%,0.05
IFFB,Z-Contact%,-0.26
IFFB,Contact%,-0.02
IFFB,Zone%,0.23
IFFB,F-Strike%,0.09
IFFB,SwStr%,0.09
IFFB,ERA-,0
IFFB,FIP-,0.12
IFFB,xFIP-,0.2
IFFB,K%,0.05
IFFB,BB%,-0.08
IFFB,SIERA,0.14
IFFB,RS/9,-0.07
IFFB,E-F,-0.15
Balls,W,0.11
Balls,L,0.01
Balls,ERA,-0.08
Balls,G,0.21
Balls,GS,0.21
Balls,CG,-0.04
Balls,ShO,-0.05
Balls,IP,0.19
Balls,TBF,0.26
Balls,H,0
Balls,R,0.03
Balls,ER,0.02
Balls,HR,-0.1
Balls,BB,0.47
Balls,IBB,0.09
Balls,HBP,0.06
Balls,WP,0.21
Balls,BK,0.04
Balls,SO,0.18
Balls,GB,0.04
Balls,FB,-0.01
Balls,LD,0
Balls,IFFB,0
Balls,Balls,0.56
Balls,Strikes,0.2
Balls,Pitches,0.39
Balls,RS,0.06
Balls,IFH,0.11
Balls,BU,0.09
Balls,BUH,0.04
Balls,K/9,0.13
Balls,BB/9,0.39
Balls,K/BB,-0.19
Balls,H/9,-0.15
Balls,HR/9,-0.17
Balls,AVG,-0.14
Balls,WHIP,0.09
Balls,BABIP,-0.02
Balls,LOB%,0.1
Balls,FIP,-0.04
Balls,GB/FB,0.04
Balls,LD%,-0.03
Balls,GB%,0.05
Balls,FB%,-0.04
Balls,IFFB%,0.01
Balls,HR/FB,-0.1
Balls,IFH%,0.11
Balls,BUH%,-0.01
Balls,RAR,0.05
Balls,WAR,0.05
Balls,tERA,-0.02
Balls,xFIP,0.01
Balls,WPA,0.03
Balls,RE24,0.04
Balls,REW,0.04
Balls,pLI,0.16
Balls,inLI,0.02
Balls,gmLI,0.03
Balls,exLI,-0.01
Balls,Pulls,0.19
Balls,WPA/LI,0.02
Balls,Clutch,0.03
Balls,FA%,-0.04
Balls,SL%,-0.06
Balls,CT%,0.09
Balls,CB%,-0.01
Balls,CH%,0
Balls,SF%,0.2
Balls,PO%,-0.14
Balls,wFB,-0.02
Balls,wSL,0
Balls,wCT,0.03
Balls,wCB,0.04
Balls,wCH,0.13
Balls,wSF,0.1
Balls,O-Swing%,-0.06
Balls,Z-Swing%,-0.23
Balls,Swing%,-0.4
Balls,O-Contact%,-0.07
Balls,Z-Contact%,-0.02
Balls,Contact%,-0.12
Balls,Zone%,-0.3
Balls,F-Strike%,-0.38
Balls,SwStr%,0.02
Balls,ERA-,-0.07
Balls,FIP-,-0.04
Balls,xFIP-,0.04
Balls,K%,0.12
Balls,BB%,0.4
Balls,SIERA,0.01
Balls,RS/9,-0.04
Balls,E-F,-0.08
Strikes,W,0.27
Strikes,L,-0.09
Strikes,ERA,-0.3
Strikes,G,0.23
Strikes,GS,0.23
Strikes,CG,0.27
Strikes,ShO,0.15
Strikes,IP,0.42
Strikes,TBF,0.38
Strikes,H,0.06
Strikes,R,-0.13
Strikes,ER,-0.13
Strikes,HR,0.04
Strikes,BB,0
Strikes,IBB,-0.04
Strikes,HBP,-0.05
Strikes,WP,-0.01
Strikes,BK,-0.03
Strikes,SO,0.44
Strikes,GB,-0.05
Strikes,FB,0.2
Strikes,LD,0.09
Strikes,IFFB,0.21
Strikes,Balls,0.2
Strikes,Strikes,0.5
Strikes,Pitches,0.42
Strikes,RS,0.17
Strikes,IFH,0
Strikes,BU,0.11
Strikes,BUH,0.06
Strikes,K/9,0.35
Strikes,BB/9,-0.13
Strikes,K/BB,0.36
Strikes,H/9,-0.25
Strikes,HR/9,-0.09
Strikes,AVG,-0.26
Strikes,WHIP,-0.29
Strikes,BABIP,-0.07
Strikes,LOB%,0.27
Strikes,FIP,-0.29
Strikes,GB/FB,-0.12
Strikes,LD%,0.01
Strikes,GB%,-0.13
Strikes,FB%,0.14
Strikes,IFFB%,0.17
Strikes,HR/FB,-0.11
Strikes,IFH%,0.04
Strikes,BUH%,0.01
Strikes,RAR,0.34
Strikes,WAR,0.35
Strikes,tERA,-0.29
Strikes,xFIP,-0.29
Strikes,WPA,0.25
Strikes,RE24,0.3
Strikes,REW,0.3
Strikes,pLI,0.01
Strikes,inLI,0.06
Strikes,gmLI,0.06
Strikes,exLI,-0.05
Strikes,Pulls,-0.01
Strikes,WPA/LI,0.26
Strikes,Clutch,0
Strikes,FA%,0.14
Strikes,SL%,0.04
Strikes,CT%,0.22
Strikes,CB%,0.06
Strikes,CH%,0.05
Strikes,SF%,0.02
Strikes,PO%,-0.06
Strikes,wFB,0.13
Strikes,wSL,0.17
Strikes,wCT,0.16
Strikes,wCB,0.08
Strikes,wCH,0.29
Strikes,wSF,0.05
Strikes,O-Swing%,0.23
Strikes,Z-Swing%,0.03
Strikes,Swing%,0.22
Strikes,O-Contact%,-0.14
Strikes,Z-Contact%,-0.3
Strikes,Contact%,-0.3
Strikes,Zone%,0.01
Strikes,F-Strike%,0.18
Strikes,SwStr%,0.33
Strikes,ERA-,-0.3
Strikes,FIP-,-0.3
Strikes,xFIP-,-0.3
Strikes,K%,0.36
Strikes,BB%,-0.11
Strikes,SIERA,-0.31
Strikes,RS/9,-0.04
Strikes,E-F,-0.07
Pitches,W,0.23
Pitches,L,-0.05
Pitches,ERA,-0.24
Pitches,G,0.25
Pitches,GS,0.25
Pitches,CG,0.16
Pitches,ShO,0.08
Pitches,IP,0.37
Pitches,TBF,0.37
Pitches,H,0.04
Pitches,R,-0.08
Pitches,ER,-0.08
Pitches,HR,-0.02
Pitches,BB,0.22
Pitches,IBB,0.01
Pitches,HBP,-0.01
Pitches,WP,0.08
Pitches,BK,0
Pitches,SO,0.37
Pitches,GB,-0.01
Pitches,FB,0.13
Pitches,LD,0.06
Pitches,IFFB,0.14
Pitches,Balls,0.39
Pitches,Strikes,0.42
Pitches,Pitches,0.46
Pitches,RS,0.14
Pitches,IFH,0.05
Pitches,BU,0.11
Pitches,BUH,0.06
Pitches,K/9,0.29
Pitches,BB/9,0.09
Pitches,K/BB,0.15
Pitches,H/9,-0.24
Pitches,HR/9,-0.14
Pitches,AVG,-0.24
Pitches,WHIP,-0.16
Pitches,BABIP,-0.06
Pitches,LOB%,0.23
Pitches,FIP,-0.21
Pitches,GB/FB,-0.06
Pitches,LD%,-0.01
Pitches,GB%,-0.07
Pitches,FB%,0.07
Pitches,IFFB%,0.12
Pitches,HR/FB,-0.12
Pitches,IFH%,0.08
Pitches,BUH%,0
Pitches,RAR,0.25
Pitches,WAR,0.26
Pitches,tERA,-0.2
Pitches,xFIP,-0.18
Pitches,WPA,0.18
