"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","SF","SH","GDP","SB","CS","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Mike Lamb","Astros","28","56","75","78","27","3","8","2","14","14","32","3","0","0","0","0","0","78","0","3","0","0","0","109","180","289","24.4 %","38.5 %","37.2 %","7.7 %","57.7 %","34.6 %","1258"
"Brad Hawpe","Rockies","25","16","18","19","7","2","1","1","3","3","5","1","0","0","0","0","0","19","0","0","0","0","0","20","39","59","10.5 %","31.6 %","57.9 %","5.3 %","42.1 %","52.6 %","1885"
"David Ortiz","Red Sox","28","120","199","206","69","4","24","3","38","38","85","7","0","0","0","0","0","206","0","12","0","0","0","241","443","684","34.0 %","33.0 %","33.0 %","8.8 %","49.8 %","41.5 %","745"
"Xavier Nady","Padres","25","12","17","17","6","1","2","0","3","3","4","0","0","0","0","0","0","17","0","1","0","0","0","14","27","41","29.4 %","35.3 %","35.3 %","23.5 %","47.1 %","29.4 %","1658"
"Richie Sexson","Diamondbacks","29","15","24","24","7","0","1","0","6","6","13","0","0","0","0","0","0","24","0","2","0","0","0","28","51","79","20.8 %","33.3 %","45.8 %","12.5 %","37.5 %","50.0 %","709"
"Craig Wilson","Pirates","27","97","135","138","47","9","9","3","26","26","36","3","0","0","0","0","0","138","0","14","0","0","0","138","282","420","29.0 %","35.5 %","35.5 %","16.7 %","45.7 %","37.7 %","1015"
"Russell Branyan","Brewers","28","32","47","49","15","0","4","0","11","11","20","2","0","0","0","0","0","49","0","3","0","0","0","52","84","136","26.5 %","32.7 %","40.8 %","14.3 %","46.9 %","38.8 %","370"
"Josh Phelps","- - -","26","59","76","77","24","0","8","0","16","16","35","1","0","0","0","0","0","77","0","7","0","0","0","77","161","238","24.7 %","32.5 %","42.9 %","11.7 %","49.4 %","39.0 %","1318"
"Larry Walker","- - -","37","47","69","70","22","2","5","0","15","15","28","1","0","0","0","0","0","70","0","13","0","0","0","86","146","232","21.4 %","30.0 %","48.6 %","15.7 %","51.4 %","32.9 %","455"
"Sammy Sosa","Cubs","35","87","130","132","41","6","5","0","30","30","50","2","0","0","0","0","0","132","0","16","0","0","0","171","264","435","28.8 %","32.6 %","38.6 %","13.6 %","47.7 %","38.6 %","302"
"Brandon Larson","Reds","28","17","17","18","6","0","3","0","3","3","7","1","0","0","0","0","0","18","0","2","0","0","0","25","42","67","44.4 %","38.9 %","16.7 %","27.8 %","44.4 %","27.8 %","336"
"Cory Lidle","- - -","32","6","6","6","2","0","1","0","1","1","1","0","0","0","0","0","0","6","0","1","0","0","0","8","14","22","66.7 %","0.0 %","33.3 %","50.0 %","16.7 %","33.3 %","926"
"Russ Adams","Blue Jays","23","17","22","22","8","2","2","1","3","3","4","0","0","0","0","0","0","22","0","2","0","0","0","35","56","91","18.2 %","40.9 %","40.9 %","18.2 %","54.6 %","27.3 %","4519"
"Vinny Castilla","Rockies","36","115","194","200","66","5","25","3","33","33","87","6","0","0","0","0","0","200","0","21","0","0","0","201","407","608","27.5 %","33.0 %","39.5 %","8.0 %","54.5 %","37.5 %","84"
"Randy Wolf","Phillies","27","12","12","13","4","1","0","0","3","3","5","1","0","0","0","0","0","13","0","1","0","0","0","14","27","41","38.5 %","23.1 %","38.5 %","15.4 %","46.2 %","38.5 %","976"
"Mike Restovich","Twins","25","10","14","14","5","1","2","0","2","2","5","0","0","0","0","0","0","14","0","2","0","0","0","10","28","38","28.6 %","28.6 %","42.9 %","0.0 %","71.4 %","28.6 %","751"
"Mark Sweeney","Rockies","34","49","55","59","20","4","5","2","9","9","27","4","0","0","0","0","0","59","0","2","0","0","0","82","123","205","33.9 %","30.5 %","35.6 %","10.2 %","66.1 %","23.7 %","1408"
"J.D. Drew","Braves","28","95","148","151","47","4","12","3","28","28","53","3","0","0","0","0","0","151","0","15","0","0","0","181","303","484","29.8 %","30.5 %","39.7 %","12.6 %","53.0 %","34.4 %","1152"
"Joe Mauer","Twins","21","21","30","33","10","0","3","1","6","6","12","3","0","0","0","0","0","33","0","1","0","0","0","42","90","132","21.2 %","15.2 %","63.6 %","9.1 %","54.6 %","36.4 %","1857"
"Bobby Abreu","Phillies","30","115","156","160","50","2","18","1","29","29","59","4","0","0","0","0","0","160","0","7","0","0","0","224","400","624","19.4 %","35.0 %","45.6 %","7.6 %","49.7 %","42.8 %","945"
"Adam Melhuse","Athletics","32","42","55","55","18","4","4","0","10","10","19","0","0","0","0","0","0","55","0","4","0","0","0","61","126","187","25.5 %","27.3 %","47.3 %","21.8 %","41.8 %","36.4 %","294"
"Geoff Jenkins","Brewers","29","115","168","174","56","5","19","5","27","27","56","6","0","0","0","0","0","174","0","8","0","0","0","187","351","538","21.3 %","33.3 %","45.4 %","6.3 %","58.6 %","35.1 %","690"
"Ken Griffey Jr.","Reds","34","64","105","107","34","6","8","0","20","20","43","2","0","0","0","0","0","107","0","10","0","0","0","129","217","346","33.6 %","31.8 %","34.6 %","9.4 %","54.2 %","36.5 %","327"
"Felipe Lopez","Reds","24","44","63","64","22","1","12","2","7","7","14","1","0","0","0","0","0","64","0","6","0","0","0","80","166","246","25.0 %","34.4 %","40.6 %","12.5 %","48.4 %","39.1 %","1311"
"Andruw Jones","Braves","27","106","147","149","46","5","11","3","27","27","59","2","0","0","0","0","0","149","0","20","0","0","0","173","332","505","26.2 %","32.9 %","40.9 %","11.4 %","51.0 %","37.6 %","96"
"Travis Hafner","Indians","27","96","149","155","48","3","16","2","27","27","59","6","0","0","0","0","0","155","0","12","0","0","0","196","345","541","21.3 %","35.5 %","43.2 %","10.4 %","48.7 %","40.9 %","1573"
"Jeromy Burnitz","Rockies","35","113","173","176","54","7","12","2","33","33","65","3","0","0","0","0","0","176","0","20","0","0","0","213","390","603","27.3 %","34.1 %","38.6 %","14.3 %","52.6 %","33.1 %","867"
"Austin Kearns","Reds","24","37","55","55","18","4","4","1","9","9","17","0","0","0","0","0","0","55","0","4","0","0","0","64","120","184","30.9 %","27.3 %","41.8 %","10.9 %","49.1 %","40.0 %","332"
"Matt Diaz","Devil Rays","26","5","7","7","2","0","0","1","1","1","3","0","0","0","0","0","0","7","0","0","0","0","0","10","19","29","14.3 %","42.9 %","42.9 %","14.3 %","42.9 %","42.9 %","1771"
"Justin Leone","Mariners","27","20","31","31","9","0","3","0","6","6","12","0","0","0","0","0","0","31","0","4","0","0","0","44","76","120","32.3 %","48.4 %","19.4 %","12.9 %","54.8 %","32.3 %","2157"
"Shawn Green","Dodgers","31","96","139","141","44","9","8","1","26","26","50","2","0","0","0","0","0","141","0","7","0","0","0","167","280","447","29.1 %","36.2 %","34.8 %","12.1 %","54.6 %","33.3 %","651"
"Olmedo Saenz","Dodgers","33","31","34","37","11","3","0","0","8","8","19","3","0","0","0","0","0","37","0","4","0","0","0","41","76","117","29.7 %","27.0 %","43.2 %","8.1 %","56.8 %","35.1 %","937"
"Carlos Pena","Tigers","26","101","144","147","43","3","10","3","27","27","53","3","0","0","0","0","0","147","0","8","0","0","0","182","336","518","29.9 %","34.7 %","35.4 %","12.9 %","51.0 %","36.1 %","934"
"Chipper Jones","Braves","32","91","139","143","41","4","7","1","29","29","59","4","0","0","0","0","0","143","0","7","0","0","0","192","286","478","21.0 %","30.8 %","48.3 %","10.6 %","49.3 %","40.1 %","97"
"Larry Bigbie","Orioles","26","69","91","94","29","2","11","1","15","15","30","3","0","0","0","0","0","94","0","0","0","0","0","102","187","289","13.8 %","34.0 %","52.1 %","9.7 %","53.8 %","36.6 %","128"
"Jacque Jones","Twins","29","86","123","124","37","4","10","0","23","23","47","1","0","0","0","0","0","124","0","10","0","0","0","140","251","391","21.8 %","25.0 %","53.2 %","12.2 %","52.9 %","35.0 %","735"
"Carl Pavano","Marlins","28","8","8","8","2","0","0","0","2","2","2","0","0","0","0","0","0","8","0","0","0","0","0","10","23","33","25.0 %","37.5 %","37.5 %","25.0 %","37.5 %","37.5 %","790"
"Zach Day","Expos","26","4","4","4","1","0","0","0","1","1","1","0","0","0","0","0","0","4","0","0","0","0","0","3","6","9","50.0 %","50.0 %","0.0 %","25.0 %","50.0 %","25.0 %","1496"
"Chris Aguila","Marlins","25","10","12","12","3","0","0","0","3","3","3","0","0","0","0","0","0","12","0","1","0","0","0","10","29","39","33.3 %","8.3 %","58.3 %","25.0 %","41.7 %","33.3 %","2143"
"Phil Nevin","Padres","33","98","146","151","49","11","15","0","23","23","53","5","0","0","0","0","0","151","0","14","0","0","0","198","352","550","23.2 %","35.1 %","41.7 %","12.7 %","48.7 %","38.7 %","1049"
"Adam LaRoche","Braves","24","63","83","85","27","4","10","1","12","12","21","2","0","0","0","0","0","85","0","8","0","0","0","98","203","301","24.7 %","34.1 %","41.2 %","14.1 %","44.7 %","41.2 %","1904"
"Charles Johnson","Rockies","32","57","81","82","26","6","7","0","13","13","24","1","0","0","0","0","0","82","0","6","0","0","0","98","183","281","36.6 %","23.2 %","40.2 %","13.4 %","54.9 %","31.7 %","523"
"Jorge Posada","Yankees","32","78","107","108","31","3","8","0","20","20","36","1","0","0","0","0","0","108","0","9","0","0","0","145","219","364","31.5 %","34.3 %","34.3 %","13.0 %","47.2 %","39.8 %","841"
"Doug Mirabelli","Red Sox","33","32","46","46","14","1","6","0","7","7","18","0","0","0","0","0","0","46","0","7","0","0","0","59","94","153","37.0 %","26.1 %","37.0 %","13.0 %","41.3 %","45.7 %","202"
"Brooks Kieschnick","Brewers","32","13","13","13","5","2","2","0","1","1","4","0","0","0","0","0","0","13","0","1","0","0","0","23","29","52","38.5 %","15.4 %","46.2 %","7.7 %","76.9 %","15.4 %","389"
"Chase Utley","Phillies","25","49","75","76","23","5","5","0","13","13","26","1","0","0","0","0","0","76","0","3","0","0","0","87","165","252","27.6 %","35.5 %","36.8 %","10.5 %","54.0 %","35.5 %","1679"
"Jason Schmidt","Giants","31","11","12","12","4","2","0","0","2","2","2","0","0","0","0","0","0","12","0","1","0","0","0","5","19","24","50.0 %","25.0 %","25.0 %","8.3 %","66.7 %","25.0 %","1131"
"Justin Morneau","Twins","23","60","99","101","29","3","8","0","18","18","36","2","0","0","0","0","0","101","0","8","0","0","0","101","236","337","38.6 %","26.7 %","34.7 %","8.9 %","54.5 %","36.6 %","1737"
"Lyle Overbay","Brewers","27","95","128","133","46","14","17","0","15","15","44","5","0","0","0","0","0","132","0","8","0","0","0","147","261","408","20.3 %","39.9 %","39.9 %","10.5 %","56.4 %","33.1 %","1617"
"Chris Magruder","Brewers","27","21","26","27","10","3","5","0","2","2","5","1","0","0","0","0","0","27","0","0","0","0","0","26","58","84","25.9 %","33.3 %","40.7 %","22.2 %","44.4 %","33.3 %","392"
"Miguel Cabrera","Marlins","21","105","158","162","49","13","8","0","28","28","55","4","0","0","0","0","0","162","0","8","0","0","0","208","368","576","29.6 %","27.2 %","43.2 %","8.1 %","56.5 %","35.4 %","1744"
"Terry Tiffee","Twins","25","9","11","11","3","0","1","0","2","2","4","0","0","0","0","0","0","11","0","0","0","0","0","10","22","32","45.5 %","18.2 %","36.4 %","0.0 %","63.6 %","36.4 %","2160"
"Derrek Lee","Cubs","28","121","190","194","56","5","18","1","32","32","69","4","0","0","0","0","0","194","0","14","0","0","0","234","404","638","18.0 %","32.0 %","50.0 %","8.8 %","52.1 %","39.2 %","525"
"Brad Wilkerson","Expos","27","125","192","195","56","4","20","0","32","32","44","3","0","0","0","0","0","195","0","16","0","0","0","276","459","735","33.3 %","29.7 %","36.9 %","12.3 %","58.5 %","29.2 %","804"
"Paul Konerko","White Sox","28","104","174","178","48","7","5","0","36","36","66","4","0","0","0","0","0","178","0","23","0","0","0","205","380","585","32.0 %","28.7 %","39.3 %","9.1 %","56.8 %","34.1 %","242"
"Dmitri Young","Tigers","30","72","105","107","31","4","8","2","17","17","38","2","0","0","0","0","0","107","0","10","0","0","0","99","207","306","36.5 %","25.2 %","38.3 %","9.4 %","55.1 %","35.5 %","505"
"Melvin Mora","Orioles","32","103","169","170","52","9","18","0","25","25","48","1","0","0","0","0","0","170","0","16","0","0","0","232","420","652","26.5 %","28.8 %","44.7 %","15.9 %","50.0 %","34.1 %","157"
"Alex Rodriguez","Yankees","28","121","179","185","50","5","8","2","35","35","72","6","0","0","0","0","0","185","0","16","0","0","0","229","408","637","23.8 %","33.0 %","43.2 %","14.6 %","49.2 %","36.2 %","1274"
"Laynce Nix","Rangers","23","64","86","89","26","4","7","1","14","14","31","3","0","0","0","0","0","89","0","13","0","0","0","111","204","315","21.4 %","40.5 %","38.2 %","13.5 %","57.3 %","29.2 %","1766"
"Ismael Valdez","- - -","30","8","7","8","3","0","3","0","0","0","4","1","0","0","0","0","0","8","0","0","0","0","0","2","15","17","25.0 %","62.5 %","12.5 %","25.0 %","37.5 %","37.5 %","1283"
"Scott Rolen","Cardinals","29","115","188","195","57","14","9","2","32","32","74","7","0","0","0","0","0","195","0","21","0","0","0","254","433","687","26.2 %","27.7 %","46.2 %","15.5 %","51.6 %","33.0 %","970"
"Todd Helton","Rockies","30","120","199","205","61","10","20","1","30","30","54","6","0","0","0","0","0","205","0","18","0","0","0","234","451","685","28.3 %","26.8 %","44.9 %","9.8 %","52.0 %","38.2 %","432"
"Lance Berkman","Astros","28","108","167","173","49","2","20","1","26","26","63","6","0","0","0","0","0","173","0","15","0","0","0","219","348","567","19.7 %","38.2 %","42.2 %","12.7 %","46.2 %","41.0 %","548"
"Garrett Atkins","Rockies","24","7","6","7","2","0","1","0","1","1","3","1","0","0","0","0","0","7","0","0","0","0","0","12","16","28","28.6 %","42.9 %","28.6 %","14.3 %","57.1 %","28.6 %","1790"
"Jason LaRue","Reds","30","73","102","105","32","7","9","2","14","14","33","3","0","0","0","0","0","105","0","13","0","0","0","108","235","343","36.2 %","21.9 %","41.9 %","11.4 %","55.2 %","33.3 %","337"
"Eric Chavez","Athletics","26","94","150","154","41","5","7","0","29","29","50","4","0","0","0","0","0","154","0","20","0","0","0","174","332","506","29.2 %","30.5 %","40.3 %","15.6 %","53.9 %","30.5 %","906"
"Albert Pujols","Cardinals","24","127","212","221","59","7","11","0","41","41","72","9","0","0","0","0","0","221","0","32","0","0","0","239","512","751","32.6 %","29.9 %","37.6 %","11.8 %","51.6 %","36.7 %","1177"
"Hideki Matsui","Yankees","30","120","184","189","54","9","14","1","30","30","64","5","0","0","0","0","0","189","0","10","0","0","0","244","397","641","19.6 %","37.6 %","42.9 %","11.6 %","53.4 %","34.9 %","1659"
"Grady Sizemore","Indians","21","24","34","35","12","6","2","0","4","4","12","1","0","0","0","0","0","35","0","1","0","0","0","41","83","124","28.6 %","25.7 %","45.7 %","22.9 %","60.0 %","17.1 %","2197"
"Ben Broussard","Indians","27","90","131","133","42","13","12","1","16","16","43","2","0","0","0","0","0","133","0","17","0","0","0","172","280","452","25.6 %","29.3 %","45.1 %","18.1 %","53.4 %","28.6 %","312"
"Rey Ordonez","Cubs","33","10","10","10","3","0","2","0","1","1","2","0","0","0","0","0","0","10","0","3","0","0","0","10","19","29","60.0 %","10.0 %","30.0 %","20.0 %","50.0 %","30.0 %","889"
"John Mabry","Cardinals","33","52","67","70","18","2","3","0","13","13","28","3","0","0","0","0","0","70","0","6","0","0","0","69","140","209","32.9 %","35.7 %","31.4 %","11.4 %","55.7 %","32.9 %","1381"
"Vladimir Guerrero","Angels","29","126","192","200","56","13","9","2","32","32","63","8","0","0","0","0","0","200","0","17","0","0","0","160","365","525","30.0 %","33.0 %","37.0 %","17.0 %","51.5 %","31.5 %","778"
"Matt Holliday","Rockies","24","70","95","96","27","3","9","2","13","13","34","1","0","1","0","0","0","96","0","7","0","0","0","110","206","316","21.9 %","34.4 %","43.8 %","17.7 %","46.9 %","35.4 %","1873"
"Wilson Alvarez","Dodgers","34","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","4","5","9","0.0 %","0.0 %","100.0 %","0.0 %","50.0 %","50.0 %","1193"
"Edgar Gonzalez","Diamondbacks","21","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","6","10","0.0 %","50.0 %","50.0 %","100.0 %","0.0 %","0.0 %","1727"
"J.T. Snow","Giants","36","68","107","111","34","6","15","1","12","12","34","4","0","0","0","0","0","111","0","9","0","0","0","148","221","369","23.4 %","33.3 %","43.2 %","12.6 %","55.0 %","32.4 %","1133"
"Michael Barrett","Cubs","27","82","119","126","36","4","14","2","16","16","37","7","0","0","0","0","0","126","0","12","0","0","0","132","262","394","24.6 %","27.0 %","48.4 %","10.3 %","55.6 %","34.1 %","762"
"Carlos Delgado","Blue Jays","32","96","140","151","40","4","11","0","25","25","60","11","0","0","0","0","0","151","0","18","0","0","0","166","324","490","29.8 %","32.5 %","37.8 %","17.2 %","54.3 %","28.5 %","1297"
"Jayson Werth","Dodgers","25","56","90","91","25","4","5","3","13","13","27","1","0","0","0","0","0","91","0","7","0","0","0","111","222","333","22.0 %","41.8 %","36.3 %","17.6 %","53.9 %","28.6 %","1327"
