"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","SF","SH","GDP","SB","CS","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Jeff Baker","Rockies","25","9","12","12","7","0","2","0","5","5","12","0","0","0","0","0","0","12","0","2","0","0","0","5","15","20","8.3 %","16.7 %","75.0 %","0.0 %","41.7 %","58.3 %","2073"
"Jon Garland","White Sox","26","2","2","2","1","0","0","0","1","1","2","0","0","0","0","0","0","2","0","0","0","0","0","1","4","5","50.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","232"
"Josh Beckett","Red Sox","26","1","2","2","1","0","0","0","1","1","1","0","0","0","0","0","0","2","0","0","0","0","0","2","6","8","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","50.0 %","510"
"Kris Benson","Orioles","31","1","2","2","1","0","0","0","1","1","1","0","0","0","0","0","0","2","0","0","0","0","0","3","3","6","50.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","982"
"Charlton Jimerson","Astros","26","2","2","2","1","0","0","0","1","1","1","0","0","0","0","0","0","2","0","0","0","0","0","3","3","6","0.0 %","50.0 %","50.0 %","0.0 %","50.0 %","50.0 %","2171"
"Brent Clevlen","Tigers","22","4","6","6","3","0","0","0","3","3","4","0","0","0","0","0","0","6","0","1","0","0","0","5","9","14","16.7 %","50.0 %","33.3 %","16.7 %","16.7 %","66.7 %","4863"
"Mark Mulder","Cardinals","28","3","3","3","2","1","0","0","1","1","2","0","0","0","0","0","0","3","0","0","0","0","0","4","9","13","0.0 %","33.3 %","66.7 %","0.0 %","66.7 %","33.3 %","932"
"John Smoltz","Braves","39","4","4","4","3","0","3","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","7","8","0.0 %","0.0 %","100.0 %","0.0 %","25.0 %","75.0 %","115"
"Einar Diaz","Dodgers","33","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","6","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","378"
"Jeff Weaver","Angels","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3","4","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","0.0 %","503"
"Bruce Chen","Orioles","29","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3","4","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","769"
"Jose Reyes","Cubs","23","1","1","1","1","1","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","3","5","0.0 %","0.0 %","100.0 %","100.0 %","0.0 %","0.0 %","2797"
"Kevin Reese","Yankees","28","2","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","4","4","0.0 %","0.0 %","100.0 %","100.0 %","0.0 %","0.0 %","2977"
"Francisco Liriano","Twins","22","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","0.0 %","0.0 %","100.0 %","0.0 %","100.0 %","0.0 %","3201"
"Fred Lewis","Giants","25","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","3","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","4693"
"Scott Moore","Cubs","22","5","6","6","3","0","1","0","2","2","2","0","0","0","0","0","0","6","0","2","0","0","0","8","10","18","16.7 %","33.3 %","50.0 %","0.0 %","50.0 %","50.0 %","4390"
"Ryan Howard","Phillies","26","98","141","147","69","1","12","1","55","55","104","6","0","0","0","0","0","147","0","5","0","0","0","183","309","492","18.4 %","36.1 %","45.6 %","2.0 %","38.8 %","59.2 %","2154"
"Jorge Sosa","Braves","29","6","7","7","3","0","0","0","3","3","3","0","0","0","0","0","0","7","0","1","0","0","0","7","12","19","42.9 %","42.9 %","14.3 %","14.3 %","42.9 %","42.9 %","1228"
"Travis Ishikawa","Giants","22","4","5","5","3","0","2","1","0","0","2","0","0","0","0","0","0","5","0","1","0","0","0","5","9","14","0.0 %","60.0 %","40.0 %","0.0 %","40.0 %","60.0 %","4793"
"Kevin Barker","Blue Jays","30","3","4","4","2","0","1","0","1","1","1","0","0","0","0","0","0","4","0","0","0","0","0","2","8","10","25.0 %","25.0 %","50.0 %","0.0 %","25.0 %","75.0 %","1019"
"Josh Fields","White Sox","23","4","4","4","2","0","1","0","1","1","1","0","0","0","0","0","0","4","0","0","0","0","0","6","7","13","50.0 %","25.0 %","25.0 %","0.0 %","50.0 %","50.0 %","7490"
"Carlos Zambrano","Cubs","25","12","12","13","5","0","0","0","5","5","9","1","0","0","0","0","0","13","0","2","0","0","0","10","30","40","7.7 %","23.1 %","69.2 %","0.0 %","61.5 %","38.5 %","305"
"Eric Milton","Reds","30","6","6","7","4","0","3","1","0","0","1","1","0","0","0","0","0","7","0","0","0","0","0","9","16","25","0.0 %","57.1 %","42.9 %","0.0 %","57.1 %","42.9 %","743"
"Curtis Pride","Angels","37","5","6","6","3","0","2","0","1","1","2","0","0","0","0","0","0","6","0","1","0","0","0","7","11","18","16.7 %","50.0 %","33.3 %","0.0 %","50.0 %","50.0 %","1762"
"Travis Hafner","Indians","29","87","139","139","60","4","18","1","37","37","80","0","0","0","0","0","0","139","0","5","0","0","0","176","304","480","30.2 %","36.0 %","33.8 %","5.8 %","51.1 %","43.2 %","1573"
"Tim Laker","Indians","36","2","3","3","2","1","1","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","1","5","6","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1681"
"Matt Cain","Giants","21","3","3","3","2","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","6","11","0.0 %","100.0 %","0.0 %","0.0 %","100.0 %","0.0 %","4732"
"Chris Duncan","Cardinals","25","53","73","75","28","4","0","2","22","22","32","2","0","0","0","0","0","75","0","7","0","0","0","93","148","241","24.0 %","40.0 %","36.0 %","6.7 %","52.0 %","41.3 %","2722"
"Buck Coats","Cubs","24","3","3","3","1","0","0","0","1","1","1","0","0","0","0","0","0","3","0","0","0","0","0","3","9","12","33.3 %","0.0 %","66.7 %","33.3 %","33.3 %","33.3 %","2945"
"T.J. Bohn","Mariners","26","3","3","3","1","0","0","0","1","1","2","0","0","0","0","0","0","3","0","1","0","0","0","4","4","8","33.3 %","33.3 %","33.3 %","0.0 %","66.7 %","33.3 %","4592"
"Andy Cannizaro","Yankees","27","3","3","3","1","0","0","0","1","1","1","0","0","0","0","0","0","3","0","0","0","0","0","2","11","13","33.3 %","66.7 %","0.0 %","0.0 %","66.7 %","33.3 %","7068"
"Jim Thome","White Sox","35","107","147","151","56","5","10","0","41","41","76","4","0","0","0","0","0","151","0","12","0","0","0","213","303","516","21.2 %","35.1 %","43.7 %","4.6 %","49.0 %","46.4 %","409"
"Shin-Soo Choo","- - -","23","16","21","21","9","2","2","2","3","3","8","0","0","0","0","0","0","21","0","0","0","0","0","21","56","77","9.5 %","38.1 %","52.4 %","0.0 %","66.7 %","33.3 %","3174"
"Sun-Woo Kim","- - -","28","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","5","7","0.0 %","0.0 %","100.0 %","0.0 %","50.0 %","50.0 %","197"
"John Maine","Mets","25","2","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","5","9","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","4773"
"Hong-Chih Kuo","Dodgers","24","1","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","2","5","7","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","50.0 %","7016"
"Adam LaRoche","Braves","26","106","145","151","55","1","22","0","32","32","55","6","0","0","0","0","0","151","0","6","0","0","0","174","336","510","24.5 %","37.1 %","38.4 %","4.0 %","53.6 %","42.4 %","1904"
"Jacque Jones","Cubs","31","81","105","106","40","7","10","0","23","23","43","1","0","0","0","0","0","106","0","2","0","0","0","104","217","321","20.8 %","31.1 %","48.1 %","7.6 %","56.6 %","35.9 %","735"
"Manny Ramirez","Red Sox","34","88","141","149","54","12","6","1","35","35","72","8","0","0","0","0","0","149","0","8","0","0","0","173","343","516","29.5 %","29.5 %","40.9 %","4.7 %","53.0 %","42.3 %","210"
"Alex Escobar","Nationals","27","19","25","29","12","4","2","2","4","4","12","4","0","0","0","0","0","29","0","6","0","0","0","38","73","111","17.2 %","37.9 %","44.8 %","10.3 %","65.5 %","24.1 %","383"
"Freddie Bynum","Cubs","26","22","26","26","10","2","2","2","4","4","6","0","0","0","0","0","0","26","0","1","0","0","0","37","64","101","23.1 %","38.5 %","38.5 %","7.7 %","61.5 %","30.8 %","2099"
"David Ortiz","Red Sox","30","125","203","207","68","4","11","1","52","52","92","4","0","0","0","0","0","207","0","17","0","0","0","262","434","696","31.9 %","36.7 %","31.4 %","2.9 %","55.1 %","42.0 %","745"
"Lance Berkman","Astros","30","109","175","183","64","11","11","0","42","42","90","8","0","0","0","0","0","183","0","28","0","0","0","211","398","609","21.9 %","39.9 %","38.3 %","12.0 %","51.9 %","36.1 %","548"
"Wilson Betemit","- - -","24","71","100","100","38","7","14","0","17","17","32","0","0","0","0","0","0","100","0","6","0","0","0","122","243","365","24.0 %","32.0 %","44.0 %","3.0 %","58.0 %","39.0 %","1861"
"Russell Branyan","- - -","30","50","77","80","27","3","6","0","18","18","26","3","0","0","0","0","0","80","0","2","0","0","0","108","170","278","28.8 %","47.5 %","23.8 %","2.5 %","58.8 %","38.8 %","370"
"David Ross","Reds","29","57","83","88","28","1","5","1","21","21","40","5","0","0","0","0","0","88","0","11","0","0","0","87","179","266","39.8 %","30.7 %","29.6 %","5.7 %","53.4 %","40.9 %","1551"
"Jermaine Dye","White Sox","32","104","167","173","59","10","10","1","38","38","77","6","0","0","0","0","0","172","0","10","0","0","0","211","387","598","25.4 %","39.3 %","35.3 %","6.4 %","54.9 %","38.7 %","911"
"Jason Smith","Rockies","28","20","26","26","10","4","1","0","5","5","8","0","0","0","0","0","0","26","0","0","0","0","0","23","55","78","34.6 %","26.9 %","38.5 %","15.4 %","57.7 %","26.9 %","1227"
"Yorvit Torrealba","Rockies","27","36","42","43","15","1","6","1","7","7","17","1","0","0","0","0","0","43","0","6","0","0","0","61","84","145","27.9 %","27.9 %","44.2 %","7.0 %","55.8 %","37.2 %","1135"
"Kevin Kouzmanoff","Indians","24","10","14","14","5","2","0","0","3","3","8","0","0","0","0","0","0","14","0","4","0","0","0","15","30","45","7.1 %","28.6 %","64.3 %","7.1 %","57.1 %","35.7 %","5995"
"Derek Jeter","Yankees","32","72","91","95","35","6","13","2","14","14","37","4","0","0","0","0","0","95","0","2","0","0","0","117","197","314","15.8 %","35.8 %","48.4 %","6.3 %","51.6 %","42.1 %","826"
"Jason Bay","Pirates","27","118","177","186","63","7","20","3","33","33","80","9","0","0","0","0","0","186","0","8","0","0","0","212","414","626","24.2 %","43.0 %","32.8 %","3.8 %","55.4 %","40.9 %","1717"
"Dallas McPherson","Angels","25","20","29","29","9","2","0","0","7","7","11","0","0","0","0","0","0","29","0","1","0","0","0","35","63","98","41.4 %","24.1 %","34.5 %","6.9 %","69.0 %","24.1 %","2194"
"David Murphy","Red Sox","24","5","6","6","2","0","1","0","1","1","2","0","0","0","0","0","0","6","0","0","0","0","0","10","15","25","16.7 %","0.0 %","83.3 %","16.7 %","50.0 %","33.3 %","6035"
"Carlos Beltran","Mets","29","107","187","194","62","6","16","1","39","39","87","7","0","0","0","0","0","194","0","22","0","0","0","259","452","711","41.8 %","32.5 %","25.8 %","5.7 %","62.4 %","32.0 %","589"
"Dontrelle Willis","Marlins","24","10","14","14","4","0","0","1","3","3","7","0","0","0","0","0","0","14","0","0","0","0","0","10","22","32","21.4 %","35.7 %","42.9 %","0.0 %","64.3 %","35.7 %","1703"
"Josh Bard","- - -","28","40","56","57","20","4","7","0","9","9","16","1","0","0","0","0","0","57","0","2","0","0","0","54","119","173","33.3 %","19.3 %","47.4 %","7.0 %","52.6 %","40.4 %","1578"
"Alex Rodriguez","Yankees","30","115","169","173","57","14","8","1","34","34","73","4","0","0","0","0","0","172","0","21","0","0","0","169","345","514","22.5 %","36.4 %","41.0 %","8.7 %","61.9 %","29.5 %","1274"
"Preston Wilson","- - -","31","75","99","102","36","10","8","2","16","16","38","3","0","0","0","0","0","102","0","12","0","0","0","119","215","334","23.5 %","33.3 %","43.1 %","14.7 %","56.9 %","28.4 %","545"
"Wes Helms","Marlins","30","48","64","68","24","6","6","2","10","10","25","4","0","0","0","0","0","68","0","4","0","0","0","73","143","216","39.7 %","22.1 %","38.2 %","10.3 %","60.3 %","29.4 %","94"
"Jason Schmidt","Giants","33","13","16","16","7","3","3","0","1","1","1","0","0","0","0","0","0","16","0","1","0","0","0","17","35","52","37.5 %","25.0 %","37.5 %","12.5 %","56.3 %","31.3 %","1131"
"Fernando Tatis","Orioles","31","15","15","17","6","1","2","1","2","2","5","2","0","0","0","0","0","17","0","1","0","0","0","19","31","50","17.7 %","17.7 %","64.7 %","11.8 %","52.9 %","35.3 %","798"
"Richie Sexson","Mariners","31","113","172","176","56","5","18","0","33","33","71","4","0","0","0","0","0","176","0","19","0","0","0","216","363","579","21.6 %","39.8 %","38.6 %","2.8 %","58.5 %","38.6 %","709"
"Ryan Church","Nationals","27","38","58","59","20","2","9","0","9","9","20","1","0","0","0","0","0","59","0","4","0","0","0","69","122","191","27.1 %","33.9 %","39.0 %","5.1 %","57.6 %","37.3 %","2106"
"Eric Hinske","- - -","28","57","86","86","30","7","9","1","13","13","18","0","0","0","0","0","0","86","0","4","0","0","0","114","185","299","24.4 %","33.7 %","41.9 %","3.5 %","61.6 %","34.9 %","1305"
"Mark Teahen","Royals","24","68","107","109","35","5","7","5","18","18","36","2","0","0","0","0","0","109","0","7","0","0","0","127","237","364","22.0 %","37.6 %","40.4 %","11.9 %","55.1 %","33.0 %","4511"
"Carlos Delgado","Mets","34","103","157","166","50","3","13","0","34","34","72","9","0","0","0","0","0","166","0","9","0","0","0","180","372","552","27.7 %","36.8 %","35.5 %","6.6 %","56.0 %","37.4 %","1297"
"Greg Norton","Devil Rays","33","66","93","95","32","9","6","0","17","17","32","2","0","0","0","0","0","95","0","5","0","0","0","98","209","307","25.3 %","34.7 %","40.0 %","7.4 %","57.9 %","34.7 %","1388"
"Olmedo Saenz","Dodgers","35","43","56","60","19","2","6","0","11","11","30","4","0","0","0","0","0","60","0","4","0","0","0","70","125","195","35.0 %","45.0 %","20.0 %","6.7 %","53.3 %","40.0 %","937"
"Nick Johnson","Nationals","27","97","141","144","48","5","21","0","22","22","44","3","0","0","0","0","0","144","0","13","0","0","0","203","329","532","22.9 %","34.7 %","42.4 %","9.7 %","47.9 %","42.4 %","828"
"Chipper Jones","Braves","34","86","132","136","42","5","9","3","25","25","54","4","0","0","0","0","0","136","0","4","0","0","0","177","283","460","17.7 %","41.2 %","41.2 %","4.4 %","56.6 %","39.0 %","97"
"Matt Holliday","Rockies","26","109","167","170","53","5","15","3","30","30","62","3","0","0","0","0","0","170","0","11","0","0","0","158","356","514","13.5 %","34.1 %","52.4 %","7.7 %","60.0 %","32.4 %","1873"
"Jeff Keppinger","Royals","26","8","12","12","4","1","1","0","2","2","5","0","0","0","0","0","0","12","0","1","0","0","0","21","28","49","8.3 %","33.3 %","58.3 %","25.0 %","58.3 %","16.7 %","3856"
"Andruw Jones","Braves","29","113","177","186","53","5","7","0","41","41","81","9","0","0","0","0","0","186","0","29","0","0","0","221","407","628","35.5 %","40.9 %","23.7 %","5.9 %","56.5 %","37.6 %","96"
"Bill Hall","Brewers","26","113","177","180","55","7","13","2","33","33","59","3","0","0","0","0","0","180","0","13","0","0","0","235","423","658","19.4 %","36.7 %","43.9 %","5.0 %","53.9 %","41.1 %","1605"
"Jason Giambi","Yankees","35","107","180","185","56","8","12","0","36","36","81","5","0","0","0","0","0","185","0","21","0","0","0","272","453","725","35.7 %","36.8 %","27.6 %","11.9 %","53.5 %","34.6 %","818"
"Adam Dunn","Reds","26","117","177","180","53","9","6","0","38","38","66","3","0","0","0","0","0","180","0","15","0","0","0","251","396","647","30.6 %","37.2 %","32.2 %","7.8 %","56.1 %","36.1 %","319"
"Matt Kemp","Dodgers","21","28","34","37","12","2","4","0","6","6","14","3","0","0","0","0","0","37","0","3","0","0","0","46","91","137","18.9 %","29.7 %","51.4 %","0.0 %","62.2 %","37.8 %","5631"
"Brad Hawpe","Rockies","27","96","134","136","43","6","13","2","22","22","39","2","0","0","0","0","0","136","0","9","0","0","0","141","284","425","22.8 %","38.2 %","39.0 %","8.1 %","54.4 %","37.5 %","1885"
"Humberto Quintero","Astros","26","5","5","5","2","0","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","8","12","20","60.0 %","40.0 %","0.0 %","0.0 %","60.0 %","40.0 %","1824"
"Mike Rouse","Athletics","26","3","5","5","2","0","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","7","17","24","0.0 %","40.0 %","60.0 %","0.0 %","100.0 %","0.0 %","1893"
"Josh Johnson","Marlins","22","5","5","5","2","0","2","0","0","0","2","0","0","0","0","0","0","5","0","0","0","0","0","3","13","16","20.0 %","0.0 %","80.0 %","20.0 %","40.0 %","40.0 %","4567"
"Delmon Young","Devil Rays","20","20","27","28","10","2","5","0","3","3","6","1","0","0","0","0","0","28","0","1","0","0","0","11","52","63","14.3 %","21.4 %","64.3 %","7.1 %","71.4 %","21.4 %","2140"
"Eli Marrero","- - -","32","23","30","31","10","4","0","0","6","6","9","1","0","0","0","0","0","31","0","6","0","0","0","52","79","131","25.8 %","48.4 %","25.8 %","22.6 %","54.8 %","22.6 %","1166"
"Carlos Quentin","Diamondbacks","23","33","50","51","16","2","4","3","7","7","18","1","0","0","0","0","0","51","0","12","0","0","0","41","84","125","41.2 %","19.6 %","39.2 %","13.7 %","60.8 %","25.5 %","6274"
"Vladimir Guerrero","Angels","31","121","198","202","67","18","17","1","31","31","73","4","0","0","0","0","0","202","0","23","0","0","0","168","377","547","31.2 %","34.2 %","34.7 %","11.4 %","53.5 %","35.2 %","778"
"Terry Tiffee","Twins","27","6","8","8","2","0","0","0","2","2","3","0","0","0","0","0","0","8","0","1","0","0","0","9","12","21","50.0 %","12.5 %","37.5 %","12.5 %","25.0 %","62.5 %","2160"
"Carlos Marmol","Cubs","23","4","4","4","1","0","0","0","1","1","1","0","0","0","0","0","0","4","0","0","0","0","0","2","9","11","50.0 %","25.0 %","25.0 %","0.0 %","50.0 %","50.0 %","2790"
"Sean Marshall","Cubs","23","4","4","4","1","0","0","0","1","1","1","0","0","0","0","0","0","4","0","0","0","0","0","10","13","23","25.0 %","50.0 %","25.0 %","0.0 %","50.0 %","50.0 %","5905"
"Albert Pujols","Cardinals","26","118","215","218","61","4","12","0","45","45","90","3","0","0","0","0","0","218","0","33","0","0","0","266","466","732","34.9 %","33.0 %","32.1 %","8.3 %","57.3 %","34.4 %","1177"
"Zach Duke","Pirates","23","7","8","8","4","3","1","0","0","0","1","0","0","0","0","0","0","8","0","0","0","0","0","6","16","22","12.5 %","37.5 %","50.0 %","37.5 %","50.0 %","12.5 %","3840"
"Rob Bowen","Padres","25","18","18","19","6","1","2","0","3","3","8","1","0","0","0","0","0","19","0","1","0","0","0","27","43","70","21.1 %","47.4 %","31.6 %","0.0 %","57.9 %","42.1 %","1817"
"Josh Rabe","Twins","27","10","14","14","4","1","0","0","3","3","6","0","0","0","0","0","0","14","0","2","0","0","0","22","30","52","21.4 %","21.4 %","57.1 %","21.4 %","57.1 %","21.4 %","3007"
"Alfonso Soriano","Nationals","30","136","250","252","76","16","14","1","45","45","74","2","0","0","0","0","0","252","0","20","0","0","0","278","570","848","33.7 %","27.8 %","38.5 %","9.9 %","56.4 %","33.7 %","847"
"Lyle Overbay","Blue Jays","29","100","153","155","50","7","22","0","21","21","50","2","0","0","0","0","0","155","0","7","0","0","0","177","316","493","15.5 %","42.6 %","41.9 %","6.5 %","59.4 %","34.2 %","1617"
"Dmitri Young","Tigers","32","33","44","45","14","3","3","1","7","7","12","1","0","0","0","0","0","45","0","0","0","0","0","42","101","143","26.7 %","33.3 %","40.0 %","6.7 %","60.0 %","33.3 %","505"
"Adrian Gonzalez","Padres","24","111","148","153","49","11","15","1","22","22","50","5","0","0","0","0","0","153","0","3","0","0","0","197","350","547","20.9 %","38.6 %","40.5 %","3.9 %","56.2 %","39.9 %","1908"
"Juan Rivera","Angels","27","80","124","130","39","9","7","0","23","23","54","6","0","0","0","0","0","130","0","13","0","0","0","138","277","415","30.0 %","35.4 %","34.6 %","6.9 %","59.2 %","33.9 %","843"
"Michael Cuddyer","Twins","27","103","148","153","47","7","16","1","23","23","59","5","0","0","0","0","0","153","0","13","0","0","0","196","354","550","35.3 %","33.3 %","31.4 %","10.5 %","58.2 %","31.4 %","1534"
"Phil Nevin","- - -","35","68","100","102","28","6","1","0","21","21","40","2","0","0","0","0","0","102","0","13","0","0","0","130","235","365","22.6 %","40.2 %","37.3 %","4.9 %","63.7 %","31.4 %","1049"
"Daryle Ward","- - -","31","40","43","46","15","4","5","0","6","6","14","3","0","0","0","0","0","46","0","3","0","0","0","49","107","156","32.6 %","30.4 %","37.0 %","8.7 %","63.0 %","28.3 %","579"
"Adam Melhuse","Athletics","34","21","26","26","8","2","2","0","4","4","10","0","0","0","0","0","0","26","0","2","0","0","0","31","55","86","15.4 %","30.8 %","53.9 %","3.9 %","73.1 %","23.1 %","294"
"Julio Franco","Mets","47","19","21","21","7","1","4","0","2","2","8","0","0","0","0","0","0","21","0","1","0","0","0","30","45","75","0.0 %","19.1 %","81.0 %","4.8 %","57.1 %","38.1 %","87"
"Greg Dobbs","Mariners","27","5","6","6","2","0","1","1","0","0","1","0","0","0","0","0","0","6","0","1","0","0","0","7","12","19","33.3 %","33.3 %","33.3 %","0.0 %","83.3 %","16.7 %","2158"
"Carlos Guillen","Tigers","30","109","171","175","58","15","21","3","19","19","48","4","0","0","0","0","0","175","0","9","0","0","0","197","365","562","23.4 %","30.3 %","46.3 %","9.7 %","60.0 %","30.3 %","1079"
"Bobby Abreu","- - -","32","95","114","121","38","4","19","1","14","14","50","7","0","0","0","0","0","121","0","1","0","0","0","159","320","479","10.7 %","28.9 %","60.3 %","2.5 %","62.0 %","35.5 %","945"
"Corey Koskie","Brewers","33","51","70","70","20","1","8","0","11","11","20","0","0","0","0","0","0","70","0","11","0","0","0","86","153","239","21.4 %","35.7 %","42.9 %","5.7 %","57.1 %","37.1 %","738"
"Ty Wigginton","Devil Rays","28","91","138","141","40","6","9","1","24","24","47","3","0","0","0","0","0","141","0","24","0","0","0","157","287","444","32.6 %","32.6 %","34.8 %","9.9 %","59.6 %","30.5 %","1491"
"Josh Willingham","Marlins","27","105","158","164","47","6","13","2","26","26","52","6","0","0","0","0","0","164","0","17","0","0","0","201","351","552","30.5 %","34.2 %","35.4 %","6.7 %","58.5 %","34.8 %","2103"
"Aaron Guiel","- - -","33","31","41","41","12","3","2","0","7","7","10","0","0","0","0","0","0","41","0","2","0","0","0","51","87","138","39.0 %","31.7 %","29.3 %","4.9 %","73.2 %","22.0 %","1503"
"Matt Morris","Giants","31","10","10","10","4","1","3","0","0","0","4","0","0","0","0","0","0","10","0","1","0","0","0","11","23","34","10.0 %","40.0 %","50.0 %","20.0 %","60.0 %","20.0 %","1172"
"Erick Aybar","Angels","22","7","8","8","3","1","1","1","0","0","1","0","0","0","0","0","0","8","0","1","0","0","0","13","22","35","37.5 %","12.5 %","50.0 %","25.0 %","75.0 %","0.0 %","4082"
"Moises Alou","Giants","39","75","122","126","37","10","5","1","21","21","43","4","0","0","0","0","0","126","0","7","0","0","0","133","257","390","32.5 %","44.4 %","23.0 %","10.3 %","61.1 %","28.6 %","261"
"Kevin Thompson","Yankees","26","6","7","7","2","0","1","0","1","1","2","0","0","0","0","0","0","7","0","0","0","0","0","12","17","29","57.1 %","28.6 %","14.3 %","0.0 %","71.4 %","28.6 %","7044"
"Jim Edmonds","Cardinals","36","74","108","113","32","5","8","0","19","20","46","5","0","0","0","0","0","113","0","7","0","0","0","144","243","387","28.3 %","34.5 %","37.2 %","6.2 %","61.1 %","32.7 %","1153"
"Prince Fielder","Brewers","22","115","172","178","53","10","16","1","26","26","49","6","0","0","0","0","0","178","0","21","0","0","0","197","410","607","21.4 %","38.2 %","40.5 %","8.4 %","62.4 %","29.2 %","4613"
"Brad Wilkerson","Rangers","29","69","98","101","29","4","8","2","15","15","33","3","0","0","0","0","0","101","0","6","0","0","0","136","229","365","22.8 %","33.7 %","43.6 %","6.9 %","62.4 %","30.7 %","804"
