name,fg_id,fans_g,fans_pa,fans_ab,fans_b1,fans_b2,fans_b3,fans_hr,fans_r,fans_rbi,fans_sb,fans_cs,zips_g,zips_pa,zips_ab,zips_b1,zips_b2,zips_b3,zips_hr,zips_r,zips_rbi,zips_sb,zips_cs,stmr_g,stmr_pa,stmr_ab,stmr_b1,stmr_b2,stmr_b3,stmr_hr,stmr_r,stmr_rbi,stmr_sb,stmr_cs,cair_g,cair_pa,cair_ab,cair_b1,cair_b2,cair_b3,cair_hr,cair_r,cair_rbi,cair_sb,cair_cs,f411_g,f411_pa,f411_ab,f411_b1,f411_b2,f411_b3,f411_hr,f411_r,f411_rbi,f411_sb,f411_cs,real_g,real_pa,real_ab,real_b1,real_b2,real_b3,real_hr,real_r,real_rbi,real_sb,real_cs
Kaohi Downing,sa503778,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.16,0.06,0.01,0.01,0.1,0.1,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Wendt,sa503803,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.15,0.04,0.01,0.01,0.1,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dane Phillips,sa503813,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.12,0.02,0,0.01,0.06,0.06,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Tracy,sa503820,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.04,0,0.03,0.09,0.1,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zachary Fisher,sa503821,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.02,0,0.01,0.08,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Giansanti,sa503822,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.03,0,0.01,0.08,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Smith,sa503830,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.02,0,0.02,0.07,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelberth Montilla,sa503843,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.03,0,0.01,0.07,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendry Jimenez,sa503845,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.03,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Sanchez,sa503846,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.16,0.04,0,0.01,0.08,0.08,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Alvarez,sa503849,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.16,0.04,0,0.01,0.08,0.08,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domingo Santana,sa503853,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.13,0.03,0.01,0.03,0.09,0.1,0.01,0.01,0.257107721,530.675149,0.919596185,0.130121828,0.050621769,0.005090813,0.023000629,0.101242902,0.094670112,0.009898736,0.009095202,,,,,,,,,,,,,,,,,,,,,,
Boss Moanaroa,sa503858,,,,,,,,,,,,,,,,,,,,,,,,100,0.9,0.13,0.03,0,0.01,0.08,0.07,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Sanchez,sa503859,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.03,0,0.01,0.09,0.08,0.1,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Vicioso,sa503860,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.03,0,0.01,0.08,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefry Sierra,sa503861,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.15,0.03,0,0.01,0.07,0.07,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorman Rodriguez,sa503865,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.03,0,0.02,0.08,0.08,0.03,0.02,0.259175603,364.9765718,0.940363517,0.139447162,0.035512377,0.005311762,0.019467796,0.086394357,0.090746586,0.028218171,0.028471102,,,,,,,,,,,,,,,,,,,,,,
Julio Rodriguez,sa503872,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.05,0,0.01,0.09,0.09,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Santana,sa503874,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.16,0.03,0.01,0.01,0.09,0.08,0.03,0.02,0.258736073,386.9855385,0.939928656,0.155684061,0.033198845,0.008040872,0.012438358,0.093320543,0.074969343,0.028852107,0.040745245,,,,,,,,,,,,,,,,,,,,,,
Kennys Vargas,sa503875,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.14,0.03,0,0.02,0.09,0.09,0.01,0,0.241195213,259.2961227,0.907670093,0.147549365,0.041059104,0.002393229,0.02747915,0.097238628,0.110155483,0.007036348,0.002607798,,,,,,,,,,,,,,,,,,,,,,
Eduardo Sosa,sa503877,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0.01,0.01,0.08,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Toussen,sa503878,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.05,0,0.01,0.09,0.08,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Dominguez,sa503884,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.14,0.04,0,0.01,0.09,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Zaballa,sa503885,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.03,0,0.02,0.08,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Affinito,sa503889,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.12,0.03,0,0.02,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jairo Marquez,sa503943,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.04,0,0.01,0.08,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Degeorge,sa504050,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.16,0.05,0.01,0.01,0.1,0.09,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilfredo Gimenez,sa504051,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.03,0,0.01,0.07,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jairo Perez,sa504599,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.15,0.04,0,0.02,0.1,0.1,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jem Argenal,sa504704,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.02,0,0.01,0.07,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hildemaro Vargas,sa504705,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.04,0,0.01,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerwins Velasco,sa504715,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.07,0.07,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Ramirez,sa504757,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.02,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Diaz,sa504758,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.02,0,0.01,0.07,0.06,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Hart,sa504760,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.02,0,0.01,0.08,0.07,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Coronel,sa504762,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.14,0.03,0,0.01,0.07,0.07,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer Lampe,sa504777,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.02,0,0.01,0.07,0.07,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Acevedo,sa504778,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.16,0.05,0,0.01,0.09,0.09,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Agudelo,sa504780,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.16,0.05,0,0.01,0.09,0.09,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felipe Burin,sa504781,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0,0.01,0.07,0.06,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Velasquez,sa504782,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.03,0,0.01,0.08,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Ugueto,sa504788,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.03,0,0.01,0.08,0.07,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Bellorin,sa504822,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.02,0,0.01,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Alvarez,sa504823,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Cordero,sa504824,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.03,0,0.01,0.07,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismael Tijerina,sa504825,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nohisglin Rivero,sa504826,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.07,0.07,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneider Batista,sa504829,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.14,0.03,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimas Ponce,sa504835,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Perdomo,sa504867,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.17,0.03,0,0.01,0.08,0.07,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Aponte,sa504935,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.03,0,0,0.07,0.07,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Sosa,sa504939,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.17,0.03,0,0.01,0.08,0.08,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Barrios,sa504940,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.14,0.02,0,0.01,0.06,0.06,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exicardo Cayones,sa504941,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.13,0.02,0,0.01,0.07,0.07,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Diaz,sa504943,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.03,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Ponce,sa504945,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.03,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Segovia,sa504965,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.03,0,0.02,0.09,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Guevara,sa504966,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.16,0.03,0,0.01,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Narvaez,sa504967,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.02,0,0.01,0.08,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roan Salas,sa504968,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.15,0.03,0,0.01,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Reginatto,sa504970,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.15,0.02,0,0.01,0.07,0.07,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keiverson Reyes,sa504971,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismel Antunez,sa504983,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.02,0,0.01,0.08,0.07,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmer Dominguez,sa504988,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopoldo Correa,sa504990,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.08,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Paz,sa504992,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.08,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenio Suarez,sa505033,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.15,0.03,0,0.01,0.09,0.08,0.03,0.02,0.254315976,491.51454,0.916962438,0.146540212,0.052032963,0.00591835,0.015533741,0.106288224,0.085904471,0.025235051,0.023725559,,,,,,,,,,,,,,,,,,,,,,
Gabriel Purroy,sa505034,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0,0.01,0.09,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dixon Machado,sa505035,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.15,0.03,0,0,0.08,0.07,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Cortez,sa505040,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.13,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Sanz,sa505065,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.16,0.04,0.01,0.01,0.1,0.09,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Diaz,sa505229,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.14,0.03,0,0.01,0.07,0.07,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Toribio,sa505249,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.15,0.03,0,0.01,0.08,0.07,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismael Dionicio,sa505252,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.16,0.02,0,0,0.08,0.07,0.05,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Linares,sa505256,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0,0.01,0.08,0.08,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Lugo,sa505257,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.13,0.03,0,0.01,0.08,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Beltran,sa505258,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.02,0,0.01,0.08,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Gonzalez,sa505290,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.15,0.02,0,0.01,0.08,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Monzon,sa505293,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reymond Nunez,sa505516,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.03,0,0.01,0.08,0.08,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Duran,sa505519,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.03,0,0.02,0.08,0.08,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravel Santana,sa505525,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.02,0,0.01,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Feliz,sa505526,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.13,0.04,0,0.01,0.08,0.07,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Valera,sa505529,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Krick,sa505580,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.16,0.04,0,0.01,0.09,0.08,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Hernandez,sa505582,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.03,0,0.01,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovan Pickett,sa505583,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.03,0,0.01,0.08,0.08,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.T. Wise,sa505632,,,,,,,,,,,,,,,,,,,,,,,,100,0.89,0.13,0.05,0,0.02,0.09,0.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhonny Gomez,sa505941,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.15,0.03,0,0.01,0.09,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teodoro Martinez,sa505946,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.17,0.04,0,0.01,0.09,0.09,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yefry Castillo,sa505948,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.04,0,0.01,0.09,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Chirino,sa505974,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.17,0.03,0,0.01,0.08,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Aguilar,sa505981,,,,,,,,,,,,,,,,,,,,,,,,100,0.91,0.15,0.05,0,0.02,0.1,0.1,0,0,0.259912874,444.4189409,0.917083342,0.131055933,0.053517254,0.001804043,0.026925784,0.101084815,0.106032459,0.004091801,0.002223141,,,,,,,,,,,,,,,,,,,,,,
Reynaldo Mateo,sa505985,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odubel Herrera,sa505987,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.16,0.04,0.01,0.01,0.09,0.08,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Monsalve,sa505988,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.16,0.03,0,0.01,0.08,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Villanueva,sa505993,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.04,0,0.02,0.09,0.09,0.03,0.02,0.260460736,515.4104527,0.931882603,0.147193383,0.047666943,0.002311323,0.021672923,0.097553085,0.101552523,0.033651542,0.024340084,,,,,,,,,,,,,,,,,,,,,,
Johan Santa,sa505996,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0,0.01,0.08,0.07,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanny Urshela,sa505997,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.15,0.04,0,0.02,0.09,0.09,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Gonzalez,sa506001,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.15,0.02,0,0.01,0.07,0.07,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Marte,sa506011,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.13,0.02,0,0.01,0.07,0.07,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Rojas,sa506013,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariel Soriano,sa506091,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.15,0.02,0,0.01,0.08,0.07,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Marte,sa506112,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adderly Rosa,sa506119,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.02,0,0.01,0.07,0.06,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Morillo,sa506133,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Caminero,sa506134,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.14,0.03,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Perez,sa506149,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.13,0.02,0,0.01,0.08,0.07,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janelfry Zorrilla,sa506159,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.13,0.03,0,0.02,0.08,0.08,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Arcila,sa506161,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.12,0.02,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Sanchez,sa506172,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.12,0.02,0,0.01,0.07,0.06,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Urena,sa506220,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.02,0,0,0.07,0.06,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Perez,sa506222,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.13,0.02,0,0.01,0.07,0.06,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keury De La Cruz,sa506223,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.04,0.01,0.02,0.1,0.09,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreily Guerrero,sa506225,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.14,0.03,0,0.01,0.08,0.07,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heiker Menses,sa506229,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.16,0.05,0.01,0.01,0.1,0.09,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edison Sanchez,sa506234,,,,,,,,,,,,,,,,,,,,,,,,100,0.92,0.12,0.03,0,0.01,0.07,0.07,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aris Alcantara,sa506239,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.14,0.03,0,0.01,0.08,0.08,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordy Lara,sa506241,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.12,0.02,0,0.02,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Marte,sa506244,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.03,0,0.01,0.07,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Brito,sa506254,,,,,,,,,,,,,,,,,,,,,,,,100,0.95,0.12,0.02,0,0.01,0.06,0.06,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Diaz,sa506259,,,,,,,,,,,,,,,,,,,,,,,,100,0.93,0.15,0.03,0,0.01,0.07,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Sanchez,sa506264,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.13,0.03,0,0.02,0.08,0.08,0.01,0.01,0.243358866,434.3284312,0.931174384,0.192991452,0.037614645,0.004699473,0.007435344,0.10457434,0.07546908,0.024190732,0.037852144,,,,,,,,,,,,,,,,,,,,,,
Junior Arias,sa506265,,,,,,,,,,,,,,,,,,,,,,,,100,0.94,0.12,0.03,0,0.02,0.08,0.08,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
