"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","SF","SH","GDP","SB","CS","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Brian Stokes","Mets","28","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","5","6","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","8653"
"Cameron Maybin","Marlins","21","6","12","12","9","9","0","0","0","0","1","0","0","0","0","0","12","0","0","0","1","0","0","13","31","44","33.3 %","58.3 %","8.3 %","25.0 %","58.3 %","16.7 %","5223"
"George Kottaras","Red Sox","25","1","2","2","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","5","6","50.0 %","0.0 %","50.0 %","0.0 %","50.0 %","50.0 %","5506"
"Gregorio Petit","Athletics","23","3","5","5","3","3","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","4","9","13","40.0 %","40.0 %","20.0 %","0.0 %","60.0 %","40.0 %","3812"
"Luis Valbuena","Mariners","22","10","14","14","7","5","2","0","0","0","1","0","0","0","0","0","14","0","0","0","2","0","0","15","31","46","57.1 %","42.9 %","0.0 %","14.3 %","57.1 %","28.6 %","4969"
"Adam Melhuse","- - -","36","6","10","10","5","4","1","0","0","0","2","0","0","0","0","0","10","0","0","0","0","0","0","8","20","28","60.0 %","20.0 %","20.0 %","10.0 %","80.0 %","10.0 %","294"
"Gil Meche","Royals","29","1","2","2","1","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","2","4","6","0.0 %","100.0 %","0.0 %","50.0 %","0.0 %","50.0 %","1089"
"Seth McClung","Brewers","27","4","4","4","2","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","8","12","25.0 %","75.0 %","0.0 %","50.0 %","25.0 %","25.0 %","1657"
"Laynce Nix","Brewers","27","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","2","3","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","1766"
"Dusty Ryan","Tigers","23","8","10","10","5","5","0","0","0","0","1","0","0","0","0","0","10","0","0","0","1","0","0","12","24","36","70.0 %","30.0 %","0.0 %","20.0 %","80.0 %","0.0 %","2312"
"Jason Repko","Dodgers","27","4","4","4","2","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","7","10","75.0 %","25.0 %","0.0 %","0.0 %","75.0 %","25.0 %","2628"
"Buck Coats","Blue Jays","26","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","4","5","0.0 %","100.0 %","0.0 %","0.0 %","50.0 %","50.0 %","2945"
"Jack Cassel","Astros","27","1","2","2","1","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","50.0 %","50.0 %","0.0 %","0.0 %","100.0 %","0.0 %","3052"
"Jon Niese","Mets","21","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","5","7","12","0.0 %","100.0 %","0.0 %","50.0 %","50.0 %","0.0 %","4424"
"Scott Feldman","Rangers","25","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","4","5","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","6283"
"Bobby Wilson","Angels","25","2","2","2","1","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","4","12","16","50.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","6564"
"Collin Balester","Nationals","22","2","2","2","1","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","5","5","10","0.0 %","50.0 %","50.0 %","0.0 %","100.0 %","0.0 %","6883"
"Chris Carter","Red Sox","25","6","8","8","4","4","0","0","0","0","3","0","0","0","0","0","8","0","0","0","0","0","0","5","24","29","37.5 %","12.5 %","50.0 %","25.0 %","50.0 %","25.0 %","7707"
"Juan Miranda","Yankees","25","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","2","4","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","7783"
"Chris Dickerson","Reds","26","14","24","24","10","6","3","1","0","0","4","0","0","0","0","0","24","0","0","0","1","0","0","32","59","91","54.2 %","33.3 %","12.5 %","8.3 %","54.2 %","37.5 %","7095"
"Scott McClain","Giants","36","7","9","9","4","4","0","0","0","0","3","0","0","0","0","0","9","0","0","0","1","0","0","10","19","29","44.4 %","55.6 %","0.0 %","44.4 %","55.6 %","0.0 %","8951"
"Josh Fields","White Sox","25","7","10","10","4","3","1","0","0","0","2","0","0","0","0","0","10","0","0","0","0","0","0","12","17","29","70.0 %","20.0 %","10.0 %","10.0 %","80.0 %","10.0 %","7490"
"Jason Ellison","Rangers","30","4","7","7","3","3","0","0","0","0","2","0","0","0","0","0","7","0","0","0","2","0","0","10","22","32","57.1 %","42.9 %","0.0 %","14.3 %","71.4 %","14.3 %","1704"
"Robinzon Diaz","- - -","24","3","7","7","3","3","0","0","0","0","1","0","0","0","0","0","7","0","0","0","1","0","0","9","19","28","57.1 %","42.9 %","0.0 %","14.3 %","57.1 %","28.6 %","3248"
"Henry Blanco","Cubs","36","30","40","40","16","16","0","0","0","0","3","0","0","4","0","0","40","0","0","0","2","0","0","39","82","121","57.5 %","32.5 %","10.0 %","12.5 %","65.0 %","22.5 %","81"
"Mike Cervenak","Phillies","31","4","5","5","2","2","0","0","0","0","1","0","0","1","0","0","5","0","0","0","0","0","0","3","10","13","80.0 %","20.0 %","0.0 %","0.0 %","40.0 %","60.0 %","3133"
"Craig Stansberry","Padres","26","4","5","5","2","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","7","11","18","40.0 %","40.0 %","20.0 %","0.0 %","80.0 %","20.0 %","6256"
"Lou Montanez","Orioles","26","28","44","44","17","16","1","0","0","0","4","0","0","0","0","0","44","0","0","0","8","0","0","41","102","143","40.9 %","38.6 %","20.5 %","22.7 %","40.9 %","36.4 %","2923"
"Justin Christian","Yankees","28","13","21","21","7","4","3","0","0","0","5","0","0","1","0","0","21","0","0","0","2","0","0","13","45","58","47.6 %","42.9 %","9.5 %","14.3 %","76.2 %","9.5 %","8297"
"Steve Pearce","Pirates","25","21","34","34","12","9","3","0","0","0","4","0","0","1","0","0","34","0","0","0","0","0","0","45","79","124","82.4 %","11.8 %","5.9 %","8.8 %","70.6 %","20.6 %","9957"
"Manny Parra","Brewers","25","12","15","15","5","3","2","0","0","0","3","0","0","2","0","0","15","0","0","0","0","0","0","11","37","48","53.3 %","26.7 %","20.0 %","13.3 %","53.3 %","33.3 %","4279"
"Pablo Sandoval","Giants","21","35","61","61","22","18","4","0","0","0","7","0","0","6","0","0","61","0","0","0","3","0","0","36","123","159","41.0 %","36.1 %","23.0 %","6.6 %","67.2 %","26.2 %","5409"
"Josh Anderson","Braves","25","31","53","53","20","19","1","0","0","0","5","0","0","1","0","0","53","0","0","0","5","0","0","42","131","173","54.7 %","34.0 %","11.3 %","22.6 %","52.8 %","24.5 %","6032"
"Jeff Larish","Tigers","25","22","31","31","11","9","2","0","0","0","7","0","0","2","0","0","31","0","0","0","2","0","0","39","83","122","32.3 %","48.4 %","19.4 %","6.5 %","77.4 %","16.1 %","5128"
"Mike Hampton","Braves","35","6","8","8","3","3","0","0","0","0","2","0","0","0","0","0","8","0","0","0","1","0","0","7","17","24","37.5 %","62.5 %","0.0 %","37.5 %","62.5 %","0.0 %","430"
"Sal Fasano","Indians","36","7","8","8","3","3","0","0","0","0","1","0","0","1","0","0","8","0","0","0","0","0","0","3","20","23","62.5 %","25.0 %","12.5 %","0.0 %","75.0 %","25.0 %","1205"
"Rickie Weeks","Brewers","25","94","168","168","58","49","7","2","0","0","7","0","0","5","0","0","168","0","0","0","19","0","0","201","410","611","55.4 %","32.1 %","12.5 %","13.1 %","58.3 %","28.6 %","1849"
"Brent Lillibridge","Braves","24","15","25","25","8","5","3","0","0","0","2","0","0","0","0","0","25","0","0","0","0","0","0","22","61","83","52.0 %","28.0 %","20.0 %","8.0 %","48.0 %","44.0 %","3501"
"Jeff Bailey","Red Sox","29","12","19","19","7","7","0","0","0","0","4","0","0","2","0","0","19","0","0","0","7","0","0","31","54","85","68.4 %","26.3 %","5.3 %","21.1 %","57.9 %","21.1 %","2394"
"Braden Looper","Cardinals","33","23","28","28","9","7","1","1","0","0","4","0","0","2","0","0","28","0","0","0","3","0","0","28","70","98","46.4 %","17.9 %","35.7 %","14.3 %","75.0 %","10.7 %","526"
"Jerry Hairston","Reds","32","43","70","70","23","17","6","0","0","0","7","0","0","0","0","0","70","0","0","0","2","0","0","78","187","265","51.4 %","40.0 %","8.6 %","12.9 %","57.1 %","30.0 %","144"
"Carlos Zambrano","Cubs","27","21","31","31","11","11","0","0","0","0","5","0","0","4","0","0","31","0","0","0","2","0","0","22","69","91","35.5 %","48.4 %","16.1 %","25.8 %","61.3 %","12.9 %","305"
"Adam Wainwright","Cardinals","26","14","20","20","7","7","0","0","0","0","1","0","0","0","0","0","20","0","0","0","2","0","0","14","41","55","40.0 %","35.0 %","25.0 %","15.0 %","70.0 %","15.0 %","2233"
"Robb Quinlan","Angels","31","41","66","66","23","23","0","0","0","0","1","0","0","5","0","0","66","0","0","0","9","0","0","72","158","230","60.6 %","30.3 %","9.1 %","15.2 %","68.2 %","16.7 %","1779"
"Milton Bradley","Rangers","30","88","125","125","41","36","5","0","0","0","7","0","0","10","0","0","125","0","0","0","8","0","0","137","238","375","57.6 %","27.2 %","15.2 %","9.6 %","76.0 %","14.4 %","369"
"Rocco Baldelli","Rays","26","18","27","27","8","5","3","0","0","0","1","0","0","1","0","0","27","0","0","0","1","0","0","32","53","85","51.9 %","44.4 %","3.7 %","3.7 %","59.3 %","37.0 %","1656"
"Reggie Abercrombie","Astros","26","7","10","10","3","2","1","0","0","0","0","0","0","0","0","0","10","0","0","0","2","0","0","3","26","29","30.0 %","10.0 %","60.0 %","40.0 %","50.0 %","10.0 %","2187"
"Matt Holliday","Rockies","28","104","199","199","64","56","7","1","0","0","20","0","0","9","0","0","199","0","0","0","20","0","0","243","460","703","47.2 %","37.7 %","15.1 %","13.1 %","67.8 %","19.1 %","1873"
"Reed Johnson","Cubs","31","70","109","109","35","31","4","0","0","0","13","0","0","3","0","0","109","0","0","0","8","0","0","115","273","388","49.5 %","34.9 %","15.6 %","20.2 %","56.9 %","22.9 %","1702"
"Raul Casanova","Mets","35","14","27","27","9","9","0","0","0","0","2","0","0","1","0","0","27","0","0","0","0","0","0","36","57","93","51.9 %","37.0 %","11.1 %","14.8 %","55.6 %","29.6 %","680"
"Cody Ransom","Yankees","32","9","12","12","4","4","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","13","25","38","50.0 %","41.7 %","8.3 %","0.0 %","75.0 %","25.0 %","1126"
"R.A. Dickey","Mariners","33","1","3","3","1","1","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","1","6","7","0.0 %","33.3 %","66.7 %","33.3 %","66.7 %","0.0 %","1245"
"Mark Hendrickson","Marlins","34","6","6","6","2","2","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","7","14","21","50.0 %","33.3 %","16.7 %","0.0 %","66.7 %","33.3 %","1574"
"Todd Wellemeyer","Cardinals","29","12","18","18","6","6","0","0","0","0","3","0","0","0","0","0","18","0","0","0","1","0","0","22","55","77","27.8 %","50.0 %","22.2 %","22.2 %","66.7 %","11.1 %","1709"
"Mike Hessman","Tigers","30","6","6","6","2","2","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","4","13","17","66.7 %","16.7 %","16.7 %","0.0 %","66.7 %","33.3 %","1808"
"Justin Germano","Padres","25","3","3","3","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","4","7","11","100.0 %","0.0 %","0.0 %","66.7 %","33.3 %","0.0 %","1938"
"Michael Morse","Mariners","26","3","3","3","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","8","11","100.0 %","0.0 %","0.0 %","0.0 %","66.7 %","33.3 %","3035"
"Gaby Sanchez","Marlins","24","3","3","3","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","8","10","66.7 %","33.3 %","0.0 %","0.0 %","33.3 %","66.7 %","3361"
"Andy Gonzalez","Indians","26","6","9","9","3","3","0","0","0","0","0","0","0","1","0","0","9","0","0","0","0","0","0","11","17","28","55.6 %","22.2 %","22.2 %","0.0 %","66.7 %","33.3 %","3669"
"Nick Blackburn","Twins","26","1","3","3","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","6","6","66.7 %","0.0 %","33.3 %","0.0 %","100.0 %","0.0 %","4270"
"Brian Barden","Cardinals","27","2","3","3","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","5","7","66.7 %","33.3 %","0.0 %","0.0 %","66.7 %","33.3 %","4429"
"T.J. Bohn","Phillies","28","3","3","3","1","1","0","0","0","0","1","0","0","0","0","0","3","0","0","0","1","0","0","1","4","5","0.0 %","66.7 %","33.3 %","66.7 %","0.0 %","33.3 %","4592"
"Brent Clevlen","Tigers","24","6","12","12","4","4","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","11","29","40","58.3 %","33.3 %","8.3 %","8.3 %","66.7 %","25.0 %","4863"
"Brad Thompson","Cardinals","26","3","3","3","1","1","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","2","6","8","0.0 %","33.3 %","66.7 %","66.7 %","33.3 %","0.0 %","4911"
"Wade LeBlanc","Padres","23","3","3","3","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","8","10","33.3 %","33.3 %","33.3 %","0.0 %","66.7 %","33.3 %","5221"
"John Jaso","Rays","24","3","3","3","1","1","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","6","9","33.3 %","0.0 %","66.7 %","0.0 %","66.7 %","33.3 %","5887"
"Luke Montz","Nationals","24","3","3","3","1","1","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","3","5","8","100.0 %","0.0 %","0.0 %","0.0 %","66.7 %","33.3 %","6601"
"Freddy Sandoval","Angels","25","1","3","3","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","1","6","7","66.7 %","0.0 %","33.3 %","33.3 %","66.7 %","0.0 %","6863"
"James Shields","Rays","26","2","3","3","1","1","0","0","0","0","1","0","0","0","0","0","3","0","0","0","2","0","0","6","8","14","33.3 %","66.7 %","0.0 %","33.3 %","66.7 %","0.0 %","7059"
"Albert Pujols","Cardinals","28","117","192","192","60","51","9","0","0","0","22","0","0","16","0","0","192","0","0","0","12","0","0","269","444","713","60.9 %","29.7 %","9.4 %","12.5 %","52.1 %","35.4 %","1177"
"Mike Aviles","Royals","27","89","168","168","54","50","4","0","0","0","13","0","0","12","0","0","168","0","0","0","12","0","0","143","379","522","46.4 %","37.5 %","16.1 %","17.3 %","62.5 %","20.2 %","5986"
"Carlos Gomez","Twins","22","100","162","162","50","42","7","1","0","0","19","0","0","7","0","0","162","0","0","0","18","0","0","159","357","516","58.6 %","29.0 %","12.4 %","17.9 %","65.4 %","16.7 %","4881"
"Shane Victorino","Phillies","27","123","218","218","68","59","8","1","0","0","19","0","0","8","0","0","218","0","0","0","23","0","0","201","492","693","55.5 %","32.6 %","11.9 %","16.5 %","60.1 %","23.4 %","1677"
"Shin-Soo Choo","Indians","25","65","99","99","31","27","4","0","0","0","13","0","0","5","0","0","99","0","0","0","4","0","0","118","220","338","69.7 %","24.2 %","6.1 %","8.1 %","63.6 %","28.3 %","3174"
"Jeff Salazar","Diamondbacks","27","25","32","32","9","7","0","2","0","0","0","0","0","2","0","0","32","0","0","0","1","0","0","39","61","100","56.3 %","34.4 %","9.4 %","25.0 %","56.3 %","18.8 %","4507"
"Brett Gardner","Yankees","24","25","45","45","14","12","2","0","0","0","8","0","0","0","0","0","45","0","0","0","2","0","0","53","107","160","46.7 %","31.1 %","22.2 %","13.3 %","64.4 %","22.2 %","9927"
"Matt Kemp","Dodgers","23","115","205","205","65","59","6","0","0","0","20","0","0","10","0","0","205","0","0","0","13","0","0","202","455","657","69.3 %","22.0 %","8.8 %","9.8 %","67.8 %","22.4 %","5631"
"Dan Uggla","Marlins","28","92","130","130","41","37","4","0","0","0","13","0","0","10","0","0","130","0","0","0","15","0","0","166","292","458","66.2 %","26.9 %","6.9 %","14.6 %","63.1 %","22.3 %","3442"
"Seth Smith","Rockies","25","27","38","38","12","11","1","0","0","0","3","0","0","0","0","0","38","0","0","0","3","0","0","31","88","119","34.2 %","55.3 %","10.5 %","10.5 %","71.1 %","18.4 %","7331"
"Jake Peavy","Padres","27","14","21","21","6","4","2","0","0","0","0","0","0","2","0","0","21","0","0","0","0","0","0","17","48","65","47.6 %","42.9 %","9.5 %","19.1 %","57.1 %","23.8 %","1051"
"Matt Antonelli","Padres","23","12","21","21","6","4","2","0","0","0","1","0","0","1","0","0","21","0","0","0","2","0","0","22","57","79","71.4 %","19.1 %","9.5 %","4.8 %","66.7 %","28.6 %","9343"
"Ruben Gotay","Braves","25","23","29","29","9","8","1","0","0","0","3","0","0","4","0","0","29","0","0","0","1","0","0","44","78","122","58.6 %","27.6 %","13.8 %","17.2 %","48.3 %","34.5 %","3417"
"Justin Upton","Diamondbacks","20","64","87","87","27","24","3","0","0","0","5","0","0","3","0","0","87","0","0","0","9","0","0","109","202","311","60.9 %","25.3 %","13.8 %","8.1 %","65.5 %","26.4 %","5222"
"Jason Bartlett","Rays","28","113","188","188","58","51","7","0","0","0","13","0","0","9","0","0","188","0","0","0","11","0","0","206","414","620","46.3 %","38.8 %","14.9 %","17.6 %","64.9 %","17.6 %","8219"
"Nyjer Morgan","Pirates","27","37","58","58","17","13","4","0","0","0","0","0","0","0","0","0","58","0","0","0","3","0","0","74","149","223","56.9 %","32.8 %","10.3 %","6.9 %","75.9 %","17.2 %","4885"
"Curtis Granderson","Tigers","27","102","177","177","54","49","3","2","0","0","10","0","0","7","0","0","177","0","0","0","14","0","0","219","436","655","61.0 %","28.3 %","10.7 %","15.3 %","63.3 %","21.5 %","4747"
"Morgan Ensberg","Yankees","32","17","25","25","8","8","0","0","0","0","2","0","0","1","0","0","25","0","0","0","3","0","0","40","58","98","60.0 %","28.0 %","12.0 %","32.0 %","44.0 %","24.0 %","556"
"Scott Hairston","Padres","28","62","91","91","27","22","5","0","0","0","3","0","0","2","0","0","91","0","0","0","9","0","0","106","219","325","64.8 %","28.6 %","6.6 %","18.7 %","61.5 %","19.8 %","1926"
"Nick Hundley","Padres","24","41","59","59","18","16","2","0","0","0","5","0","0","1","0","0","59","0","0","0","4","0","0","72","141","213","35.6 %","50.9 %","13.6 %","8.5 %","71.2 %","20.3 %","3376"
"Jody Gerut","Padres","30","75","129","129","39","35","3","1","0","0","6","0","0","1","0","0","129","0","0","0","8","0","0","136","272","408","53.5 %","35.7 %","10.9 %","13.2 %","57.4 %","29.5 %","1696"
"Jeff Mathis","Angels","25","54","70","70","21","18","3","0","0","0","10","0","0","1","0","0","70","0","0","0","5","0","0","63","145","208","62.9 %","25.7 %","11.4 %","14.3 %","64.3 %","21.4 %","3448"
"Rafael Furcal","Dodgers","30","28","58","58","18","17","1","0","0","0","6","0","0","3","0","0","58","0","0","0","5","0","0","75","134","209","41.4 %","46.6 %","12.1 %","13.8 %","65.5 %","20.7 %","88"
"Bryan LaHair","Mariners","25","32","41","41","13","13","0","0","0","0","4","0","0","4","0","0","41","0","0","0","2","0","0","39","97","136","34.2 %","39.0 %","26.8 %","12.2 %","65.9 %","22.0 %","5462"
"Joe Mather","Cardinals","25","24","31","31","9","7","2","0","0","0","3","0","0","2","0","0","31","0","0","0","0","0","0","41","65","106","87.1 %","12.9 %","0.0 %","6.5 %","48.4 %","45.2 %","3714"
"Mike Napoli","Angels","26","38","50","50","15","13","2","0","0","0","2","0","0","3","0","0","50","0","0","0","6","0","0","72","124","196","64.0 %","26.0 %","10.0 %","12.0 %","58.0 %","30.0 %","3057"
"Nelson Cruz","Rangers","28","22","35","35","11","11","0","0","0","0","3","0","0","1","0","0","35","0","0","0","1","0","0","29","66","95","51.4 %","37.1 %","11.4 %","11.4 %","71.4 %","17.1 %","2434"
"Joaquin Arias","Rangers","23","22","47","47","14","13","0","1","0","0","2","0","0","4","0","0","47","0","0","0","8","0","0","35","104","139","63.8 %","29.8 %","6.4 %","19.2 %","66.0 %","14.9 %","3817"
"Ryan Braun","Brewers","24","115","186","186","56","50","6","0","0","0","13","0","0","13","0","0","186","0","0","0","18","0","0","179","414","593","51.1 %","38.2 %","10.8 %","17.2 %","61.3 %","21.5 %","3410"
"Adam Jones","Orioles","22","101","173","173","53","50","3","0","0","0","11","0","0","11","0","0","173","0","0","0","15","0","0","181","410","591","54.9 %","28.9 %","16.2 %","20.2 %","63.6 %","16.2 %","6368"
"Brian Barton","Cardinals","26","42","57","57","17","15","2","0","0","0","3","0","0","5","0","0","57","0","0","0","4","0","0","60","133","193","45.6 %","43.9 %","10.5 %","12.3 %","73.7 %","14.0 %","2408"
"Reggie Willits","Angels","27","28","36","36","10","7","3","0","0","0","4","0","0","1","0","0","36","0","0","0","5","0","0","49","97","146","41.7 %","30.6 %","27.8 %","8.3 %","66.7 %","25.0 %","5590"
"Travis Ishikawa","Giants","24","22","38","38","11","9","2","0","0","0","4","0","0","1","0","0","38","0","0","0","4","0","0","47","93","140","68.4 %","18.4 %","13.2 %","7.9 %","68.4 %","23.7 %","4793"
"Akinori Iwamura","Rays","29","120","227","227","69","67","0","2","0","0","16","0","0","2","0","0","227","0","0","0","16","0","0","321","525","846","44.1 %","39.7 %","16.3 %","12.8 %","70.9 %","16.3 %","7781"
"J.D. Drew","Red Sox","32","83","123","123","37","34","3","0","0","0","12","0","0","11","0","0","123","0","0","0","6","0","0","156","286","442","61.8 %","33.3 %","4.9 %","10.6 %","69.1 %","20.3 %","1152"
"Jose Lopez","Mariners","24","128","258","258","76","66","10","0","0","0","21","0","0","13","0","0","258","0","0","0","19","0","0","310","598","908","53.1 %","31.0 %","15.9 %","14.7 %","60.1 %","25.2 %","3114"
"Jorge Cantu","Marlins","26","113","179","179","51","40","11","0","0","0","18","0","0","15","0","0","179","0","0","0","7","0","0","211","439","650","68.2 %","22.4 %","9.5 %","15.1 %","57.0 %","27.9 %","2521"
"Manny Ramirez","- - -","36","110","164","164","50","48","2","0","0","0","14","0","0","17","0","0","164","0","0","0","11","0","0","176","372","548","56.7 %","33.5 %","9.8 %","7.9 %","57.9 %","34.2 %","210"
"Adam Eaton","Phillies","30","9","11","11","3","2","1","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","12","22","34","45.5 %","45.5 %","9.1 %","18.2 %","54.6 %","27.3 %","1029"
"Aaron Hill","Blue Jays","26","38","61","61","18","16","2","0","0","0","5","0","0","4","0","0","61","0","0","0","4","0","0","59","127","186","49.2 %","36.1 %","14.8 %","13.1 %","72.1 %","14.8 %","6104"
"Felix Pie","Cubs","23","18","26","26","8","8","0","0","0","0","2","0","0","3","0","0","26","0","0","0","4","0","0","20","61","81","61.5 %","30.8 %","7.7 %","15.4 %","57.7 %","26.9 %","3751"
"Jeff Baisley","Athletics","25","8","13","13","4","4","0","0","0","0","2","0","0","2","0","0","13","0","0","0","1","0","0","8","23","31","61.5 %","15.4 %","23.1 %","0.0 %","76.9 %","23.1 %","9684"
"Joe Crede","White Sox","30","64","94","94","28","26","2","0","0","0","8","0","0","10","0","0","94","0","0","0","4","0","0","87","216","303","50.0 %","33.0 %","17.0 %","10.6 %","69.2 %","20.2 %","227"
"Mike Cameron","Brewers","35","70","98","98","28","24","3","1","0","0","10","0","0","4","0","0","98","0","0","0","7","0","0","116","221","337","68.4 %","27.6 %","4.1 %","6.1 %","66.3 %","27.6 %","1070"
"Jose Reyes","Mets","25","134","261","261","74","63","8","3","0","0","17","0","0","9","0","0","261","0","0","0","20","0","0","289","640","929","48.3 %","34.5 %","17.2 %","13.4 %","68.6 %","18.0 %","1736"
"Brian Roberts","Orioles","30","119","206","206","59","50","9","0","0","0","15","0","0","8","0","0","206","0","0","0","12","0","0","249","493","742","46.6 %","35.0 %","18.5 %","15.5 %","58.3 %","26.2 %","166"
"Ben Francisco","Indians","26","81","123","123","37","36","1","0","0","0","6","0","0","10","0","0","123","0","0","0","16","0","0","138","294","432","72.4 %","25.2 %","2.4 %","12.2 %","64.2 %","23.6 %","4677"
"Daniel Murphy","Mets","23","29","42","42","12","11","0","1","0","0","2","0","0","4","0","0","42","0","0","0","1","0","0","49","104","153","42.9 %","26.2 %","31.0 %","2.4 %","71.4 %","26.2 %","4316"
