name,url,team,pos,owner,orank,rank,owned
Ryan Zimmerman,http://sports.yahoo.com/mlb/players/7627,Was,3B/OF,FA,131,824,90%
Eric Hosmer,http://sports.yahoo.com/mlb/players/8857,KC,1B,FA,132,281,85%
Adam LaRoche,http://sports.yahoo.com/mlb/players/7253,CWS,1B,Stoolies,133,79,86%
Elvis Andrus,http://sports.yahoo.com/mlb/players/8401,Tex,SS,Slow Rollers,134,206,92%
Alex Rios,http://sports.yahoo.com/mlb/players/7254,KC,OF,Team autodraft IV,135,222,83%
Neil Walker,http://sports.yahoo.com/mlb/players/8571,Pit,2B,Daddy W,136,105,87%
Kris Bryant,http://sports.yahoo.com/mlb/players/9558,ChC,3B,FA,137,-,86%
Starlin Castro,http://sports.yahoo.com/mlb/players/8611,ChC,SS,FA,139,156,92%
Josh Harrison,http://sports.yahoo.com/mlb/players/8950,Pit,2B/3B/OF,BeAsT mOdE,143,60,91%
Leonys Martin,http://sports.yahoo.com/mlb/players/8922,Tex,OF,Daddy W,144,146,83%
Lucas Duda,http://sports.yahoo.com/mlb/players/8796,NYM,1B,A-Rods Dope Supplier,145,72,86%
Brian McCann,http://sports.yahoo.com/mlb/players/7569,NYY,C/1B,Rain On 'Em,150,227,90%
Chase Utley,http://sports.yahoo.com/mlb/players/7072,Phi,2B,Team autodraft IV,151,125,85%
Brandon Moss,http://sports.yahoo.com/mlb/players/8082,Cle,1B/OF,Stiinta Craiova,153,151,85%
Ben Revere,http://sports.yahoo.com/mlb/players/8687,Phi,OF,The Alliance,154,70,86%
Jimmy Rollins,http://sports.yahoo.com/mlb/players/6419,LAD,SS,Team autodraft IV,155,116,89%
Torii Hunter,http://sports.yahoo.com/mlb/players/5884,Min,OF,Slow Rollers,159,91,79%
Austin Jackson,http://sports.yahoo.com/mlb/players/8412,Sea,OF,The Alliance,162,236,74%
Ben Zobrist,http://sports.yahoo.com/mlb/players/7829,Oak,2B/SS/OF,Team autodraft IV,163,153,91%
Rusney Castillo,http://sports.yahoo.com/mlb/players/9795,Bos,OF,FA,166,1064,84%
Justin Morneau,http://sports.yahoo.com/mlb/players/7063,Col,1B,D's Ballers,167,78,85%
Wilin Rosario,http://sports.yahoo.com/mlb/players/8854,Col,C,Stiinta Craiova,168,331,84%
Coco Crisp,http://sports.yahoo.com/mlb/players/6983,Oak,OF,Daddy W,170,225,64%
Denard Span,http://sports.yahoo.com/mlb/players/8213,Was,OF,Dugo's Way,171,54,83%
Howie Kendrick,http://sports.yahoo.com/mlb/players/7746,LAD,2B,Stoolies,172,71,85%
Lorenzo Cain,http://sports.yahoo.com/mlb/players/8762,KC,OF,A-Rods Dope Supplier,173,134,80%
Gregory Polanco,http://sports.yahoo.com/mlb/players/9613,Pit,OF,FA,174,430,78%
Aramis Ramirez,http://sports.yahoo.com/mlb/players/6014,Mil,3B,Rain On 'Em,175,201,81%
Melky Cabrera,http://sports.yahoo.com/mlb/players/7595,CWS,OF,FA,178,59,85%
Matt Wieters,http://sports.yahoo.com/mlb/players/8395,Bal,C,FA,179,971,87%
Mike Napoli,http://sports.yahoo.com/mlb/players/7754,Bos,1B,JeRsEy FU's,180,310,72%
Xander Bogaerts,http://sports.yahoo.com/mlb/players/9319,Bos,3B/SS,BeAsT mOdE,182,413,84%
Steve Pearce,http://sports.yahoo.com/mlb/players/8117,Bal,1B/OF,Rain On 'Em,183,179,75%
A.J. Pollock,http://sports.yahoo.com/mlb/players/9157,Ari,OF,JeRsEy FU's,186,374,72%
Jhonny Peralta,http://sports.yahoo.com/mlb/players/7156,StL,SS,The Alliance,187,150,83%
Wil Myers,http://sports.yahoo.com/mlb/players/8859,SD,OF,The Alliance,188,875,80%
Erick Aybar,http://sports.yahoo.com/mlb/players/7744,LAA,SS,The Alliance,191,120,81%
Marlon Byrd,http://sports.yahoo.com/mlb/players/6863,Cin,OF,Team autodraft IV,192,96,77%
Danny Santana,http://sports.yahoo.com/mlb/players/9693,Min,SS/OF,Rain On 'Em,193,123,84%
Rajai Davis,http://sports.yahoo.com/mlb/players/7835,Det,OF,JeRsEy FU's,196,111,71%
Michael Cuddyer,http://sports.yahoo.com/mlb/players/6637,NYM,1B/OF,Daddy W,200,435,76%
Khris Davis,http://sports.yahoo.com/mlb/players/9351,Mil,OF,King of Chardonnay,201,164,75%
Javier Baez,http://sports.yahoo.com/mlb/players/9557,ChC,2B/SS,King of Chardonnay,202,1003,85%
Russell Martin,http://sports.yahoo.com/mlb/players/7628,Tor,C,Stoolies,203,221,82%
Adam Eaton,http://sports.yahoo.com/mlb/players/9302,CWS,OF,Rain On 'Em,205,182,67%
Joe Mauer,http://sports.yahoo.com/mlb/players/7062,Min,1B,Dugo's Way,210,294,72%
Alcides Escobar,http://sports.yahoo.com/mlb/players/8344,KC,SS,JeRsEy FU's,216,114,80%
Billy Butler,http://sports.yahoo.com/mlb/players/7634,Oak,1B,FA,217,263,58%
Oswaldo Arcia,http://sports.yahoo.com/mlb/players/9342,Min,OF,FA,218,346,53%
